m.z	mode	p.value	t.score
191.96204	positive	0.34009	0.98331
160.98351	positive	0.34027	0.98294
159.96904458	positive	0.34061	-0.98222
122.04491	negative	0.34073	-0.98196
98.51187	positive	0.34128	0.98083
118.04087	negative	0.34146	0.98044
292.16289	positive	0.34195	0.97943
171.99289	positive	0.3422	-0.97889
130.52168	positive	0.34228	-0.97874
87.02709	negative	0.34297	-0.97729
169.977199	positive	0.34319	-0.97684
568.66693	positive	0.34326	-0.9767
154.03691	negative	0.34333	0.97654
257.91333	negative	0.34381	-0.97554
297.73281	negative	0.3446	-0.9739
120.05655	negative	0.34503	-0.97301
618.52069	positive	0.34506	0.97295
199.78613	negative	0.34559	-0.97185
441.7857	negative	0.3467	0.96955
111.96827	positive	0.34693	-0.96908
201.90598796	negative	0.34698	0.96897
463.76761	negative	0.34707	-0.96878
261.13065	positive	0.34726	0.96839
174.8638	negative	0.34864	-0.96554
624.84521	positive	0.35044	0.96185
230.07811	negative	0.35155	-0.95957
230.24756	positive	0.3516	0.95946
110.52023	positive	0.352	-0.95865
420.88422	positive	0.35254	0.95755
130.96632675	positive	0.35276	0.95709
326.91948	positive	0.35289	-0.95683
318.90444	negative	0.35294	-0.95672
98.51186557	positive	0.35317	0.95625
151.55798	negative	0.35439	-0.95376
159.96904	positive	0.35537	0.95178
87.07343	positive	0.3559	-0.95071
102.95665	negative	0.3561	0.9503
104.06178	negative	0.35645	-0.94957
100.50985	positive	0.35654	-0.9494
207.91837	negative	0.35673	0.94901
138.07592	positive	0.35764	-0.94717
131.97416	positive	0.35789	-0.94667
113.01655	positive	0.35815	0.94615
207.93103367	negative	0.35866	-0.94511
329.19304	positive	0.3587	-0.94502
114.0164	positive	0.35889	-0.94465
132.05655	negative	0.35898	-0.94446
217.10794	negative	0.36032	-0.94176
312.67616	positive	0.3612	-0.93999
241.14425	negative	0.36183	0.93872
267.12347	negative	0.36185	-0.93869
374.2447	negative	0.3622	-0.93797
627.98506	negative	0.36284	0.9367
195.79324	negative	0.36291	-0.93655
123.07376	negative	0.36362	-0.93513
159.96905151	positive	0.36443	-0.93351
98.98412	positive	0.36451	-0.93335
206.02034	positive	0.3646	0.93318
224.98828	positive	0.36495	-0.93248
183.98831	positive	0.365	0.93237
176.88398	negative	0.36532	0.93174
229.10791	negative	0.3655	0.93138
98.98419	positive	0.36551	-0.93136
361.18273	positive	0.36576	0.93086
180.98966	positive	0.36578	-0.93083
698.86654	negative	0.36581	-0.93076
154.99005	positive	0.36622	0.92995
408.29231	positive	0.36635	-0.92968
169.97719666	positive	0.36637	-0.92965
115.92876	negative	0.36676	-0.92888
328.90334	negative	0.36714	-0.92811
838.83424	positive	0.36758	-0.92724
172.09419	positive	0.36764	-0.92713
305.15662	positive	0.36772	0.92697
89.04174	positive	0.36782	-0.92676
223.98836	positive	0.36784	0.92672
181.9881	positive	0.36789	-0.92662
129.97564805	negative	0.36833	0.92575
144.11307	positive	0.36933	-0.92377
290.85333	negative	0.36962	0.92319
286.12933	negative	0.36978	-0.92287
902.82932	negative	0.37083	0.9208
231.08144	negative	0.37096	-0.92055
348.9893	positive	0.37098	-0.92051
403.28821	negative	0.37104	0.92039
249.95724	negative	0.37115	0.92018
109.5215	positive	0.37153	-0.91943
287.14601	positive	0.37239	0.91772
446.90529	negative	0.37247	-0.91758
142.92884	negative	0.37275	-0.91702
127.11271	negative	0.37326	-0.91601
299.16511	negative	0.37407	-0.91443
163.99043	positive	0.37507	0.91247
120.10178	positive	0.37563	0.91137
117.10213	positive	0.37731	-0.90809
354.89387	positive	0.37745	0.90781
434.77146	negative	0.37794	0.90685
312.67604	positive	0.37857	-0.90563
422.64593	negative	0.37881	0.90515
229.14059	positive	0.38214	0.89869
132.07004	positive	0.38232	-0.89835
114.96685	positive	0.38324	0.89657
775.48694	positive	0.38359	-0.89589
486.95979365	positive	0.38377	-0.89555
177.85982	negative	0.3839	-0.89529
672.51462	positive	0.38396	-0.89519
253.10796	negative	0.38438	-0.89437
287.77544	negative	0.38465	-0.89385
167.01268	positive	0.38519	-0.89282
316.94763	negative	0.38524	-0.89271
311.93778	negative	0.38563	-0.89196
148.05165	negative	0.38574	-0.89175
220.95462	negative	0.38663	-0.89004
435.10365	positive	0.38674	-0.88983
111.11664	positive	0.3877	-0.88798
198.93626	negative	0.38811	-0.88721
107.51721	positive	0.3888	-0.88589
187.94171	negative	0.38925	-0.88503
213.98291	positive	0.38968	-0.88421
90.09128	positive	0.38977	0.88404
520.90934	negative	0.39018	0.88324
99.01054	positive	0.39056	0.88253
248.9603	negative	0.39075	-0.88216
378.91814	negative	0.39098	-0.88173
251.82181	negative	0.39198	0.87981
457.27652	positive	0.39221	-0.87939
261.99407	positive	0.393	-0.87788
187.08031	negative	0.39453	-0.87498
421.3281	positive	0.39502	-0.87406
200.76584	positive	0.3951	-0.8739
318.0405	negative	0.39533	0.87347
98.51188	positive	0.3955	-0.87314
129.97564761	negative	0.39681	-0.87067
111.96828132	positive	0.39687	0.87055
121.05179549	negative	0.39771	-0.86898
134.89452	negative	0.39797	-0.86849
92.31253	positive	0.39799	0.86844
103.92007	negative	0.39893	0.86669
278.98336	positive	0.39904	0.86647
174.92625	negative	0.40007	-0.86453
182.98845	negative	0.40162	-0.86163
142.98552	negative	0.40186	-0.86118
223.1338	negative	0.40196	0.861
209.99596	positive	0.40284	0.85934
310.93062	negative	0.40402	0.85714
139.96322	positive	0.40425	-0.85671
252.90304	negative	0.40563	0.85415
139.96333	positive	0.40573	0.85396
102.03378	positive	0.40586	-0.85373
375.27492	negative	0.40591	0.85363
226.01191	positive	0.40593	-0.85359
149.02095	negative	0.40646	0.85261
217.85371	negative	0.40696	-0.85167
272.15037	positive	0.4076	-0.8505
129.97564	negative	0.4079	-0.84993
318.19054	positive	0.40802	0.84971
420.25003	negative	0.40804	-0.84968
142.9618	positive	0.40842	0.84897
293.94698	negative	0.40967	0.84666
199.00735	positive	0.40989	0.84625
139.1127	negative	0.41025	0.84558
145.05182	negative	0.41149	0.8433
112.06169	positive	0.41153	-0.84323
163.09769	positive	0.41218	0.84203
259.15471	negative	0.41225	-0.8419
199.97519	positive	0.41246	-0.84152
107.51722	positive	0.4126	0.84127
193.92992	positive	0.4127	-0.84107
99.01054104	positive	0.41339	-0.8398
99.01043	positive	0.41376	-0.83913
235.92593	negative	0.41456	-0.83766
375.87769	negative	0.41468	-0.83743
169.9772	positive	0.41498	-0.8369
181.02601	positive	0.41518	0.83652
752.55574	positive	0.41526	-0.83637
656.88531	negative	0.41538	-0.83616
108.51738	positive	0.41643	0.83424
223.98838	positive	0.41663	-0.83387
104.03018	positive	0.41671	-0.83373
261.13066	positive	0.41769	0.83193
231.12354	negative	0.41983	0.82803
135.97085	negative	0.42004	-0.82766
111.5219	positive	0.42005	-0.82764
151.0865	positive	0.42039	0.82702
286.84078	negative	0.42102	-0.82588
265.8505	negative	0.42115	-0.82564
145.94158	negative	0.42137	0.82524
157.08687837	negative	0.42249	0.82322
268.66065	positive	0.42269	-0.82284
354.82828	negative	0.42415	0.82021
193.92987126	positive	0.42428	0.81997
203.02158113	positive	0.4261	-0.81668
177.09198	negative	0.42819	-0.81294
161.99508	positive	0.42857	0.81225
338.76048	negative	0.42891	0.81164
183.00968	positive	0.42937	0.81081
167.0655	negative	0.43114	0.80764
192.96384	positive	0.4318	-0.80646
224.01132	positive	0.43194	-0.80622
158.00274	positive	0.43202	-0.80608
254.85148	negative	0.43236	0.80546
228.00734	positive	0.4324	-0.8054
178.9821	positive	0.43266	0.80492
318.886	positive	0.43306	0.80421
396.89078	negative	0.43423	0.80212
171.06752	negative	0.43446	-0.80172
186.08025	negative	0.43579	-0.79936
318.97458	negative	0.43605	-0.7989
130.53311558	positive	0.43609	-0.79883
137.05971	positive	0.43708	0.79707
267.26803	positive	0.43818	-0.79512
203.02158	positive	0.43842	-0.7947
223.09499	negative	0.43899	-0.79369
180.97295	negative	0.43931	-0.79313
222.07695	negative	0.43969	0.79245
259.02205	negative	0.43993	-0.79203
213.98268824	positive	0.44038	-0.79123
186.11222	positive	0.44111	0.78995
150.00179	negative	0.44131	-0.7896
449.34786	positive	0.44142	0.78941
137.0243	negative	0.44303	0.78656
151.03998	negative	0.44304	-0.78656
206.02034189	positive	0.44322	0.78623
134.03597	negative	0.44452	-0.78395
134.03576	negative	0.44473	0.78359
256.04054	negative	0.44561	0.78204
179.98535835	positive	0.44571	-0.78187
288.83603	negative	0.44615	0.78109
384.05081	negative	0.44728	-0.77911
173.92606	negative	0.44742	-0.77887
422.881	positive	0.44761	-0.77854
488.87183	positive	0.44782	0.77818
116.93634	negative	0.44818	0.77755
287.88848458	positive	0.44888	0.77633
109.02228162	positive	0.44891	-0.77627
425.08015	negative	0.44916	-0.77584
147.03031	positive	0.45025	-0.77394
183.98836	positive	0.45061	0.77331
247.15538	positive	0.45148	0.77181
135.00278	positive	0.45225	-0.77046
384.93503	negative	0.4525	-0.77003
218.85365	negative	0.45264	0.76979
186.88791	negative	0.45351	0.76828
199.8367	negative	0.45398	0.76747
125.97216	positive	0.45467	0.76627
551.41319	positive	0.45491	0.76586
182.98842	negative	0.45571	-0.76448
219.0229	positive	0.45574	-0.76443
848.78975	positive	0.45625	0.76355
102.50844	positive	0.45636	-0.76336
156.99054744	positive	0.45643	0.76324
206.0069	negative	0.45678	-0.76262
151.03996	negative	0.45846	-0.75974
333.05883	negative	0.45879	0.75917
221.05271	negative	0.45879	0.75916
159.85994	negative	0.45914	-0.75857
150.52711	positive	0.45938	-0.75816
402.99661	negative	0.46006	-0.75698
248.64911	positive	0.46009	-0.75693
155.99336	positive	0.46048	0.75626
356.82355	negative	0.46106	-0.75527
218.86858	negative	0.46181	0.75399
514.89237	negative	0.46187	-0.75389
129.97562	negative	0.46219	0.75334
284.84072	negative	0.46249	0.75282
112.96678	positive	0.46445	0.74947
122.89404	negative	0.46489	-0.74872
446.90533	negative	0.46608	0.74669
316.77863	negative	0.46672	-0.7456
200.99556431	positive	0.46771	-0.74391
351.28256	positive	0.46777	0.74381
163.09561	positive	0.4679	0.74359
305.89901	positive	0.46855	-0.7425
229.1406422	positive	0.46898	-0.74176
152.99491	positive	0.46911	0.74154
129.95852	positive	0.46936	0.74112
269.13585	positive	0.46949	-0.7409
204.02007	positive	0.46968	0.74058
269.10276	negative	0.4708	0.73868
236.10604	positive	0.47137	-0.73771
129.86714	negative	0.47229	-0.73615
400.34135	positive	0.47271	-0.73544
101.93361	negative	0.47334	-0.73438
112.96676	positive	0.47335	0.73437
188.00034	positive	0.4735	-0.73412
163.99043586	positive	0.47388	0.73348
120.05653	negative	0.47406	-0.73317
252.51787	positive	0.47414	-0.73304
300.64488	positive	0.47458	-0.73229
180.9896277	positive	0.47462	0.73223
402.8233	positive	0.47486	-0.73182
313.93495	negative	0.4752	-0.73125
303.14097	positive	0.47545	-0.73083
311.20136	negative	0.47558	-0.7306
199.97516	positive	0.47636	0.7293
359.31503	positive	0.47764	0.72714
194.11746	positive	0.47963	0.72381
98.98411432	positive	0.48007	-0.72308
259.11505	positive	0.4801	0.72303
98.01345	positive	0.48051	0.72234
335.81808	positive	0.4813	-0.72102
392.83692	negative	0.48205	0.71977
403.16315	negative	0.48273	-0.71864
120.05663	negative	0.48392	-0.71666
394.9837	negative	0.48414	0.71629
248.1474	positive	0.48503	-0.7148
280.98268	negative	0.48606	0.71308
378.77815	negative	0.48633	-0.71265
121.02312	positive	0.48648	0.7124
108.51735	positive	0.48796	0.70994
98.51185	positive	0.4908	0.70524
128.14327	positive	0.49195	0.70334
111.52174	positive	0.49228	-0.7028
422.81562	negative	0.49289	0.70179
227.08878	positive	0.49417	-0.69969
107.03617	negative	0.49498	0.69835
254.85151	negative	0.49533	-0.69778
365.24616	negative	0.49716	0.69477
178.97768	negative	0.49843	-0.6927
462.87756	negative	0.49857	0.69246
96.92171	positive	0.49975	-0.69055
140.9859899	negative	0.49997	0.69018
163.99044	positive	0.5006	-0.68915
97.99124	positive	0.5013	-0.688
132.10185	positive	0.50162	-0.68748
169.97719	positive	0.50207	-0.68675
130.96632	positive	0.50321	0.6849
234.95639	positive	0.50622	0.68001
353.89564	negative	0.50773	-0.67755
180.9897	positive	0.50883	-0.67578
378.77809	negative	0.50898	-0.67553
233.93055	negative	0.50905	0.67542
312.94258	positive	0.50985	0.67414
239.06718	negative	0.51068	-0.6728
234.95636708	positive	0.51314	-0.66883
238.93129	negative	0.51391	0.66759
163.49081	positive	0.51418	0.66716
362.94278	positive	0.51418	-0.66715
316.94778	negative	0.5144	-0.6668
675.27333	negative	0.51446	-0.66671
232.93159	negative	0.5159	-0.66439
349.18267	positive	0.516	0.66423
161.99511	positive	0.51625	0.66383
167.97698	positive	0.51627	-0.6638
230.13982	positive	0.51741	-0.66197
153.99319	positive	0.5187	0.65991
367.05651	negative	0.51881	-0.65974
181.98812881	positive	0.51972	0.65829
382.76589	positive	0.52071	-0.6567
430.38825	positive	0.52094	-0.65633
245.04282	negative	0.52104	-0.65618
119.08551	positive	0.52227	-0.65422
141.92364	negative	0.52229	0.65418
254.85146	negative	0.52265	-0.6536
230.986	negative	0.52271	0.6535
180.97294	negative	0.52348	-0.65229
408.25697	positive	0.52394	0.65155
417.28546	negative	0.52406	0.65136
221.01378	negative	0.52518	-0.64957
459.02801	negative	0.5261	0.64812
165.01914	negative	0.52654	0.64743
114.96409	positive	0.52727	-0.64626
352.98352	positive	0.52776	-0.64549
271.1151	positive	0.53012	0.64176
365.88377	negative	0.53072	0.6408
242.92519	positive	0.53168	-0.6393
115.964487	positive	0.53259	0.63786
169.08699	negative	0.53336	0.63665
196.01659	positive	0.53438	-0.63503
261.09188	negative	0.53515	0.63383
556.85849	positive	0.5352	0.63375
152.99481538	positive	0.53541	-0.63342
338.76059	negative	0.5355	-0.63328
171.13895	negative	0.53567	0.63301
130.96626	positive	0.5367	-0.63139
161.53358	positive	0.53685	-0.63116
113.5183	positive	0.53734	0.63039
299.776	negative	0.53758	-0.63002
444.97223	negative	0.53843	-0.62869
154.99003	positive	0.53865	0.62833
179.98534	positive	0.53869	0.62828
158.00272	positive	0.53993	-0.62633
98.01346	positive	0.54065	0.6252
123.04012	positive	0.54068	-0.62516
246.88615	negative	0.54096	-0.62473
393.28533	positive	0.5416	-0.62373
154.99002	positive	0.54293	0.62164
201.99082	positive	0.54388	-0.62017
244.8484	negative	0.54397	-0.62002
207.10252	negative	0.54596	0.61693
187.87359	negative	0.54819	0.61347
190.94854	negative	0.54942	-0.61156
129.93623	negative	0.54977	-0.61102
389.21394	positive	0.54986	-0.61088
243.15992	negative	0.55015	-0.61043
199.85088	negative	0.55175	-0.60795
275.52051	positive	0.55259	0.60666
580.9687	negative	0.55299	-0.60604
140.96164	positive	0.55307	0.60592
126.07735	positive	0.55338	0.60544
310.93067	negative	0.55364	-0.60504
313.23447	positive	0.55417	0.60422
247.14977	positive	0.55455	-0.60363
724.87343	negative	0.55689	-0.60002
146.98018	positive	0.55746	0.59915
179.84181	negative	0.55767	-0.59882
162.03507	positive	0.55782	-0.5986
308.85744	positive	0.55839	-0.59773
111.96828151	positive	0.5595	0.59601
92.50338	positive	0.55964	0.59581
352.85335	negative	0.55973	0.59567
184.93293	positive	0.56049	-0.5945
142.96196	positive	0.5611	-0.59356
432.27941	positive	0.56245	-0.5915
309.94058	negative	0.56337	-0.5901
131.97417	positive	0.56358	-0.58977
215.12868	negative	0.56373	0.58954
149.94028	positive	0.56408	-0.589
230.13047	positive	0.56447	0.58842
207.06607	positive	0.56462	-0.58818
240.50808	positive	0.5647	0.58806
295.73575	negative	0.56559	-0.5867
363.92904	positive	0.56572	-0.5865
174.86375	negative	0.56604	-0.58601
248.9602	negative	0.5663	-0.58562
217.15449	positive	0.56905	0.58143
125.9861	positive	0.56921	0.58119
378.91816	negative	0.56935	-0.58098
104.07049	positive	0.57048	-0.57927
130.04082	negative	0.57077	0.57882
168.832	negative	0.57079	0.57879
155.99337	positive	0.57136	0.57792
328.91485	positive	0.57149	-0.57773
520.90932	negative	0.57237	-0.5764
141.92363	negative	0.57267	-0.57594
114.96417	positive	0.57292	-0.57556
235.92592	negative	0.57332	0.57495
160.13301	positive	0.57371	-0.57437
318.77873	negative	0.57413	-0.57373
797.62234	positive	0.57424	-0.57356
135.97092	negative	0.57443	0.57327
107.03618	negative	0.57447	0.57321
391.28358	positive	0.57454	-0.5731
129.95854	positive	0.57458	-0.57305
109.02228219	positive	0.57499	-0.57242
277.7695	negative	0.5756	0.57151
90.09127	positive	0.57652	0.57011
240.01213	positive	0.57716	0.56915
122.96393	positive	0.57768	0.56836
176.128	positive	0.57858	0.56701
534.95371	negative	0.57902	-0.56634
129.97573	negative	0.57966	-0.56537
112.96673	positive	0.57982	-0.56514
137.0709	positive	0.58051	-0.5641
275.91827	negative	0.58133	-0.56286
146.02684	positive	0.58189	-0.56203
224.01133	positive	0.58324	0.56
366.78409	negative	0.58428	0.55843
142.96175	positive	0.58487	-0.55755
227.16496	negative	0.58503	0.55732
151.03516	positive	0.5853	-0.55691
102.95662	negative	0.5853	0.5569
115.9639931	positive	0.58584	-0.5561
400.82864	positive	0.58651	-0.55509
467.71058	negative	0.58675	-0.55474
328.90337	negative	0.58723	0.55401
181.98811	positive	0.5876	0.55345
830.56549	positive	0.58776	-0.55323
493.37418	positive	0.58883	-0.55163
143.11782	positive	0.58948	-0.55065
287.88849	positive	0.5899	0.55002
104.03431	negative	0.59163	-0.54744
169.05386	negative	0.59245	-0.54622
375.19827	positive	0.59279	-0.54571
165.04072	negative	0.59298	0.54543
101.50865	positive	0.59323	0.54506
152.03523	negative	0.59331	0.54494
200.99558277	positive	0.59336	-0.54487
308.85729	positive	0.59393	0.54402
306.8587	negative	0.59461	0.543
357.09267	negative	0.59477	-0.54277
184.0728	negative	0.59546	0.54174
120.00241	positive	0.59637	0.54039
384.93512	negative	0.59887	-0.53669
234.56345	positive	0.59954	0.53569
453.27029	negative	0.60088	0.53371
133.92348	negative	0.60318	-0.53031
183.10164	positive	0.60319	-0.53029
275.9937	positive	0.60381	-0.52938
111.03903	positive	0.605	-0.52763
149.01038	negative	0.60515	-0.5274
310.94927	negative	0.60602	0.52613
207.93107557	negative	0.60668	-0.52515
213.07083	negative	0.60677	-0.52501
242.08205	negative	0.60704	-0.52462
209.15456	negative	0.60862	0.5223
124.05145453	negative	0.61005	-0.52019
277.85979	positive	0.6107	-0.51925
400.7831	negative	0.6117	-0.51778
149.1283	positive	0.61172	-0.51775
109.52153	positive	0.61311	-0.51571
156.97544	negative	0.61332	-0.51541
701.55676	positive	0.61385	-0.51463
163.58546	positive	0.61569	-0.51193
125.09013732	positive	0.61579	0.51179
122.09622	positive	0.61586	-0.51168
145.95439	positive	0.61912	0.50693
792.58755	positive	0.61967	-0.50613
401.15853	negative	0.62149	-0.50348
128.02615	positive	0.62195	0.5028
318.77871	negative	0.62252	0.50197
128.07051	positive	0.62275	0.50164
199.97511	positive	0.62305	-0.5012
199.13385985	negative	0.62322	0.50097
137.02424	negative	0.6239	-0.49998
213.1131	negative	0.62411	-0.49967
392.7218	positive	0.62415	-0.49961
114.96408	positive	0.62448	0.49913
90.00958	negative	0.62473	0.49876
110.52149	positive	0.62521	-0.49808
99.01348	positive	0.62545	-0.49772
115.964	positive	0.62604	-0.49686
224.5606	positive	0.62693	-0.49558
347.17131	negative	0.62723	-0.49515
120.0565	negative	0.62737	-0.49495
240.01955	negative	0.62776	-0.49438
420.84064	negative	0.62854	-0.49325
283.07947	negative	0.62924	0.49223
309.85601	negative	0.62994	0.49122
330.97956	negative	0.63002	-0.4911
128.95065672	positive	0.63119	0.48942
260.91584	negative	0.63122	-0.48937
107.96668	positive	0.63316	0.48658
192.13815	positive	0.6341	0.48521
187.13386	negative	0.6346	0.4845
325.15993	positive	0.63545	0.48327
376.78311	negative	0.63725	0.48068
123.09153476	positive	0.63823	-0.47927
217.85367	negative	0.63839	-0.47904
282.91006	positive	0.63851	0.47888
289.93293	positive	0.63936	0.47764
208.09776	negative	0.6396	0.4773
364.21029	negative	0.63973	-0.47712
215.16507	negative	0.64109	-0.47516
316.21132	positive	0.64223	-0.47354
452.92224	negative	0.64239	0.47331
138.99524	positive	0.64259	-0.47302
191.88537	positive	0.64389	-0.47116
154.99001	positive	0.6445	-0.47028
155.99328	positive	0.64459	-0.47015
268.1632	negative	0.6446	-0.47015
249.82683	negative	0.6452	0.46928
247.16629	positive	0.64549	0.46887
201.90598	negative	0.64592	-0.46826
162.90684	positive	0.64662	0.46725
316.77861	negative	0.64702	0.46668
123.66882	positive	0.64748	0.46602
492.18002	negative	0.64835	-0.46479
113.9635799	positive	0.64867	0.46432
96.95993	negative	0.64932	0.46339
124.05145	negative	0.64966	0.46291
176.10688	positive	0.64973	-0.46281
189.88826	positive	0.64987	-0.46261
134.11746126	positive	0.65142	-0.46041
634.87406	positive	0.65168	-0.46004
256.17514	positive	0.65224	0.45925
180.9897372	positive	0.65269	0.45859
99.01058	positive	0.65382	0.457
118.12249	positive	0.65435	0.45624
413.95297	positive	0.65463	-0.45584
165.98282	positive	0.65476	0.45566
169.97718	positive	0.65578	0.45421
196.01653	positive	0.65608	-0.45379
564.58333	positive	0.65608	0.45378
165.98282257	positive	0.65616	-0.45366
424.74784	positive	0.65699	-0.45249
181.98812536	positive	0.65706	-0.45239
648.95678	negative	0.65853	0.45031
160.13299	positive	0.65873	0.45003
165.98293	positive	0.65876	0.44998
116.02523	negative	0.65885	-0.44986
312.94971	negative	0.65963	-0.44876
437.77345	positive	0.66037	0.44771
468.81607	positive	0.66064	-0.44732
267.13314	negative	0.66092	0.44692
207.93104	negative	0.66119	-0.44654
203.0216	positive	0.66154	0.44605
398.88625	negative	0.66348	-0.4433
188.933	negative	0.66458	-0.44175
347.00259	negative	0.66467	0.44163
115.9641	positive	0.66555	-0.44039
107.51723381	positive	0.66591	-0.43988
92.52221	positive	0.66716	-0.43811
181.83885	negative	0.66767	0.4374
334.76277	positive	0.66786	-0.43713
230.88981	positive	0.6681	0.43679
307.85567	negative	0.66908	-0.43541
97.99134	positive	0.66923	0.43519
257.0994	positive	0.66995	-0.43419
524.27731	negative	0.67056	-0.43333
196.01656	positive	0.6708	0.43299
125.09015	positive	0.67357	0.42911
263.09863	negative	0.67364	0.42901
167.98631	positive	0.6738	-0.42878
158.00271	positive	0.674	0.4285
906.82259	positive	0.67443	-0.42789
130.15897	positive	0.67467	0.42756
174.86375144	negative	0.67508	-0.42699
200.99556	positive	0.67524	0.42676
410.85979	negative	0.67531	0.42666
738.91763	negative	0.67652	0.42497
98.51186573	positive	0.6776	-0.42346
231.05467	positive	0.67796	-0.42295
970.81732	negative	0.67873	0.42187
424.07043	negative	0.68004	0.42004
594.96267	negative	0.68042	0.41952
412.96627	negative	0.68165	-0.41779
205.01697	positive	0.68166	0.41778
239.23657	positive	0.68197	-0.41735
328.90339	negative	0.68242	0.41673
218.85358275	negative	0.68247	0.41665
490.80263	negative	0.68274	0.41627
226.01186	positive	0.68313	0.41573
181.988126	positive	0.68315	0.4157
109.07597	positive	0.68495	-0.4132
278.85288	negative	0.68515	-0.41291
390.72905	positive	0.68606	-0.41165
109.02228779	positive	0.68741	0.40976
121.01581	negative	0.68741	0.40976
88.5090141	positive	0.68813	0.40877
120.02536	positive	0.68937	-0.40704
180.98983	positive	0.68957	0.40676
498.78262	negative	0.68957	-0.40676
502.67728	positive	0.69083	-0.40502
117.13845	positive	0.69085	0.40499
264.955	positive	0.69123	-0.40446
430.9128	positive	0.69147	-0.40412
245.13914	negative	0.69299	-0.40202
207.91852	negative	0.69416	0.4004
188.88751	negative	0.69431	-0.40019
130.15886	positive	0.69513	-0.39906
141.86797	negative	0.69681	-0.39672
223.90842	negative	0.69682	0.39671
144.94317	negative	0.69691	-0.39659
280.82454	negative	0.69842	0.39451
375.84304	negative	0.69886	-0.39389
269.66087	positive	0.69918	-0.39345
309.22663	positive	0.70053	0.39159
157.98084	positive	0.70077	0.39126
97.67529	positive	0.70151	-0.39023
446.76541	negative	0.70156	-0.39016
936.82226	negative	0.70315	0.38797
139.96319	positive	0.70342	0.38759
828.80673	positive	0.70502	0.38539
197.8257	negative	0.70613	0.38387
359.31511	positive	0.70666	0.38314
123.05622	negative	0.70752	-0.38195
301.80451	negative	0.7082	0.38102
156.99054458	positive	0.70825	0.38095
309.09288	negative	0.70846	-0.38067
420.76316	positive	0.70849	-0.38062
174.95656	positive	0.709	0.37992
436.76555	positive	0.71053	-0.37782
163.99046	positive	0.71093	0.37726
171.99286	positive	0.71169	-0.37623
131.03615	negative	0.71177	-0.37612
228.99386	negative	0.71214	-0.3756
455.08787	positive	0.71227	-0.37543
145.05184503	negative	0.71234	0.37533
390.84162	negative	0.71329	0.37404
158.986	positive	0.71524	-0.37136
188.97841	positive	0.71548	-0.37104
351.83168	positive	0.71609	-0.37019
121.99948	negative	0.71729	-0.36856
445.771	positive	0.71738	-0.36844
178.97769	negative	0.71778	-0.36789
152.99482	positive	0.7183	-0.36718
199.09746	negative	0.72157	-0.36271
134.89458	negative	0.72161	-0.36266
102.94861	negative	0.7221	-0.36198
450.75332	positive	0.72524	-0.3577
140.52823	positive	0.72759	-0.3545
295.94173	positive	0.72769	0.35437
110.01251	positive	0.72771	-0.35434
228.99383	negative	0.72882	-0.35283
277.87638	negative	0.73134	-0.34941
237.11301	negative	0.73218	-0.34827
299.82766	negative	0.73295	0.34722
115.96399	positive	0.73318	-0.34691
149.01034	negative	0.73425	-0.34546
136.11197	positive	0.73519	-0.34419
299.25887	negative	0.73548	0.34379
243.12352	negative	0.7372	-0.34146
209.01269	positive	0.73791	-0.3405
319.96961	negative	0.73848	-0.33973
153.99323	positive	0.73858	-0.33959
331.17225	positive	0.73911	-0.33887
88.50901744	positive	0.74007	-0.33757
304.98435	positive	0.74015	0.33747
195.82827	negative	0.74045	0.33706
320.8905	negative	0.74115	0.33612
89.00822219	positive	0.74125	-0.33598
157.08329	positive	0.74129	0.33593
781.47798	positive	0.74133	-0.33587
154.01446	negative	0.74182	-0.33522
109.52155	positive	0.74191	-0.33509
261.52308	positive	0.74195	-0.33503
138.99516	positive	0.74236	0.33448
375.87766	negative	0.74319	0.33337
198.89298	negative	0.74329	0.33322
110.52024	positive	0.74429	-0.33187
114.96415	positive	0.74503	0.33088
212.01067	positive	0.74506	-0.33084
111.52178	positive	0.74521	-0.33064
394.96258	positive	0.74523	0.33061
294.98194	negative	0.74599	-0.32958
196.01652	positive	0.7465	0.3289
88.11198413	positive	0.74673	0.32858
234.86835	negative	0.74764	0.32735
285.90809	negative	0.74838	-0.32636
122.03581	negative	0.74895	-0.3256
415.74213	positive	0.75031	-0.32376
183.10255	negative	0.75172	-0.32187
252.90303	negative	0.75341	-0.3196
141.98326	positive	0.7536	-0.31935
108.0565	negative	0.75437	-0.3183
295.1549	negative	0.75486	-0.31764
112.57768	positive	0.75487	-0.31764
161.99508562	positive	0.75548	-0.31681
128.95065268	positive	0.75565	0.31658
101.07089	positive	0.75687	-0.31495
279.23251	negative	0.75708	-0.31467
702.86099	positive	0.75715	-0.31458
269.13914	negative	0.75804	0.31338
193.08689	negative	0.75816	0.31322
191.10768	negative	0.75875	-0.31243
93.03442	negative	0.75887	0.31226
242.94324	negative	0.76055	0.31001
437.10039	positive	0.7607	0.30981
89.00822	positive	0.76075	-0.30974
301.14046	positive	0.76181	0.30833
298.8285	positive	0.76474	-0.3044
429.19456	negative	0.76491	-0.30419
199.0939	positive	0.76602	-0.30269
169.08688	negative	0.7693	0.29831
219.13362	positive	0.76939	-0.2982
213.1096	positive	0.76976	-0.29771
130.09738	positive	0.7706	0.29658
230.50921	positive	0.77064	0.29652
153.99328	positive	0.77108	-0.29594
