m.z	mode	p.value	t.score
258.81768	positive	0.011898	-2.8369
277.05984	positive	0.01197	-2.834
173.84255	negative	0.012021	-2.832
155.86551	negative	0.012025	-2.8318
371.21999	negative	0.012115	2.8282
202.18003	positive	0.012122	2.8279
186.00324	positive	0.012172	-2.8259
722.48455	positive	0.012222	-2.8239
141.92366	negative	0.012239	-2.8233
124.08686	positive	0.012305	-2.8207
99.53105	positive	0.012328	-2.8198
358.64924	negative	0.012366	2.8183
232.89638	positive	0.012369	2.8182
437.19272	positive	0.012451	-2.815
501.85604	positive	0.012459	-2.8146
1084.25819	positive	0.012493	-2.8133
332.84634	negative	0.012505	2.8128
153.86853	negative	0.012517	-2.8124
724.48168	positive	0.012549	-2.8112
138.9064	positive	0.012654	-2.8071
196.86497	positive	0.01268	-2.8061
164.89536	negative	0.012702	-2.8053
438.72738	positive	0.012785	-2.8021
128.95065	positive	0.012813	-2.8011
320.76998	positive	0.012916	-2.7972
498.68332	positive	0.012926	-2.7968
970.33739	positive	0.012943	-2.7962
968.34079	positive	0.013028	-2.793
146.09246	positive	0.013057	2.7919
206.89374	positive	0.013086	-2.7908
193.92996299	positive	0.013113	-2.7898
125.98618686	positive	0.013116	-2.7897
441.2968	positive	0.013148	-2.7886
202.8561	positive	0.01318	-2.7874
406.24994	positive	0.013253	2.7847
193.9299	positive	0.01327	-2.7841
806.67297	positive	0.013295	-2.7832
142.94803	positive	0.013342	-2.7814
285.027	positive	0.013603	-2.7721
320.86763	positive	0.013641	-2.7707
252.90315	negative	0.013642	2.7707
198.86201	positive	0.013736	-2.7673
440.72453	positive	0.013762	-2.7664
442.72161	positive	0.013808	-2.7648
92.92785	negative	0.01381	-2.7647
251.88841	positive	0.013976	-2.7589
782.43958	positive	0.014024	-2.7572
414.98757	positive	0.014045	-2.7565
96.92193	negative	0.01409	-2.7549
391.28334	positive	0.014114	2.7541
740.72694	positive	0.014115	-2.7541
145.92348	negative	0.014145	-2.7531
174.86377	negative	0.014161	-2.7525
140.06823	positive	0.01422	-2.7505
288.28934	positive	0.014241	2.7498
353.82868	positive	0.014361	2.7457
99.0803	positive	0.014366	-2.7455
176.95195	positive	0.014379	2.7451
149.0233	positive	0.014497	-2.7411
356.03466	negative	0.014532	-2.7399
484.72296	positive	0.01457	-2.7387
1014.27424	positive	0.01458	-2.7383
481.26107	positive	0.014595	-2.7378
185.11456	positive	0.014606	-2.7374
322.8106	positive	0.014663	-2.7355
119.94678353	negative	0.014673	2.7352
186.88784	negative	0.014685	2.7348
500.68042	positive	0.014718	-2.7337
469.78053	negative	0.014854	-2.7293
267.0578	negative	0.014882	2.7283
331.00163	positive	0.014913	-2.7273
101.07086	positive	0.014938	-2.7265
894.36247	positive	0.014947	-2.7262
350.73714	positive	0.01506	-2.7225
172.06277995	negative	0.01514	-2.7199
130.87832	negative	0.015146	2.7198
157.0518	negative	0.015188	-2.7184
394.93305	positive	0.015241	-2.7167
326.80453	positive	0.015256	-2.7162
289.1564	positive	0.015311	2.7145
460.9215	negative	0.015331	-2.7138
251.00063	positive	0.015442	-2.7103
616.7782	positive	0.015457	-2.7099
134.04466	positive	0.01547	-2.7094
784.43662	positive	0.015507	-2.7083
568.3619	negative	0.015553	2.7068
290.77502	negative	0.015566	-2.7064
210.88782	positive	0.015704	-2.7021
125.87314	negative	0.015742	2.7009
98.5118543	positive	0.015772	2.7
245.8944	negative	0.015792	-2.6994
151.874	negative	0.015799	-2.6992
256.87599	negative	0.015834	-2.6981
800.68184	positive	0.015962	-2.6942
288.77796	negative	0.016001	-2.693
289.79858	negative	0.016023	2.6923
1076.22685	positive	0.016035	-2.6919
165.05472	positive	0.016115	2.6895
110.07113	positive	0.016323	2.6832
140.01063	positive	0.016348	-2.6825
161.12833	positive	0.016377	2.6816
330.99224	negative	0.016413	-2.6805
110.01986	positive	0.016426	2.6802
497.86181	positive	0.016575	-2.6757
204.02008	positive	0.016587	-2.6754
186.14876	positive	0.016631	-2.6741
198.86206	positive	0.016768	-2.6701
663.45192	positive	0.016808	2.6689
626.62482	positive	0.016819	-2.6686
109.02227	positive	0.016888	-2.6666
340.75875	negative	0.016896	-2.6663
1030.29385	positive	0.016907	-2.666
1134.18662	positive	0.016951	-2.6647
300.81013	positive	0.017127	-2.6597
412.7605	positive	0.017139	-2.6594
622.63092	positive	0.017313	-2.6544
213.98267	positive	0.017327	-2.654
149.99442	negative	0.017333	-2.6538
672.55878	positive	0.017346	-2.6535
113.01665	positive	0.017374	-2.6527
264.77882	positive	0.017414	2.6516
602.57455	positive	0.01745	-2.6505
408.75839	positive	0.017586	2.6467
109.02229462	positive	0.017671	-2.6444
186.07835	negative	0.017706	-2.6434
131.11782	positive	0.017803	-2.6407
394.89028	negative	0.017822	2.6402
554.64426	positive	0.017848	-2.6395
870.6652	positive	0.017913	-2.6377
368.97637	negative	0.017965	2.6363
368.89144	positive	0.017983	-2.6358
912.56171	positive	0.018127	-2.6319
1036.51063	positive	0.018165	-2.6308
453.16675	positive	0.018175	-2.6306
447.34582	positive	0.018188	-2.6302
334.08766	negative	0.018205	-2.6297
90.52572	positive	0.018212	-2.6296
413.2655	positive	0.018243	-2.6287
146.98016323	positive	0.018296	2.6273
343.9946	negative	0.018306	-2.627
486.6576	positive	0.01836	-2.6256
171.06267	positive	0.018384	-2.6249
260.81464	positive	0.018431	-2.6237
330.80068	negative	0.018501	-2.6218
403.15777	negative	0.018545	2.6207
516.70283	positive	0.018557	-2.6204
162.11232	positive	0.018703	2.6165
121.06472	positive	0.018783	-2.6144
343.99437	negative	0.018831	2.6132
242.03426	positive	0.018854	-2.6125
142.94811	positive	0.018887	-2.6117
548.6107	positive	0.018909	-2.6111
112.51952	positive	0.018939	-2.6103
141.95858	positive	0.018965	-2.6097
102.09122	positive	0.018975	2.6094
804.67634	positive	0.019077	-2.6068
200.85905	positive	0.019084	-2.6066
962.83067	negative	0.019087	2.6065
91.50462474	positive	0.019136	-2.6052
798.6841	positive	0.019148	-2.6049
780.44248	positive	0.019218	-2.6031
357.06723	positive	0.019225	-2.6029
668.52083	positive	0.019251	-2.6023
391.04084	negative	0.019399	2.5985
159.10252	negative	0.019567	2.5943
676.73255	positive	0.019578	-2.594
166.05085	negative	0.019628	2.5927
417.99892	negative	0.019645	2.5923
194.90575	negative	0.019668	-2.5917
138.01286	positive	0.019678	-2.5915
802.67937	positive	0.019684	-2.5913
608.56581	positive	0.019685	-2.5913
221.16225	positive	0.019708	-2.5907
268.773	positive	0.019806	-2.5883
432.69295	positive	0.019957	-2.5846
234.95636706	positive	0.019982	-2.5839
566.43115	positive	0.020055	2.5821
444.99379	negative	0.020077	-2.5816
900.35398	positive	0.020085	-2.5814
113.07081	positive	0.020118	2.5806
94.9249	negative	0.020184	-2.579
400.78525	positive	0.02019	-2.5788
310.93069	negative	0.020236	-2.5777
840.39723	positive	0.020257	-2.5772
258.91551	negative	0.020288	2.5764
862.63411	positive	0.02029	-2.5764
102.05491	positive	0.020325	-2.5755
169.1222	positive	0.02035	-2.5749
117.95941	positive	0.020417	-2.5733
187.09748	negative	0.020445	-2.5726
312.67614	positive	0.020463	-2.5722
115.08653	positive	0.020466	2.5721
418.7239	positive	0.02059	-2.5691
230.0956	positive	0.020597	2.569
100.11197	positive	0.02075	2.5653
284.83623	positive	0.020783	2.5645
253.00174	positive	0.020921	-2.5613
434.69002	positive	0.021027	-2.5588
285.89321	positive	0.021067	-2.5578
318.88604	positive	0.021133	2.5563
314.77893	positive	0.021146	-2.556
237.06609	positive	0.021156	-2.5558
181.06357	negative	0.021161	-2.5556
606.56874	positive	0.021163	-2.5556
155.02094	negative	0.021347	2.5513
179.03494	negative	0.021366	-2.5509
100.01372	positive	0.021418	2.5497
570.66403	positive	0.021455	-2.5488
734.51051	positive	0.021514	-2.5474
430.69588	positive	0.021539	-2.5469
157.05184	negative	0.021555	-2.5465
263.0048	negative	0.021641	-2.5445
245.98008	positive	0.021702	-2.5431
876.82335	negative	0.021705	-2.5431
272.18532	positive	0.02172	2.5427
189.11322	positive	0.021869	2.5393
352.89686	positive	0.021889	2.5389
110.01983	positive	0.021932	2.5379
248.96021501	negative	0.021952	-2.5375
270.0048	positive	0.021987	-2.5367
255.82175	negative	0.022162	2.5328
191.01029	positive	0.022197	-2.532
770.53134	positive	0.022209	2.5317
465.79288	negative	0.022317	-2.5293
218.91949	positive	0.022349	2.5286
233.15447	negative	0.022397	2.5275
272.84199	negative	0.022397	-2.5275
90.50691	positive	0.022408	-2.5273
439.01164	negative	0.022411	2.5272
111.03897	positive	0.022497	-2.5253
529.26789	negative	0.022618	2.5227
274.8808	positive	0.022641	2.5222
1074.22922	positive	0.022841	-2.5178
428.69881	positive	0.02296	-2.5152
490.65173	positive	0.023041	-2.5135
284.84068	negative	0.023072	2.5128
117.13854	positive	0.023174	-2.5106
230.05115	positive	0.023288	-2.5082
211.98752	positive	0.023359	-2.5067
184.93294	positive	0.023471	2.5043
767.50392	positive	0.02352	-2.5032
100.50985404	positive	0.023624	-2.501
316.77591	positive	0.023723	-2.499
109.0223697	positive	0.023827	-2.4968
620.59087	positive	0.023921	-2.4948
732.51354	positive	0.024001	-2.4932
90.50692	positive	0.024048	-2.4922
194.54442	positive	0.024063	-2.4919
254.89906	positive	0.02415	-2.4901
125.98621	positive	0.024362	-2.4857
725.37474	negative	0.024384	2.4853
604.57162	positive	0.024505	-2.4828
838.40001	positive	0.024583	-2.4813
1078.22333	positive	0.024584	-2.4812
494.64578	positive	0.024592	-2.4811
306.7034	negative	0.024944	2.474
842.39434	positive	0.024994	-2.473
162.89327	negative	0.024995	2.473
456.84535	negative	0.025018	-2.4725
186.07837	negative	0.025033	-2.4722
184.0732	positive	0.025222	-2.4685
266.13841	positive	0.025486	2.4633
220.89063	positive	0.025493	-2.4631
121.97427	positive	0.025643	-2.4602
318.77294	positive	0.025684	-2.4594
488.65465	positive	0.025686	-2.4594
165.09196	negative	0.025761	2.4579
860.63692	positive	0.025813	-2.4569
250.09907	positive	0.025814	-2.4569
858.63966	positive	0.025931	-2.4546
312.78188	positive	0.025966	-2.454
1132.18919	positive	0.026049	-2.4524
282.9100648	positive	0.026119	-2.451
209.89419	positive	0.026252	-2.4485
121.03954	positive	0.02629	-2.4478
147.11271	positive	0.026442	-2.4449
367.89946	negative	0.026458	-2.4446
323.7565	negative	0.026534	-2.4431
492.35385	negative	0.026811	2.4379
393.2773	negative	0.026835	2.4375
234.9564	positive	0.027031	-2.4339
496.64267	positive	0.027081	-2.4329
107.51724	positive	0.027093	-2.4327
393.29688	positive	0.027135	-2.4319
394.97561	negative	0.02743	2.4265
610.56168	positive	0.027659	-2.4224
238.03859	positive	0.027731	-2.4211
300.12372	negative	0.027741	2.4209
346.00855	positive	0.02775	-2.4207
242.79331	negative	0.027846	-2.419
329.99839	negative	0.02792	-2.4176
140.98604	negative	0.027972	-2.4167
472.88157	negative	0.028003	2.4162
302.80711	positive	0.028015	-2.416
492.64879	positive	0.028107	-2.4143
139.09349	positive	0.028195	-2.4127
213.54851	positive	0.028314	-2.4106
213.87307	negative	0.028353	-2.4099
152.99482389	positive	0.028431	-2.4085
122.03583	negative	0.02846	-2.408
146.98019164	positive	0.028463	2.408
134.89456	negative	0.028496	-2.4074
1136.18312	positive	0.028501	-2.4073
225.89706	negative	0.028582	-2.4059
1072.23235	positive	0.028592	-2.4057
200.9955619	positive	0.028737	-2.4032
170.11745	positive	0.028845	-2.4013
158.96124	positive	0.028949	-2.3995
135.04507	negative	0.028961	-2.3993
154.99012	positive	0.028978	-2.399
726.47872	positive	0.029063	-2.3975
293.8629	negative	0.029261	-2.3941
467.71478	negative	0.029296	2.3935
287.00988	positive	0.029341	2.3927
150.88652	negative	0.029457	-2.3907
229.06159	negative	0.029507	2.3899
170.09228	positive	0.029752	-2.3857
268.84639	positive	0.029815	-2.3847
180.97291799	negative	0.030054	-2.3806
302.19577	positive	0.030156	2.3789
114.06617	positive	0.03031	-2.3764
144.94319	negative	0.03033	-2.376
203.09397	negative	0.030418	2.3746
231.12516	negative	0.030477	2.3736
111.9843	positive	0.03054	-2.3726
165.99075	positive	0.030722	2.3696
958.31173	positive	0.030804	-2.3682
184.07319	positive	0.030919	-2.3663
782.56652	positive	0.031056	2.3641
1078.53243	negative	0.031078	-2.3637
179.98527	positive	0.031104	2.3633
436.68705	positive	0.031121	-2.363
274.98369	positive	0.031144	-2.3627
506.99873	negative	0.031288	2.3604
157.05181	negative	0.03138	-2.3589
119.0136	positive	0.031484	-2.3572
176.95192	positive	0.031495	-2.357
220.04958	negative	0.03159	-2.3555
156.89468	negative	0.031623	-2.355
390.32069	positive	0.03167	2.3542
451.16294	negative	0.031677	2.3541
191.86763	negative	0.031683	-2.354
156.89488	negative	0.031856	-2.3513
98.93895	negative	0.032028	-2.3485
318.88601	positive	0.032248	-2.3451
442.68137	negative	0.0324	2.3427
112.96669919	positive	0.032561	-2.3402
90.00832161	positive	0.032561	2.3402
475.19678	negative	0.032646	-2.3389
243.94138	positive	0.032697	2.3381
213.98268	positive	0.0327	-2.338
394.89053	negative	0.032781	2.3368
132.0301	negative	0.032992	-2.3335
861.35109	negative	0.033078	2.3322
261.1306	positive	0.033131	-2.3314
196.86501	positive	0.033147	-2.3312
589.33365	negative	0.033181	2.3306
332.84637	negative	0.033268	-2.3293
255.99678	positive	0.033296	-2.3289
678.72943	positive	0.033322	-2.3285
419.24897	positive	0.033416	2.3271
216.92248	positive	0.033447	2.3266
241.02301	negative	0.033522	-2.3255
350.85802	negative	0.033614	-2.3241
156.04189	positive	0.033775	2.3216
288.28934503	positive	0.033849	2.3205
266.10303	negative	0.034043	2.3176
106.04093	negative	0.034363	-2.3129
449.08825	negative	0.034464	-2.3114
377.00654	negative	0.034518	-2.3106
626.80725	positive	0.03453	-2.3104
477.34257	negative	0.034649	2.3087
376.73141	positive	0.035093	-2.3022
99.53106	positive	0.03527	-2.2997
123.05517	positive	0.03529	-2.2994
896.3597	positive	0.035412	-2.2976
243.89895	negative	0.035706	-2.2934
339.85494	positive	0.035795	-2.2921
148.0515946	negative	0.035892	-2.2908
99.53104	positive	0.035952	-2.2899
298.97212	positive	0.035975	-2.2896
744.53904	positive	0.036029	-2.2888
1022.30614	positive	0.036286	-2.2852
846.43235	positive	0.036413	-2.2834
205.01697379	positive	0.036431	-2.2832
160.89258909	negative	0.03647	-2.2826
614.59952	positive	0.036691	-2.2795
163.06243	negative	0.036724	-2.2791
327.78622	positive	0.036805	-2.2779
89.00828	positive	0.036918	-2.2764
131.97418739	positive	0.037302	-2.2711
85.04768	positive	0.03747	2.2688
185.07603	negative	0.037524	2.2681
154.99006	positive	0.037627	-2.2667
154.03694	negative	0.037703	2.2656
233.05879	positive	0.037703	-2.2656
1064.80974	negative	0.037731	2.2653
218.85358	negative	0.03776	-2.2649
451.29109	negative	0.037807	2.2642
866.6276	positive	0.037881	-2.2632
214.85916	negative	0.03807	-2.2607
256.1751	positive	0.038075	2.2606
412.19176	negative	0.038482	-2.2552
664.52667	positive	0.03857	-2.254
169.02672	positive	0.038583	-2.2538
328.91482	positive	0.038673	2.2526
99.53106907	positive	0.038687	-2.2525
138.9801	positive	0.038948	2.249
163.99045	positive	0.03901	-2.2482
944.8112	negative	0.039125	-2.2467
793.36279	negative	0.03935	2.2438
159.89368	negative	0.039383	2.2433
175.08644	positive	0.039526	-2.2415
97.5143	positive	0.039542	-2.2413
305.98292	positive	0.039584	-2.2407
374.73435	positive	0.039691	-2.2393
97.51429	positive	0.039824	-2.2376
302.7094	negative	0.039909	2.2365
331.00152	positive	0.039914	-2.2365
152.88357	negative	0.040099	-2.2341
308.09072	positive	0.0401	2.2341
110.07119	positive	0.040139	2.2336
171.14898	positive	0.040166	2.2332
221.15456	negative	0.040232	-2.2324
273.13076	positive	0.040253	2.2321
251.88828	positive	0.040292	-2.2316
276.98641	positive	0.040321	2.2313
88.05779	positive	0.040659	2.227
147.06746	negative	0.040661	2.2269
167.09278	positive	0.040704	2.2264
211.13379	negative	0.040857	2.2245
388.85474	positive	0.040941	-2.2234
97.66339	negative	0.041366	-2.2181
121.10109	positive	0.041778	-2.213
209.94586	positive	0.041852	2.2121
709.78866	positive	0.042061	-2.2095
203.03248	negative	0.042147	2.2085
102.03377	positive	0.04221	-2.2077
316.94755	negative	0.042217	-2.2076
666.5237	positive	0.042493	-2.2043
251.18509	positive	0.042514	-2.204
112.98554	negative	0.042569	-2.2034
102.12766	positive	0.042588	-2.2031
126.07727	positive	0.042664	2.2022
239.89653	negative	0.042689	-2.2019
220.84891	negative	0.042833	-2.2002
186.9563	positive	0.043006	-2.1981
239.08881	positive	0.043236	-2.1953
111.03894	positive	0.043571	2.1913
309.01895	negative	0.043709	-2.1897
422.07556	negative	0.043764	2.1891
207.01741	positive	0.043873	-2.1878
362.64334	negative	0.043957	2.1868
287.79801	negative	0.043983	2.1865
113.96365	positive	0.04406	-2.1856
832.58108	positive	0.044628	2.179
636.34995	negative	0.044641	2.1788
147.12077	positive	0.04466	2.1786
109.0222869	positive	0.045008	-2.1746
223.98821838	positive	0.045379	-2.1703
167.0127695	positive	0.045435	-2.1697
480.72046	positive	0.045505	2.1689
337.81495	positive	0.045614	-2.1676
223.0974	negative	0.045627	-2.1675
772.52836	positive	0.045658	2.1671
224.0114	positive	0.045678	-2.1669
97.96878	positive	0.045954	-2.1638
437.90771	positive	0.045969	-2.1636
424.7657	positive	0.046175	-2.1613
220.84892	negative	0.046193	-2.1611
193.08176	positive	0.046219	2.1608
314.77897	positive	0.046294	-2.16
225.05658	positive	0.046456	-2.1582
356.6524	negative	0.046521	2.1574
271.15235	positive	0.046606	-2.1565
125.98618177	positive	0.046784	-2.1545
97.9912785	positive	0.046902	-2.1532
317.88917	positive	0.046951	-2.1527
163.92858	negative	0.047051	2.1516
125.98619572	positive	0.047117	-2.1508
200.85879	negative	0.047264	-2.1492
674.55485	positive	0.047522	-2.1464
98.98412674	positive	0.048044	-2.1407
146.96586	negative	0.048069	-2.1404
146.980189	positive	0.04819	2.1391
225.05407	negative	0.048216	-2.1388
1132.79763	negative	0.048401	2.1368
335.1382	negative	0.048495	-2.1358
119.12588	positive	0.048503	2.1358
298.80688	negative	0.048626	-2.1344
236.9067	positive	0.048768	2.1329
182.98851	negative	0.048798	-2.1326
163.84696	negative	0.049301	-2.1272
369.35083	positive	0.049332	-2.1269
146.98016	positive	0.049511	2.125
554.34627	negative	0.04993	2.1206
440.22308	negative	0.050006	2.1198
898.35685	positive	0.050163	-2.1182
121.05179	negative	0.051121	-2.1083
159.06748	negative	0.051127	-2.1083
288.04715	negative	0.051399	-2.1055
234.95636111	positive	0.051409	-2.1054
340.85927	negative	0.051495	-2.1045
243.89899	negative	0.051526	-2.1042
141.92361	negative	0.05162	2.1032
680.72701	positive	0.05186	-2.1008
169.97716	positive	0.052331	-2.0961
134.11746343	positive	0.052876	-2.0906
119.94678	negative	0.0529	2.0904
195.02096	positive	0.053044	-2.089
286.8408	negative	0.053228	-2.0872
92.91111	negative	0.053417	-2.0853
150.05495	positive	0.054044	2.0792
398.97968	negative	0.054058	-2.079
786.5983	positive	0.054102	2.0786
122.09633	positive	0.054187	2.0778
163.99045757	positive	0.054323	2.0765
169.97727	positive	0.054523	-2.0745
209.01282	positive	0.054549	-2.0743
257.91335	negative	0.054833	-2.0716
185.0785	positive	0.054836	-2.0715
292.16286	positive	0.054958	2.0704
128.44825	negative	0.055043	-2.0695
101.93358	negative	0.055348	-2.0666
787.60136	positive	0.055414	2.066
104.95366	negative	0.055753	2.0628
140.96162	positive	0.056026	-2.0602
660.53239	positive	0.056046	-2.06
156.99053279	positive	0.056202	-2.0586
172.0627793	negative	0.056336	-2.0573
386.76001	positive	0.056615	-2.0547
134.11745	positive	0.056954	-2.0516
520.90926	negative	0.056984	-2.0513
124.89434	negative	0.057371	2.0477
174.95318	positive	0.057389	2.0475
243.79005	negative	0.057623	2.0454
194.9057	negative	0.05778	-2.044
344.22714	positive	0.057952	2.0424
368.67833	negative	0.058516	2.0373
480.96945	negative	0.058611	2.0364
371.1595	negative	0.059229	-2.0309
447.05601	positive	0.059395	-2.0294
158.9639792	positive	0.059552	2.028
173.04446	negative	0.059993	-2.0241
211.09742	negative	0.060097	2.0231
296.96546	positive	0.06037	-2.0207
109.0223	positive	0.060401	-2.0205
628.57658	positive	0.06052	-2.0194
219.0498	negative	0.060655	-2.0182
282.91014	positive	0.060689	-2.0179
298.80691	negative	0.060717	-2.0177
112.89561	positive	0.061119	-2.0142
102.93184	negative	0.06123	-2.0132
145.05184	negative	0.061497	-2.0109
264.93401	negative	0.061622	-2.0098
861.85252	negative	0.061971	2.0068
524.37062	positive	0.062215	2.0047
153.09092	positive	0.062362	-2.0035
93.00926	negative	0.062686	-2.0007
168.91938	positive	0.062726	2.0004
220.00865	positive	0.062861	1.9992
151.0351	positive	0.062982	-1.9982
99.53102	positive	0.063031	1.9978
218.13854	positive	0.063066	-1.9975
134.03581	negative	0.06307	1.9975
229.06588	negative	0.063079	-1.9974
88.11198	positive	0.063425	1.9945
154.88056	negative	0.063658	-1.9925
91.02998	negative	0.06388	-1.9907
546.61365	positive	0.063885	-1.9906
122.09634	positive	0.064058	-1.9892
101.09308	positive	0.06411	1.9888
361.01067	positive	0.064275	1.9874
207.01736	positive	0.064429	-1.9861
216.9457	positive	0.064565	-1.985
226.90891	negative	0.064852	1.9826
186.98078	positive	0.065209	1.9797
134.03578	negative	0.065344	1.9786
390.72469	positive	0.065751	-1.9753
102.98934	negative	0.065855	-1.9744
138.99523	positive	0.066009	-1.9732
356.92675	positive	0.066058	1.9728
298.80692941	negative	0.066064	-1.9727
670.51807	positive	0.066067	-1.9727
98.01343	positive	0.066151	1.972
336.75994	positive	0.066384	1.9701
88.50902235	positive	0.06644	-1.9697
146.98019	positive	0.066943	1.9656
318.88602	positive	0.066946	1.9656
216.06293	positive	0.067379	1.9622
560.63523	positive	0.067388	-1.9621
200.99557	positive	0.067428	-1.9618
418.74729	positive	0.067467	1.9615
425.26724	positive	0.067586	-1.9605
138.99534	positive	0.067939	1.9577
131.03615525	negative	0.068082	1.9566
102.1094	positive	0.06814	-1.9561
165.98289	positive	0.068487	-1.9534
929.83868	negative	0.068558	1.9528
328.9838	positive	0.068856	-1.9505
199.97513	positive	0.06887	1.9504
190.10851	positive	0.069105	1.9486
168.03013	negative	0.069118	1.9485
193.92996763	positive	0.069203	-1.9478
588.3304	negative	0.069272	1.9473
215.97982	positive	0.069566	-1.945
464.87806	negative	0.069731	1.9437
788.47374	positive	0.069741	-1.9437
143.99674	positive	0.069845	1.9428
139.96321	positive	0.070396	-1.9386
88.71909	positive	0.070465	-1.9381
442.01203	negative	0.07061	1.937
448.17377	negative	0.071003	-1.934
286.8407647	negative	0.071641	-1.9292
230.17486	positive	0.071684	1.9288
89.50668	positive	0.071786	-1.9281
380.97637	negative	0.071969	-1.9267
196.0165611	positive	0.071989	-1.9266
170.96088	positive	0.072219	-1.9248
228.99381	negative	0.072556	-1.9223
268.82396	negative	0.072743	1.9209
194.90571	negative	0.072894	-1.9198
476.45244	negative	0.072913	-1.9197
180.06649	negative	0.072948	1.9194
173.11819331	negative	0.072997	-1.919
336.85844	negative	0.073007	-1.919
235.9259293	negative	0.073287	-1.9169
249.14917	negative	0.073293	-1.9169
312.73808	negative	0.0738	1.9131
254.85152	negative	0.074045	-1.9113
740.50116	positive	0.074106	-1.9109
307.0989	negative	0.074145	1.9106
147.06749	negative	0.074179	-1.9104
117.10213438	positive	0.074198	1.9102
118.04102	negative	0.074241	1.9099
191.05735	negative	0.074251	-1.9098
535.1284	negative	0.074316	-1.9094
466.13794	negative	0.07442	-1.9086
164.12796	positive	0.074483	-1.9081
724.52519	positive	0.075805	-1.8986
287.88845	positive	0.07592	1.8978
200.99558	positive	0.076074	-1.8967
373.96227	negative	0.07642	1.8942
224.01145697	positive	0.076446	1.894
768.55078	positive	0.076796	-1.8915
130.52159	positive	0.077037	-1.8898
339.13761	negative	0.077095	-1.8894
196.02498	negative	0.077506	1.8865
120.05656	negative	0.077668	-1.8854
200.99559378	positive	0.078356	-1.8806
118.08609	positive	0.078608	1.8788
102.03376	positive	0.07881	-1.8775
160.93533	negative	0.07941	1.8733
152.07258	negative	0.079569	-1.8722
193.92996	positive	0.079839	-1.8704
127.0725	positive	0.080071	-1.8688
97.06475	positive	0.080109	-1.8685
110.52028	positive	0.080449	-1.8662
1012.79727	negative	0.080708	-1.8645
98.0135384	positive	0.080785	-1.8639
283.26385	negative	0.080883	-1.8633
388.71861	positive	0.081008	1.8624
103.95545	positive	0.081015	1.8624
304.89395	positive	0.081497	-1.8591
234.95633	positive	0.081657	-1.8581
1070.23492	positive	0.08206	-1.8554
313.83592	negative	0.082065	-1.8553
227.12871	negative	0.082715	1.851
326.91958	positive	0.082924	-1.8496
225.89692	negative	0.082985	-1.8492
403.3061	negative	0.082991	1.8492
207.01742	positive	0.083033	-1.8489
153.99324217	positive	0.083069	-1.8487
181.98818	positive	0.083555	-1.8455
313.07818	negative	0.083657	1.8448
392.7554	positive	0.083673	-1.8447
205.96609791	negative	0.083797	-1.8439
189.88825	positive	0.083897	-1.8432
228.99384	negative	0.084063	1.8422
337.1526	negative	0.084246	-1.841
396.89079	negative	0.08433	1.8404
153.10206	positive	0.084605	1.8386
97.51429586	positive	0.084649	-1.8383
467.14146	negative	0.085047	-1.8358
248.96015	negative	0.085087	-1.8355
99.5310638	positive	0.085153	-1.8351
87.92513	negative	0.085204	1.8348
219.19518	positive	0.085408	1.8334
205.08682	negative	0.085409	1.8334
194.97358	negative	0.085755	-1.8312
378.91813	negative	0.086301	-1.8277
162.89333	negative	0.086346	-1.8274
284.84244	negative	0.086381	-1.8272
223.98815	positive	0.086387	-1.8272
234.96878	negative	0.086489	-1.8265
500.78342	negative	0.086669	-1.8254
183.98839	positive	0.087021	-1.8231
209.83349	negative	0.087035	-1.823
219.84536	negative	0.087134	1.8224
278.02488	negative	0.087148	-1.8223
150.0583	positive	0.087759	-1.8185
145.05183	negative	0.08778	-1.8184
264.02566	positive	0.087789	1.8183
225.97347	positive	0.089073	-1.8103
110.01982	positive	0.089173	1.8097
158.15386	positive	0.089538	-1.8074
305.17554	negative	0.089759	1.806
436.87877	positive	0.089824	-1.8056
218.85362517	negative	0.089859	-1.8054
133.92674	positive	0.089972	-1.8047
332.83938	positive	0.090283	-1.8028
182.98494	positive	0.090391	1.8022
327.23259	negative	0.090445	1.8018
131.97418408	positive	0.090517	-1.8014
99.05526	positive	0.090623	-1.8007
97.99128	positive	0.090718	-1.8002
118.04082	negative	0.090799	1.7997
422.82862	positive	0.091173	-1.7974
559.99699	negative	0.091307	-1.7966
189.93135	negative	0.091668	1.7944
690.87984	negative	0.091825	1.7934
130.53312	positive	0.091942	-1.7927
243.19628	negative	0.091961	-1.7926
253.81889	negative	0.092042	1.7921
199.97518	positive	0.092134	-1.7916
193.92987	positive	0.09227	-1.7907
420.64892	negative	0.092384	1.7901
245.09934	positive	0.09264	1.7885
507.32873	positive	0.092654	-1.7884
662.52961	positive	0.092818	-1.7875
239.90268	negative	0.092923	1.7868
430.87035	negative	0.093343	1.7843
99.01361	positive	0.093691	-1.7823
335.89063	negative	0.093872	-1.7812
252.9031	negative	0.094164	1.7795
151.93732	positive	0.094196	-1.7793
301.21301	negative	0.09447	1.7777
792.55119	positive	0.094666	-1.7765
305.15666	positive	0.094706	-1.7763
112.96669	positive	0.094784	-1.7758
205.01169	negative	0.095108	1.7739
297.24319	negative	0.09542	-1.7721
92.02525	negative	0.095484	-1.7717
282.91008846	positive	0.09569	-1.7705
441.78581	negative	0.095739	-1.7702
207.15887	positive	0.095962	1.7689
358.81908	negative	0.095964	-1.7689
