"m.z"	"r.t"	"p.value"	"t.score"
430.3008	62.4	0.674943302	0.420252819
430.3115	153.8	0.071635304	1.81307973
430.3756	51.2	0.804711489	-0.247734834
430.3772	40.5	0.006800762	-2.748447416
430.6911	73.6	0.416009432	-0.817937839
430.6972	70.8	0.009158697	2.637701604
430.7476	115.2	0.046945759	-2.015739577
430.8399	101.6	0.023584288	2.285571853
430.9144	113.9	0.030226092	-2.194518182
431.0038	110.2	0.615817897	-0.502944612
431.2496	121.6	0.954833949	0.056730873
431.2817	130.7	0.009817781	2.610872779
431.3835	29	0.09156639	-1.701906149
431.7476	135	0.003749314	2.942584711
431.753	126.6	0.217412024	1.238644483
431.7832	133.5	0.00840391	2.669768904
431.8319	68.2	0.613361763	0.50617288
431.9111	108.3	0.45814047	0.743612874
431.9167	114.3	0.043786188	-2.037820963
432.0073	109.8	0.469256585	-0.727240157
432.2369	34.9	0.919482487	-0.101276906
432.2468	78	0.678290981	0.415877455
432.2506	85.6	0.448721953	0.759843678
432.2573	120.8	0.698010549	-0.389062385
432.2898	131.4	0.206336294	1.270396587
432.2995	131.3	0.561855417	0.581178843
432.3104	36.5	0.716679504	-0.36357722
432.5804	111.1	0.698129754	-0.388955385
432.6852	75.7	0.023188763	2.296798674
432.6931	72	0.813751776	-0.236193139
432.7525	73.8	0.253962559	-1.14587623
432.7633	116.7	0.290806554	-1.06056055
432.7909	131.8	0.111018547	1.602247202
432.9176	113.9	0.034871655	-2.134535748
433.2408	41.2	0.407567042	-0.83098228
433.2588	82.5	0.543703588	-0.609059997
433.2649	119.3	0.461067017	-0.739156951
433.2975	131	0.002271961	3.103453653
433.7314	98.7	0.049004009	1.982532868
433.7348	124.6	0.000151819	3.872531465
433.799	130.7	0.11268308	1.595768797
433.9421	116.1	0.876803005	-0.155246403
433.9916	187.2	0.518089439	-0.648347752
433.9994	114.5	0.230486728	1.203272855
434.2363	125.6	0.878417095	0.153252225
434.2435	140.3	0.938150844	0.077717501
434.248	106.1	0.017667875	2.396599039
434.2727	122.7	0.320461694	-0.997526305
434.3055	130.7	0.004356157	-2.903065093
434.6852	71.2	0.361914494	0.915391502
434.6913	71	0.003999874	2.917922965
434.7426	126	0.075205286	1.790949123
434.7501	108.6	0.250296889	1.153393766
434.7719	79.6	0.421920796	0.805025376
434.807	130.7	0.898248853	-0.128071027
434.8884	83.3	0.630718337	-0.482295971
435.0028	115.3	0.986345645	0.017147955
435.1039	96.9	0.000629108	3.481864241
435.2443	125.2	0.813317943	0.236556563
435.25	89.3	2.53E-06	4.922459464
435.2562	62.9	0.911279368	-0.11159073
435.2946	210.8	0.238776737	-1.182586448
435.3076	131.1	0.30989178	-1.018785294
435.7505	126.1	0.034186892	2.136210034
435.973	113.8	0.21797674	1.236399548
435.9784	115.6	0.502072233	0.672603646
436.2983	266.3	0.977670613	0.028031416
436.6334	76.4	0.404591857	0.835617992
436.6811	73.4	0.279540438	1.086764587
436.6873	71.3	0.028262169	2.211720633
436.7297	120.6	0.762634492	-0.302754378
436.7582	123.5	0.246091814	1.163942768
436.8213	63.4	0.006132603	2.795288633
436.8791	110.2	0.04620026	2.013574277
436.9699	111	0.206411455	1.268560204
437.0068	104.8	0.000361397	3.636725254
437.1007	99.3	0.16303182	1.401179997
437.2308	122.2	8.41E-05	4.038832927
437.2354	86.3	0.291912998	1.057193632
437.2596	120.1	0.331283814	0.974754713
437.5871	108.9	0.043334701	2.036907057
437.7374	124.6	2.23E-05	4.369685096
437.9863	112.3	0.899927575	0.126072608
438.2389	115.3	0.007218887	2.722701736
438.2977	105.5	0.006337037	2.772603117
438.3785	29.4	0.010634774	2.583901291
438.6847	71.7	0.008971204	2.655352424
438.7277	67.9	0.01123991	2.562214721
438.7454	125.3	4.67E-09	6.230976749
439.1262	160.9	0.37162793	0.895779459
439.1418	100.4	0.137851826	-1.490558879
439.2169	66.7	0.419721891	-0.809879569
439.2468	124.3	0.162794144	1.402507155
439.2584	61.5	0.367059609	0.90538383
439.3007	105.6	0.000628387	3.489837021
439.7313	71.7	0.216437001	1.240687737
439.7531	120.1	0.778776587	-0.281449094
439.7605	63.5	0.898403876	0.127902775
439.7844	199.2	0.164419335	1.396864561
439.8718	110	0.712678883	0.368965335
439.9625	109.9	0.715569982	-0.365372151
440.2481	86.9	0.319584395	0.998115556
440.2544	120.5	0.661162533	0.439114889
440.277	149.8	0.93458496	0.082232246
440.3135	109.3	0.238645402	1.183129801
440.3215	28.9	0.161545748	1.406434005
440.6518	91.3	0.109786715	1.608070814
440.7186	73.4	0.112165382	-1.599324415
440.7261	66.9	0.003672185	2.944030024
440.8688	113.5	0.834779465	-0.208945385
440.9594	109.7	0.0539198	1.940713601
441.209	126	0.109600586	-1.614872887
441.2469	135	0.008296938	2.684502016
441.2562	98.5	0.301954926	1.035540881
441.3248	29	0.906725306	-0.117472217
441.7282	75.6	0.858354908	0.17881617
441.872	109.7	0.749228047	-0.320339948
441.9241	101.7	0.290828027	1.060362771
442.2339	128.4	0.361024042	0.916169169
442.2433	79	0.265789434	1.11646445
442.6488	78.4	0.45746009	-0.745415931
442.7149	73.9	0.005029234	2.850012244
442.7218	68.1	0.00797065	2.687472144
442.7401	126.3	0.017033343	2.422734784
442.8035	77.6	0.520217624	0.644291143
442.8454	106.7	0.009876308	2.610510082
442.8745	226.8	0.218952804	1.233971833
442.9941	104.5	0.605166389	0.518215658
443.2415	127.4	1.21E-07	5.517687967
443.7254	69.3	0.896387827	0.130526793
443.7473	125.7	0.089243831	1.711058683
444.2498	128.5	0.051345664	1.96278474
444.3166	49.9	0.137107443	1.495234392
444.646	78.2	0.911685367	-0.111116366
444.6735	74.1	0.113959843	1.588838143
444.714	73	0.872875197	-0.160244924
444.7189	67.6	0.00604631	2.77909686
445.0592	96.5	0.616461976	0.501906279
445.1196	274	0.350729419	0.935722814
445.1329	97.2	0.20980025	1.259059384
445.272	152.4	0.21421111	-1.248072031
445.3674	29.4	0.958371395	-0.0522856
445.4985	185.5	0.298805036	-1.04300452
445.7633	131.2	0.221138012	-1.229791141
445.8614	29.2	0.211927786	-1.254931667
446.2246	68.1	0.131674385	1.518159633
446.2366	128.8	0.000356644	3.641682056
446.268	66.6	0.431981947	0.788205288
446.2746	40.5	0.453139472	0.751851966
446.2845	64.4	0.792755529	-0.263165301
446.2973	132.3	0.143384032	1.470001902
446.6655	74.8	0.00274676	3.037323339
446.6704	74.1	0.008923545	2.644311273
446.7164	68.2	0.02782613	2.220612965
446.7428	123.8	7.52E-05	4.055575342
446.7684	61.6	0.00489843	2.858503493
446.8306	66	0.04277042	2.044193253
446.8875	107.3	0.038223879	-2.090755921
447.056	99.3	0.385138028	0.870614898
447.2442	124.3	0.000866905	3.392429919
447.2564	89.4	0.395699451	-0.852408985
447.3466	205.2	0.98612613	-0.017416871
447.5908	114.5	0.648460058	-0.457089573
447.7509	123.6	2.16E-06	4.903135177
447.7579	86.3	0.924246081	-0.09531114
447.8905	115.7	0.27757177	1.089248348
448.01	117.1	0.131937168	1.518019083
448.0151	112.7	0.185887078	1.328267382
448.2525	123.7	0.151423675	1.441337275
448.3499	275	0.598135957	0.528293016
448.6598	77.1	0.870681108	-0.163120689
448.6676	74	0.012207336	2.532519816
448.7136	68.5	0.196620368	1.296144193
448.7516	113.7	0.03315556	2.149371774
448.7575	94.9	0.000423805	3.596446044
448.8855	115.2	0.796671007	-0.258076422
449.0186	112.6	0.880990974	-0.149946115
449.2601	124.8	0.2887505	1.064355559
449.3469	57.2	0.112181756	1.596491702
449.7283	134.1	0.164253212	1.397116729
449.9737	116	0.552832335	-0.595688648
450.2132	135.7	0.780431611	0.279178955
450.321	33.9	0.808853662	-0.242354894
450.3573	80	0.84864405	-0.19119974
450.5763	179.7	0.603954448	0.519748806
450.6645	74	0.003440909	2.973011536
450.7375	131.9	4.69E-07	5.233658949
450.7482	122	0.495474208	-0.683421134
450.7534	71.9	0.006389193	2.763934672
450.824	105.1	0.771889565	0.290409884
450.9355	64	0.259867543	1.131109726
451.2393	132	0.000180522	3.831697111
451.251	79.6	0.614377245	0.505082464
451.3243	33.4	0.977613389	0.028100901
451.7456	131.3	0.325596882	0.9861874
451.9284	109.6	0.889072971	-0.139777992
452.2545	84.9	0.011032171	2.577929475
452.2625	107.8	0.060231316	1.891419314
452.2764	108.9	0.974279	0.032293042
452.3216	266.6	0.536658153	-0.619481548
452.3731	81	0.042659275	2.046313374
452.5971	108.5	0.040409606	2.071875474
452.6617	74.1	0.160539277	1.409678023
452.737	156.2	0.000402107	3.634069225
452.7505	71.1	0.317108007	1.003238669
452.7523	92	0.525964718	0.635522117
452.8529	112.4	0.826131161	-0.219991726
452.9861	109.4	0.077486538	1.776174256
453.0229	104.4	0.374004885	-0.891596709
453.2383	157.8	1.61E-07	5.498924642
453.2939	66.5	0.66766743	0.430222362
453.7942	68	0.170422559	-1.384618893
453.9811	111.8	0.102660236	1.640990427
454.0264	103.7	0.769870159	0.29313059
454.2223	83.7	0.420625595	0.807213287
454.2339	126.3	0.020421203	2.341483519
454.2609	63.4	0.881521349	0.149280197
454.2643	79.3	0.000525569	3.555668546
454.2928	108.2	0.011473365	2.557217756
454.6586	74.8	0.054287253	1.938795183
454.7021	74.3	0.226762471	1.214493939
454.7282	118.3	0.661051714	-0.439736398
454.7402	128.2	2.34E-10	6.773068996
454.7478	74.4	0.05084902	1.968571631
454.7656	80.6	0.016756889	2.419225192
454.7872	149.2	0.00046294	-3.636750119
454.948	103.2	0.825153116	0.221276187
455.0878	96.6	0.667410228	-0.430690052
455.2301	123.5	0.790387208	-0.266239961
455.242	124.4	4.19E-06	4.770401364
455.2712	84.2	0.325615996	-0.987042491
455.2961	108.5	0.003863682	2.927480577
455.7369	124.2	0.005179689	2.833249112
455.748	128.5	2.72E-06	4.853301109
456.2497	127.4	0.000415729	3.599595223
456.2615	108.7	0.120626585	1.559618585
456.2988	108.8	0.853028106	0.185526907
456.3163	36.5	0.000171548	3.866041943
456.6001	101.4	0.194145745	-1.305514976
456.6259	80.8	0.190889773	1.313148712
456.6992	74.3	0.029793324	2.193899926
456.7557	126.1	1.94E-05	4.392708328
456.7633	108	0.188613812	-1.321536795
456.8427	107.6	0.849692176	0.189819158
456.9344	104	0.069469108	1.828049777
457.2319	87.6	0.001552619	3.246891465
457.2576	125.6	0.00831952	2.687172584
457.2768	84.9	0.807596294	0.243891074
457.5718	175.8	0.129630961	1.522723225
457.7635	128.3	0.000107233	3.969302228
458.2803	75	0.300290541	-1.039868714
458.4201	33.3	0.007704823	-2.732580936
458.6232	78	0.340868576	0.955103884
458.696	74.4	0.046272231	2.010864494
458.7856	72.1	0.004478102	2.879535508
458.8615	110.4	0.632664866	0.47894685
458.9887	105.2	0.046563076	2.008490096
459.7705	122.1	0.956480524	0.054661196
459.9399	116	0.000398669	3.612122098
460.2691	31.4	0.577048382	-0.558740845
460.2794	105.9	9.26E-05	4.001449238
460.6197	79.4	0.625399757	0.489117485
460.6473	75.1	0.05257724	1.951747015
460.6931	74.5	0.194115032	1.303822172
460.7584	125.6	0.038188555	2.090985139
460.7828	71.5	0.014407666	2.472780441
461.0099	116	0.3734753	-0.892231541
461.2301	77.8	0.362998706	0.912150543
461.236	154.9	9.96E-05	4.016625878
461.2675	81.3	0.019583064	2.359304075
461.2719	76.7	0.539883975	-0.614601854
461.2829	105.8	0.000642391	3.485230331
461.6062	98.8	0.72180812	0.356697189
461.7294	129.1	0.103159353	1.638850056
461.7733	75.9	0.656370032	0.445711344
462.2509	80.4	1.71E-05	4.455062263
462.2611	96	0.25725619	1.136848885
462.2748	91.1	0.221891728	-1.226718919
462.2795	81.7	0.792319066	0.263882582
462.2958	109.3	0.003119597	3.001477192
462.6444	74.7	0.021752658	2.317141231
462.6908	74.3	0.910232772	-0.112967812
462.7371	128.7	4.07E-13	7.863698588
462.7798	72.7	0.702979129	0.381957136
462.8617	116.2	0.842538305	0.198950892
462.9784	103.4	0.344996656	-0.94931036
463.2393	129.1	7.73E-10	6.518317038
463.2695	105.1	0.816418482	-0.232557336
463.7456	129	5.73E-07	5.220166325
463.7708	102.5	0.749688867	-0.319669767
463.9889	115.4	0.665011402	-0.434021493
464.247	130.9	8.40E-05	4.028372054
464.2724	116.8	0.885110946	0.144723208
464.3132	104.6	0.053172112	1.949247897
464.636	74.8	0.642408951	-0.465376716
464.6414	74.7	0.004135783	2.910113678
464.7073	122.3	0.184432758	-1.338935446
464.7219	196.4	0.677098556	0.417127781
464.7307	77.1	0.073873369	-1.811500843
464.7533	129.7	0.000208931	3.793772068
464.8856	65.1	0.367518627	0.903699872
465.1168	112.2	0.804307291	0.248215757
465.255	130.1	0.001516114	3.22189789
465.2674	74	0.109190291	-1.61104144
465.3167	105.1	0.125827656	1.538088299
465.9715	114.2	0.412814069	0.820897388
466.2625	132.4	0.118291987	1.56956641
466.27	73.3	0.416778186	-0.814424444
466.3287	106.7	4.21E-08	5.753269011
466.5747	180.2	0.028588603	-2.227247219
466.6035	112.7	0.676381017	0.418106947
466.6386	75.7	0.950241773	0.062542933
466.6545	77.5	0.891675691	0.136403816
466.7278	75.2	0.980457551	0.024542822
466.7916	95.3	0.036149598	2.111452132
466.7982	135.5	0.017566043	2.397373967
466.9378	114	0.266076403	1.116798592
467.0057	186.2	0.205384653	-1.272167083
467.1013	66.4	0.529232436	0.630640415
467.2564	185.9	0.158507444	-1.418249164
467.332	103.8	0.027080265	2.232175455
467.5071	186.2	0.599226151	-0.526624252
467.7992	97.4	0.490251862	0.691442456
468.2796	62.2	0.117758417	1.573780136
468.3079	150.2	0.274884909	-1.095705437
468.482	173.6	0.104878442	-1.638174944
468.6362	74.9	0.295040089	1.051280648
468.6512	76.2	0.57337203	0.56430012
468.725	75.7	0.021805095	2.315576946
468.7401	72.1	0.313116012	1.01158648
468.7559	127	0.002622071	3.058799224
468.7811	63.8	0.51466034	-0.653663305
468.8025	141.3	0.8374601	-0.205574524
468.815	80.1	0.27622893	1.092837182
469.3117	149.8	0.184788077	1.331480146
470.2372	91.1	0.415132929	0.816895859
470.2521	124.4	0.719362628	-0.35997761
470.2769	95.9	0.129943426	1.522148107
470.3142	145.8	0.328972354	-0.97999198
470.3317	32	6.39E-08	5.661727126
470.4988	146.2	0.991016958	-0.011277093
470.6486	78.4	0.685397511	-0.406075942
470.676	74.9	0.02317111	2.297585356
470.7216	75.7	0.266323151	-1.116155973
470.8113	71.1	0.866892982	0.167888347
471.1981	137.3	0.000797447	3.43882665
471.245	90.2	0.131308456	1.516101811
471.3352	31.7	1.45E-06	4.986993197
471.6098	107.9	0.086418946	1.724581969
471.7375	135.6	2.58E-06	4.871273409
471.747	91.8	0.033825844	-2.163345638
471.9712	112.3	0.45742362	-0.745257808
471.9849	114.2	0.512534824	0.656493214
472.2328	139.8	0.827651539	-0.218151691
472.2383	135.5	1.75E-06	4.957311273
472.2765	117.8	0.061059538	-1.890065209
472.5996	78.5	0.230346315	1.204863536
472.6728	74.7	0.021173191	2.338668509
472.7404	135.4	0.000326263	3.670002194
472.8086	74	0.036771539	-2.113517894
472.9015	112.4	0.045127547	-2.033512589
473.0103	115.6	0.455559578	0.747840785
473.2415	134	0.000133306	3.922111636
473.7995	91.8	0.550704083	0.59793209
473.9559	115.8	0.022466211	-2.30568984
473.9639	147	0.71922636	0.360084382
474.2587	109.3	0.899513078	-0.126460691
474.327	62.3	0.05628301	1.9217651
474.5968	78.9	0.045733267	2.018461678
474.6702	74.7	0.023774051	2.289669206
474.7596	75.9	0.030919211	2.175602396
474.9397	113.2	0.748119846	0.321966399
475.0135	180.2	0.021419188	2.327474323
475.2877	62.1	0.672604354	0.423425827
475.3251	106.7	0.003122751	3.006843138
475.3639	37.2	0.523219963	0.639730472
475.9464	105.2	0.029341463	2.196621871
476.2684	109.4	0.017129297	2.416513699
476.2718	106	0.246775049	1.162070151
476.2758	99.8	0.068704556	1.833458747
476.621	76.6	0.041910797	2.050791984
476.6674	74.7	0.45011964	0.7576663
476.753	120.8	3.71E-05	4.254458401
476.7567	78	0.485614097	-0.699886849
476.7786	84.7	0.646743215	0.459287722
477.2551	127.5	0.315660397	1.008104509
477.2772	110.1	0.083253249	1.743311897
477.2834	88.1	0.099814133	-1.659164646
477.7608	128	5.73E-06	4.681649254
478.2348	91.1	0.012905788	2.512315907
478.2746	113.1	0.572649826	-0.565573715
478.2926	107.5	0.543149179	0.609417697
478.3282	133.2	0.152398287	1.437596107
478.6181	74.7	0.020449498	2.347248686
478.6639	75.4	0.167084161	1.388615156
478.7751	123.4	0.325331204	0.986663939
478.8432	76.2	0.400524457	-0.843387514
479.1885	177.7	0.321933391	-0.996495258
479.2762	122.4	0.033070416	2.154313389
479.2842	68	0.586658489	0.545273063
479.2958	107.8	0.014974804	2.458306505
479.3319	134.6	0.346842222	0.943807367
479.5234	177.1	0.179932738	1.347425518
479.7822	126.8	0.174138967	1.365717486
480.2854	72.6	0.583780464	0.548884352
480.3083	107.1	0.068880704	1.830629328
480.3447	142.3	1.46E-12	7.634777837
480.6166	82.5	0.465779829	0.731220578
480.705	76.6	0.224610881	1.218774627
480.8401	74.7	0.117186061	1.574338415
480.9535	97.5	0.032623546	2.162538118
481.2404	76.1	0.284864373	1.072786937
481.2618	92.5	0.748502378	-0.321213329
481.3115	107	0.08650711	1.723749764
481.3482	142.4	3.40E-07	5.346358868
481.8721	113.5	0.283083456	-1.077303027
481.9994	108.2	0.035850779	-2.118083493
482.2618	106.7	0.013350222	2.499488416
482.3174	137.4	0.380305436	0.880883304
482.3236	130.2	0.011234298	2.562365652
482.3614	151.1	2.72E-05	4.319360467
482.6126	75	1.45E-06	4.986924021
482.7019	74.8	0.053116253	1.95055378
482.892	78.9	0.044164731	-2.046514471
483.0034	108.7	0.274979613	1.096695602
483.2649	105	0.15573519	1.426407118
483.2852	79.2	0.115270133	1.582972386
483.3272	127.2	0.072310182	1.807933494
483.3638	150.7	3.39E-05	4.254018568
483.7616	129.7	0.012227445	2.539075713
483.7867	79.3	0.056211063	1.92940985
483.7991	68.6	0.124162647	-1.552082603
483.9235	179.6	0.13345433	1.508135449
484.2589	178.7	0.079724274	1.762934978
484.2882	80	0.536480787	0.619396901
484.3312	129.5	0.801638412	-0.25171825
484.3479	34.5	0.015001597	2.466272955
484.3667	150.9	0.474812707	0.716946628
484.5931	180.6	0.09889055	1.659133645
484.6098	75.5	0.02831831	2.211342733
484.6986	74.5	0.383804842	0.873764054
484.7073	73.6	0.000136418	-4.030778449
484.7501	126.5	0.004716946	2.861834591
484.7517	76.1	0.004087689	2.910292105
484.7891	75.7	0.46432373	-0.733947444
485.2824	107.1	0.564899966	-0.576835825
485.3508	33.7	0.051226134	1.970621832
485.7966	70	0.613429137	0.506165094
485.9534	114.7	0.253000451	-1.147809298
486.2856	110.7	0.414108546	-0.819181747
486.2951	104.7	0.000845962	3.402825997
486.3267	50.5	0.634241295	0.477154518
486.62	110.8	0.192396315	-1.314656646
486.6499	79.9	0.000361145	3.64252227
486.6579	71.6	0.11654602	1.579011302
486.7484	66.5	2.49E-09	6.297203411
486.7753	180	0.878592456	-0.153025598
486.7856	74.6	0.393494433	0.855604954
486.8643	43.5	0.826429948	0.219764075
486.9597	147.8	0.417925899	-0.813322336
487.2764	179.7	0.234665009	-1.194941258
487.2986	104.6	0.028898888	2.205685148
487.7936	68	0.421766284	0.805282871
487.872	86.9	0.012648352	-2.526090249
487.9655	110.1	0.353240179	0.93075654
488.3037	104.8	0.611394748	-0.509426639
488.3111	104.2	6.19E-07	5.174413842
488.3423	59.9	0.188022498	1.321552013
488.648	74.7	0.574986644	0.561871439
488.6547	71.9	0.077262362	1.779666046
488.8683	100.4	0.281203876	1.081629412
488.8723	96.9	0.619333908	0.497818493
488.8793	144.1	0.649867131	-0.454991541
489.0415	115.5	0.778782439	-0.281334576
489.1696	88.2	0.013621822	2.492775965
489.2232	157.5	0.80312957	0.249703712
489.3141	104.8	0.762165646	-0.30364074
489.5576	158.5	0.562922563	-0.579849065
489.7906	74.5	0.022539408	2.301218334
489.93	116.5	0.41722061	-0.81476994
489.9502	116.1	0.44675047	-0.76276294
490.6227	106.6	0.309395005	1.019655447
490.6435	77.1	0.903659283	0.121284371
490.6522	71.9	0.008236509	2.673515766
490.8021	128.4	0.052469391	-1.970596865
490.8689	108.8	0.52483062	-0.637911793
490.9577	108.5	0.220681416	1.229950091
491.2938	148.3	0.052919003	1.948616341
491.7736	90.7	0.016863679	2.41369307
491.9553	107.8	0.914848443	-0.107084185
492.2903	101.8	0.538359812	0.616693365
492.3087	147.7	0.122136777	1.554031245
492.4963	177	0.848529753	-0.191325099
492.6426	73.8	0.84848897	-0.191647432
492.6493	71.7	0.081624161	1.751349076
492.7932	99.8	0.782673935	-0.276306857
492.8458	66.2	0.153306775	-1.435344323
493.0328	152.2	0.64084814	0.467331603
493.1339	128.7	0.333938382	0.969152269
493.2981	69.6	0.93104034	0.08669212
493.3092	150.5	0.711136079	0.37093498
493.3956	147.8	0.124568768	1.544007039
494.3234	148.4	0.007048629	-2.752490906
494.3603	133.1	0.072675773	1.812077187
494.6406	80.4	0.003587594	2.97707891
494.6464	71.8	0.005893593	2.787546468
494.8172	77.2	0.012635621	2.519555629
494.837	93.4	0.034763422	2.13064488
494.8426	63.7	0.41811275	-0.811731409
495.1683	99.6	0.001375085	-3.279058182
495.2777	84.6	0.085663019	1.730040653
495.2955	95.1	0.005639954	-2.843798502
495.3277	149	0.717706379	-0.362110837
495.6292	101.3	0.14413217	-1.467797932
495.8126	90.9	0.32921399	0.978573791
496.1344	147.8	0.013801844	2.492708865
496.1717	103.8	0.109346594	-1.615079141
496.2077	147.9	0.373690396	0.892614902
496.3143	103.3	0.020773894	2.345836033
496.3338	148	0.072185575	1.814203456
496.3412	148	0.000445786	3.581988392
496.5452	147.3	0.023120794	2.296677308
496.5893	76.3	0.009648245	2.627882386
496.643	71.9	0.007320397	2.722340919
496.687	68.5	0.008601819	2.657064659
496.815	77	0.646649008	-0.459535772
496.8397	65.3	0.711550034	-0.370480284
497.137	147.9	0.192006637	1.310089209
497.3009	62.2	0.884646646	-0.145378057
497.3369	147.4	0.546062118	0.604845717
497.3428	147.6	1.68E-06	4.954917479
497.549	147.8	0.076354905	1.784468469
497.8025	62.7	0.626910062	0.487233736
497.9945	110.4	0.231436041	1.201021658
498.0849	109.7	0.05409763	1.939743128
498.2564	108.6	0.008327531	2.668397208
498.2904	90.5	0.696327534	-0.391161399
498.3394	147.8	0.185303486	1.329752374
498.3461	147.6	0.053134565	1.949424987
498.6402	71.3	0.446125045	0.76460148
498.6776	70.8	0.538267328	0.61670667
498.6836	68.3	0.027650047	2.220639338
498.8031	148.4	0.393481188	0.855418926
498.8275	104.3	0.165457315	-1.39516231
498.8658	64.2	0.014213956	2.480035516
498.8944	113.6	0.002780012	3.055507782
498.9018	114.2	0.034288534	-2.142181182
498.9916	110.7	0.938153216	0.077757475
499.348	147.6	0.00013293	3.911858743
499.6873	68.9	0.236730383	1.18724141
499.8591	65	0.466014232	0.73070204
499.9042	114.3	0.017789496	-2.401586634
499.9945	117.6	0.969268934	0.038596816
500.2683	110.1	0.857985345	0.179219412
500.2749	107.9	0.629462234	0.483356136
500.3425	64.6	0.011089502	2.5699545
500.3514	147.8	0.456333576	0.746932747
500.4823	136.2	0.99880468	-0.001502366
500.6082	80.9	0.698017998	-0.38901476
500.6259	112.1	0.669951649	0.427186358
500.674	73.4	0.236144838	1.188793843
500.6808	68.6	0.004832657	2.853887259
500.8244	103.4	0.388398038	-0.866888732
500.8627	63.7	0.006191122	2.775632015
500.9053	113.7	0.051691767	-1.970898551
501.2782	107.8	0.720679654	0.358338093
501.2969	144.7	0.52775789	0.632679649
501.6846	68.7	0.47700139	-0.713185118
501.8305	175.5	0.104651814	-1.637970948
501.9298	116	0.614711714	-0.504449348
501.9872	114.3	0.174372992	-1.364984759
502.0313	181	0.049622183	-1.994293844
502.2321	180.1	0.216018141	-1.244128428
502.2923	106.6	0.204186396	-1.275767101
502.3271	140	0.024222034	2.275622088
502.4319	181.2	0.170635558	-1.379245221
502.4981	136.2	0.187672715	1.322577411
502.6325	73.9	0.159687919	-1.413900685
502.6718	73.6	0.081544769	1.752769286
502.678	68.7	0.078713203	1.76836313
502.8201	84.4	0.410782954	0.825064164
502.8542	72.7	0.218884535	1.233875619
502.8598	63.7	0.043117183	2.039516599
502.8746	64.3	0.042640894	-2.063084578
502.9904	117	0.948760343	-0.064414513
503.2954	107.3	0.3883664	0.864819854
503.3305	142.8	0.232880176	1.197324466
503.9665	115.6	0.819095778	-0.229189889
504.3064	111.7	0.044168434	2.027140261
504.3426	149.4	0.294985385	1.050735762
504.6225	74.9	0.642595645	-0.465417014
504.6295	74	0.608180828	0.513866161
504.6749	68.8	0.274810954	1.095435147
504.846	91.5	0.945942454	0.067909228
504.8569	65.1	0.000140686	3.891514863
504.8665	109.1	0.021093125	2.332554729
504.8716	62.7	0.0185871	-2.384464385
505.2102	103.2	0.060623034	-1.905811124
505.2986	91.3	0.040597398	2.063292443
505.3098	106.6	0.062066876	1.877659191
505.3457	150.8	0.004382392	2.886627207
505.634	110.3	0.801427334	-0.251883505
505.7485	194	0.389847417	-0.862232594
505.7998	83.9	0.027553544	2.222021868
505.9065	48.9	0.192217907	1.310673336
505.9739	113.2	0.802353256	0.250780661
506.2879	103.9	0.9717158	-0.035529994
506.3603	137	1.83E-07	5.444148928
506.621	74.2	0.133121006	1.509290064
506.6264	74.2	0.032425366	2.156409668
506.6719	69.6	0.612946724	0.506812639
506.7159	70.8	0.270537445	1.105957787
506.8613	110.7	0.512955506	-0.655702284
506.9102	34.7	0.153012418	1.435171109
507.1963	158.1	0.687347835	0.403177523
507.2953	111.7	0.740370961	-0.331916186
507.3245	147.5	0.886998156	-0.142446845
507.3637	141.5	0.751080499	0.317949792
507.7973	118.2	0.132584252	-1.514608192
507.8255	147.8	0.284289539	-1.076189494
507.9503	110.4	0.917070731	-0.104289247
508.2775	104.8	2.70E-05	4.309990252
508.3393	145.3	0.034996611	2.127395186
508.3761	149.7	1.74E-06	4.987348078
508.6235	74	0.085798483	1.728091098
508.7054	70.2	0.097971568	1.663648904
508.7128	72.3	0.002112366	3.121831253
508.7762	70	0.088306925	1.719788857
508.8258	148.2	0.473229588	-0.719602846
508.8563	113.2	0.912237018	-0.110421533
508.8945	63.4	0.000846299	3.397848022
509.0212	189.1	0.835351134	-0.208226539
509.2726	187.9	0.326496681	-0.9860743
509.2833	149.4	0.195102239	1.300846035
509.2925	78.1	0.896404053	-0.130570013
509.3433	147.1	0.02717443	2.234177922
509.3789	149.1	9.67E-08	5.644226751
509.7852	150.6	0.854299032	0.183958534
509.8596	112.3	0.240990757	1.177278505
509.9704	105.2	0.213002997	1.250277873
510.2853	150.9	0.984210016	0.019822414
510.3032	130.9	0.192869501	1.307437727
510.3552	145.9	0.003284186	2.982553191
510.3912	148.9	1.41E-05	4.466415883
510.6205	73.9	0.037246698	2.100809901
510.7098	72	0.58544469	0.547007613
510.8913	63.5	5.09E-06	4.711443513
510.9813	103.8	0.073652625	-1.813323495
511.3585	146.6	5.21E-07	5.219187956
511.3948	148.1	0.780316024	-0.279491724
511.6779	156.7	0.255325108	-1.145570296
511.8256	106.3	0.341029778	0.954701499
511.9293	94.9	0.181220779	-1.34428353
512.306	78.2	0.008605959	2.675020165
512.3344	156.5	0.008598384	2.659874694
512.362	146.4	0.020607443	2.336456741
512.617	74.7	0.751243871	-0.31760592
512.661	75	0.01279352	2.517143714
512.7066	72.9	0.016033349	2.431675737
512.8075	78.5	0.071139478	1.818059317
512.8883	64.2	0.533376236	0.624325681
513.1785	109.8	0.05391609	-1.956161325
513.2956	99.8	0.289209628	1.063746624
