name,092816_RPLC_POS_0uM 1_08,092816_RPLC_POS_0uM 2_22,092816_RPLC_POS_0uM 3_24,092816_RPLC_POS_10uM 1_10,092816_RPLC_POS_10uM 2_20,092816_RPLC_POS_10uM 3_26,092816_RPLC_POS_200uM 1_14,092816_RPLC_POS_200uM 2_16,092816_RPLC_POS_200uM 3_30,092816_RPLC_POS_50uM 1_12,092816_RPLC_POS_50uM 2_18,092816_RPLC_POS_50uM 3_28
M295T1275,7578.040482,5332.32366,6008.048407,4018.001801,3176.236747,2598.645218,4399.78067,6853.464553,8061.671525,2266.82135,4417.553559,13913.75483
M235T786,6204.812069,7570.1308,5980.91066,12177.67695,12558.94066,9371.124247,7641.579638,8938.024498,4233.478115,9407.928441,16247.16678,6912.529214
M323T48,41636.7747,52248.16407,46961.01864,64142.44528,65587.753,65497.81726,54517.29722,82910.16914,72672.08758,58834.57983,24771.77609,9417.20829
M431T638_1,13994.78632,20068.32535,17629.38978,24939.68355,33291.33645,27243.30344,24665.10871,39129.59273,34206.62903,33085.25738,34587.31653,37581.35003
M386T1150,220781.1205,171712.7411,138779.2615,30007.28476,30180.33186,30473.10646,48646.8758,39347.15804,16080.98981,30685.56768,29954.98389,30085.9601
M464T1672,16654.40552,16668.88076,25799.62708,2488.450595,5277.954968,2564.600485,3333.014971,6607.564584,0,3785.583953,5303.012868,1544.074324
M198T1198,27195.24225,25824.681,28578.36726,23813.24697,20810.80966,19464.70012,30643.21623,37021.84928,24573.17005,30211.01517,28500.85471,29711.27545
M358T964,82825.92684,62156.01284,54339.82308,13538.79318,15257.5737,15458.23326,5387.689737,10180.97203,10048.90429,9385.104554,10852.81059,8194.809285
M535T1749,1789.571502,629.8330555,1124.313029,3830.099713,3581.849911,2345.552799,91811.88346,95066.05758,44573.63356,16891.91381,16856.38656,16440.87027
M195T1289,1503.500819,1628.481779,842.0872483,3468.346658,4881.950103,3175.428171,50585.1377,49284.07507,42490.05467,12558.50097,5854.93704,3930.309021
M556T873,1612.793633,2833.76808,1704.212703,3727.674811,5891.084357,5083.38585,104956.3289,129026.2357,104214.4134,20507.31809,23470.08737,24703.95603
M167T1288_2,2226.246589,4300.986059,3923.47399,32788.67405,22240.19591,20860.99484,1080689.159,1203928.864,1146558.88,183017.1682,133131.6971,135653.4664
M271T945,5519.957935,4533.959953,4988.778426,3893.246688,2722.243508,2446.812623,2956.808928,1861.191063,3034.310277,5569.594709,2528.771521,5031.719187
M283T1287,8837.019697,8968.293323,12855.51462,20354.42619,27435.30678,19099.78819,577866.9883,642262.9285,600716.0293,105241.4331,71948.21086,82196.90656
M295T1010,89259.2198,70335.16839,73905.8885,56148.83621,50515.53638,45908.3498,75200.91372,75048.54271,94965.0603,61609.14898,53735.58977,203312.8386
M151T1168,73710.00877,79597.7754,69733.64646,58121.41989,62400.66228,62455.52937,75491.6951,87632.39818,64635.55648,78687.73364,59446.67056,106773.2686
M543T1273,7818.403824,8585.483633,7759.861709,5289.884552,6747.961929,6306.074546,9620.098823,9537.299876,7907.207366,4020.499573,8317.240647,6869.041371
M869T1986,208.9103888,0,243.9854616,4551.237893,3211.980865,2640.705627,106339.5579,98254.71069,31268.78492,19211.63737,20416.26083,19768.70771
M359T964,12982.15639,15379.97614,10392.00353,5146.270586,4224.269911,4991.647274,4314.732024,2938.938171,2942.105213,3943.053131,2104.549868,2561.950108
M168T1287,2393.487084,249.0141023,223.5201053,5272.382956,4964.052762,3021.406848,110141.4233,122048.2864,112091.733,21371.4305,13405.89193,10752.13708
M166T1790,11440.30027,9849.637782,6753.51979,14013.50027,18826.69273,15580.88489,14461.76945,21312.53602,14971.17637,18515.06952,15183.05963,17766.79619
M296T965,1740.788117,1668.557747,1926.591437,616.1236857,1066.497477,1182.178433,8015.412343,6495.724479,5000.452567,948.9316654,1439.73974,1651.143511
M196T77,0,457.1152795,258.0160386,2117.188739,2058.373627,1138.213003,1877.570524,2193.787476,902.1752162,1807.061046,0,1587.865588
M458T792_2,174304.4314,199404.2834,222508.7017,304061.899,312728.5709,248332.6017,262733.0121,290743.8621,328323.3898,402751.1938,230283.5622,257107.4402
M254T969,7545.703035,12533.37634,9484.941211,16573.38857,17756.78977,17989.64115,20549.68979,8665.694985,8863.135068,14479.14165,15057.50747,11559.89773
M459T1334,57058.86323,62982.56688,56087.29755,52037.46768,46891.38002,43776.71766,61729.31579,57460.92775,47433.2768,55806.92811,51187.99136,56818.27984
M703T1672,1082988.673,1088666.874,1011356.168,919968.7065,964354.8236,848166.263,1102820.222,951821.7358,770570.3547,1048668.382,970169.2494,1030146.561
M689T619_2,9695.258363,11137.02434,10486.70229,16052.43469,13317.91318,13741.60831,7319.504349,14041.08683,14596.57006,23407.07287,12134.79773,27774.34814
M401T1223,323197.3854,359889.3927,320191.1066,286113.16,284613.6045,262077.4023,350543.1218,302061.8453,261386.9831,300162.7472,308611.1731,288218.064
M354T1150,10917.32471,11727.28925,10983.63044,8290.882231,9767.864681,8031.837455,11446.9118,15495.32546,10422.7675,10986.54506,9084.589752,11783.07672
M171T796,10266.41645,11007.7251,15232.0566,18409.23535,26651.68287,23143.20531,25285.21979,20809.36213,11196.87184,22951.63635,21597.05337,15974.16988
M370T1281,420534.4834,536020.4182,284242.7473,6496.687286,8303.865461,65220.66233,23863.25285,7896.201158,19127.3889,11316.11681,8946.308055,72668.33245
M708T785,2848.791681,2423.162237,2100.154992,3949.971403,5309.538403,4081.388828,4690.271469,4151.530905,2769.342371,3902.105607,4682.917915,14848.49763
M410T1285,169821.0731,184138.8428,164610.0183,146505.8693,154892.7191,137085.0956,227186.4048,203036.1374,160741.8636,169104.0726,162613.498,167815.7136
M703T50,4215.10552,4149.130723,5323.62394,6754.151595,5966.851848,5996.385857,3964.227698,4969.683673,5058.561342,4685.711905,4649.095765,8302.116206
M77T908,133797.7498,127053.3969,124043.2748,117250.046,117623.1781,111883.8189,147061.174,147579.3054,108003.1612,136072.1314,112994.1163,128214.2493
M383T1436,110279.7901,124610.8914,107231.0049,86730.81485,86135.34164,93409.83344,95137.45678,92071.96521,72513.49441,85884.88478,93678.84878,88258.30714
M992T1926,1468.547035,1717.850833,314.3836804,3595.896362,3270.196015,2416.373668,15041.11203,11868.32126,5664.124141,6861.602915,7127.150564,4458.50804
M355T1266,37932.27668,44487.32239,42349.07912,35530.2,31371.85327,32437.43141,51323.57258,41315.9905,30998.35119,37848.50592,35868.59741,39113.6665
M455T1967,178253.4393,135333.3198,99419.00039,43576.99001,17994.81621,17853.14539,13391.3503,10651.48695,7889.718811,21265.79613,9458.812869,11160.02836
M556T1619,2604.215376,1247.327544,772.0943027,7346.652038,5827.369603,4065.825026,122956.3266,94610.19027,74520.64526,21372.19463,16237.54092,13628.53994
M207T1010,2038399.169,2403444.168,2425825.459,1614484.478,1770400.374,1648799.795,2462780.001,2390693.64,2912992.926,1862755.922,1846427.926,6252157.391
M700T1673,6382701.093,6308469.499,5911504.177,5362254.42,5691691.181,5032239,6412365.238,5627786.141,4418437.172,6024464.722,5665215.78,6029756.644
M279T1274_2,6825.477753,9797.798464,10297.90996,4087.842331,2732.303615,5706.885315,9259.202406,9927.641118,11026.60595,2976.960848,4190.119836,17564.82998
M243T1235,14866.12771,14283.7063,10717.35022,4760.985229,9495.28316,6208.309275,13828.84381,12745.81396,11238.6868,11589.61534,10987.69044,13650.46663
M747T56,27277.86596,26053.76842,33839.30442,15508.98143,20567.00626,19322.64148,35301.61956,15660.58197,16149.77159,19247.94409,10916.52439,16982.55043
M151T1478,51636.28088,47196.54771,38651.33119,33111.52966,29261.68927,24950.43677,42482.77625,58169.82727,45661.9311,37029.63696,19001.41555,59942.47067
M199T1290,218094.8115,176684.958,174625.1995,145280.0024,110361.8482,128567.41,87725.89638,134178.5387,110478.7659,108797.2585,124803.8854,176505.5454
M850T2398,10792.59595,6067.524063,7075.977206,0,1836.091736,1731.741364,10538.19837,6594.288998,0,7227.084778,5415.85437,0
M529T1493,31484.89375,33463.42362,31641.05133,13890.27757,21867.58459,12078.02637,23108.79321,25471.21908,13661.52923,27582.94964,30571.26188,20402.30554
M739T1900,4136.225601,2961.196172,1324.491463,48665.16731,46726.38826,27567.20499,148970.9047,191133.1021,100358.4071,80770.84526,85355.47757,44975.36485
M239T1134,9251.390015,5568.01123,3423.255615,19691.5173,29901.59416,18469.51727,5906.186523,29406.53139,5094.99115,26540.52727,2240.598175,24199.02397
M110T57,700846.2404,590242.0816,600093.2837,494832.828,485650.0124,435699.8879,690018.8041,630769.6247,531589.1952,542256.045,945639.1674,254117.8852
M207T51,19711.48896,26675.29358,18300.4443,35304.44101,34379.20639,31829.919,24800.99544,36379.30226,39718.48344,30621.96292,17934.46941,38529.26392
M370T1789_2,45057.69705,43648.49863,39016.67404,34223.84053,31750.58627,24742.45429,36161.6477,34121.33018,7819.300195,27732.39769,9213.340977,14875.23908
M599T1441,49218.68933,34708.59328,30834.2199,58340.32706,81005.56994,64915.93907,69292.19565,60652.92374,74873.48352,96968.41932,99115.77534,64186.93743
M395T883,23001.4869,27907.12346,27802.83977,18803.52256,21024.00565,17704.99975,24751.40239,36388.64003,30285.01176,22037.45396,24796.65497,24030.09762
M605T615,1741.586801,2657.977495,3557.682527,5062.490758,5424.831158,4301.653013,3150.022099,5033.936781,3208.716624,4061.208496,2970.594604,6467.221093
M343T1646,31121.81421,34671.80396,63331.99198,81468.30008,108432.8253,78964.52889,71072.77561,60420.83196,33906.93556,94550.14225,88052.75261,78007.95934
M278T1790,4412.423798,6892.810505,3973.37031,10052.13509,8088.197521,8966.144143,12793.14868,12393.61687,7072.981058,9088.057635,5509.675323,10172.36675
M394T1338,294061.0789,321097.8024,266274.611,230830.5168,230110.8091,206990.8726,310536.6232,248918.238,209281.7716,243068.5043,235627.4638,240988.686
M322T1556,7864.059029,5454.198768,11922.60102,16835.2128,27701.41528,21717.18237,9790.689939,12818.67963,5352.671663,30044.8077,24425.69086,21698.44403
M720T1937,0,0,0,3922.439655,5019.537598,2687.826207,21291.48214,23177.69285,12560.06561,10303.87076,9587.611877,2956.268784
M339T1071,1611.725708,1872.920397,1890.216755,4227.411862,3983.555603,3006.256834,70420.48242,78306.68604,69183.01607,12126.52009,2505.738953,3512.024292
M261T668,40232.24463,34652.76463,33469.02377,16074.87239,20341.51727,27733.90762,43839.39028,41347.44374,22354.48627,27675.74883,31541.1146,17097.14669
M429T1937,227890.7989,153806.7362,139324.4034,37754.01509,17426.53986,29970.72535,7735.490479,13534.33276,4621.662231,19796.33661,16423.25468,17039.36383
M324T1301,3954.666626,3935.853944,2955.46135,2293.607452,1533.373728,2537.879165,3181.177105,5500.163803,3620.363226,3160.943352,3975.711159,5677.790546
M425T1565,235703.5225,131603.3734,228739.1093,29400.49043,6373.704346,26058.50378,20740.463,18827.47972,16717.94217,18880.70192,21232.88895,21962.29099
M354T969,1410043.223,1093845.264,1444499.213,859784.3195,684524.898,963070.123,1140489.696,1005334.54,1126820.417,538396.7477,860710.7449,1475897.317
M963T624,1283.281357,988.8688268,1025.850516,2131.817674,2931.568844,2126.333894,2239.958135,1482.429275,2643.960786,3033.321661,2450.790256,4416.762685
M265T1275_2,107251.3948,116220.6355,91630.76324,82101.79789,70531.44023,68903.70496,113187.2662,122750.296,120434.4448,77131.11287,66088.64266,189344.9811
M677T1927,0,0,0,4096.124756,3191.528592,2178.620972,19414.7058,18343.29373,8944.639648,8035.612111,6221.226502,3763.888195
M208T56,102084.1836,111644.9479,111663.3586,92042.76836,72497.52648,71907.71242,122923.2019,67058.64402,69110.89168,67360.20936,115895.2491,2592.003748
M153T1288_2,20849.74937,17980.28973,17481.60365,91666.51807,68393.08354,58909.28826,2494818.641,2765359.684,2550863.938,457544.1883,310835.8498,328761.422
M279T1010_2,15451.30023,19341.71245,16503.9346,11005.85978,13486.54141,11859.55851,19041.24633,16739.08948,22334.43118,14540.15674,14592.19366,46265.55405
M245T668,19100.18948,31088.97106,30418.12348,3910.145708,7238.593043,16261.9308,46810.59386,18719.93158,30951.53348,13885.19703,7406.808365,16911.13747
M475T998,1120.568377,1443.464534,1787.717161,222.0093416,512.4428388,898.3751303,3854.254096,1409.348655,2958.389813,1855.338576,1585.296695,873.6597654
M191T1010,131016.129,156602.0079,159499.4342,100563.0561,113480.7863,108222.1436,152273.9303,144425.7564,185555.0274,110083.9282,118323.5917,397794.3457
M359T1316,31139.88577,31210.82995,27012.22366,24246.36843,25446.59775,21479.95322,32215.58051,17722.54409,21861.87846,28876.27651,20770.23676,19171.76352
M438T1257,109781.3416,134270.2726,76267.36668,13879.91495,10838.25643,13714.73392,15570.07517,12275.69664,12568.70196,14642.29394,13756.69243,14085.79159
M162T1455,59937.52173,63868.13673,57406.61547,49484.3775,49879.95007,55398.37561,67847.20988,72295.25873,49158.78323,69586.90276,54949.03802,82273.78972
M1207T1071,8717.847702,10952.38014,11326.68001,7255.326416,7605.12107,5751.445465,13276.02692,8502.708649,8499.236585,8621.033721,8648.786789,7727.619532
M724T1936,0,0,0,8458.47564,9509.853882,4998.957938,36399.10464,36946.81768,20426.49864,18383.66619,18077.21244,7716.534058
M269T1478,31966.15359,29500.53025,23150.47076,17309.5304,20336.47473,12961.33667,28454.54078,32493.70117,33582.68749,20235.2541,13793.9016,41329.11363
M199T797,30670.5843,26024.1563,27445.80502,34518.80144,36660.93782,42187.89289,53943.51776,37845.14591,17812.09987,41679.66728,16974.23335,9567.318062
M285T1275,25594.72414,28672.16676,22290.05981,18061.62988,19869.77862,14520.14584,25443.0997,29159.6403,30798.28781,20181.58916,15829.68219,47451.49685
M330T1491,417228.9459,351808.7741,404149.3063,302707.3404,193384.7323,266977.4054,10490.83615,9805.564753,198838.9019,3782.241573,246215.129,415163.6616
M198T1790,7879.477818,8400.986106,5956.245553,12879.33388,14741.08759,10459.41684,15953.59525,10411.44953,11840.04733,17757.19181,12382.9904,13623.16223
M416T1155,32856.33604,36855.00165,29692.06045,22175.00879,23962.35751,25402.87178,36030.19098,37544.08788,30243.94172,30796.65541,30678.58521,29661.29491
M589T664,15834.9692,23571.72417,18933.91429,29269.20112,27011.34369,35433.85029,31101.35308,23156.46131,25184.88869,21103.13277,15934.44371,25989.86675
M206T53,405312.9482,366971.382,348217.6532,288433.6508,313787.5874,293545.5173,242402.9194,154132.4853,140873.7307,306508.1612,399173.9963,269784.4335
M373T996,4870.302205,4306.211036,5577.169736,15825.73317,15081.17849,10371.85784,154693.4275,197933.1988,209822.4616,68967.29497,63149.85709,53135.8648
M304T1214,27077.53011,33480.83786,31657.19354,23074.32269,24488.42419,18179.3437,39796.83627,35252.7272,36223.61115,28518.03058,21157.9628,21625.55842
M330T1591,1371810.648,1306287.157,1714714.856,19582.08887,17866.14584,819353.3595,41795.22607,791101.8281,27234.86696,56444.3938,19332.387,970725.1047
M396T1353,97060.96729,88863.7423,142037.6772,35126.19507,24284.89363,20557.60948,21979.76299,4969.563843,36156.19941,38728.36796,22195.47399,29613.07875
M231T668,20941.71617,31766.09062,29198.58341,11113.28825,11421.98101,18047.35683,37925.22552,34509.819,36907.55771,27153.64738,26380.81198,26268.59215
M435T1351,109930.0318,124845.1776,109730.5358,99129.1194,95402.52908,85881.69605,119703.3978,113254.3443,90209.5197,103725.0931,97330.82491,108921.6689
M354T1291,6542.362156,5874.609296,5215.103289,4050.815848,4580.549804,3980.642776,5278.108519,2534.122215,2846.668915,7290.845909,3258.583916,3714.070369
M244T906,53906.38955,49214.26802,62770.47614,35381.19189,32772.16465,44793.89568,44677.72495,43865.05674,46864.52034,26587.12384,43336.62163,69667.48916
M353T1275_2,94082.35941,113940.1947,94469.96783,82449.7926,67515.19854,58243.10239,98380.78167,108830.9765,88767.52143,64531.99221,64284.59302,158203.4078
M572T201,863.6680045,461.1688702,981.5580477,0,219.6755793,0,1639.128298,1384.437449,0,224.8862249,1019.566278,0
M336T1308,2862.14267,2457.614487,3811.094062,4846.910889,5151.386518,4570.684566,2012.240761,4113.970009,3164.760498,3050.619014,3434.371154,6854.177605
M424T1643,39499.91939,24118.84288,27392.9362,5282.418043,11842.46091,14269.45411,17254.60256,17599.39991,8001.915696,21692.47212,7116.674072,13848.11841
M332T1393,30772.90101,26964.61726,22308.49039,14085.51129,17672.62515,15327.28846,40323.85401,42227.43661,26233.53458,24796.81774,18725.86109,26281.97424
M1089T51,6146.295361,6248.859421,5137.978214,4710.804205,4231.492906,4053.77965,6171.248685,5595.377026,6623.601894,7009.909246,6100.905628,6312.564301
M718T638_2,13856.64469,28734.46978,10774.60096,37185.58915,47445.70265,39531.66692,34891.27984,61800.39452,41543.3521,46847.78541,19989.99526,54380.68627
M395T1297,98991.60126,114907,62651.89886,8434.2771,22842.10028,24175.4502,20048.6772,25563.02015,17851.78892,26092.44399,22574.31432,23261.48868
M574T1550,43290.69519,53815.2105,38244.6873,31617.53466,24856.73596,21221.80803,26004.62994,31629.11594,13227.89732,34694.98449,32013.62707,16227.88055
M209T1010,237867.7323,280031.2728,289111.7713,188696.4833,204613.2347,189243.2187,287129.9808,288109.0268,347087.1924,217909.9121,213047.8556,721380.0196
M508T1011,14724.79309,12699.20562,18834.06006,7888.573281,5940.550221,9174.085386,5894.98153,10944.53915,5796.589309,8097.145402,5957.89066,5746.507755
M930T1207,1747.408511,1747.122629,981.6657226,2216.186231,2847.942385,2621.282288,4259.623576,7458.487587,1819.130367,13395.11979,3157.827776,1576.168479
M367T1275,4185.424728,4302.717151,2821.503571,1681.44809,2443.281372,1127.83534,4546.462891,4060.118378,4984.525655,1235.211727,2505.829928,9238.776696
M709T784_2,9331.553592,4357.387405,4597.518921,11027.29185,13371.42293,14309.58096,11705.11244,14950.71648,11281.09859,13574.55455,18100.58604,22702.65187
M237T1799,2004.090271,1024.161036,1314.294609,2626.740398,4263.38503,3396.053272,2664.134287,2211.509949,0,6095.763375,3919.42218,4531.653194
M755T1902,2269.133378,1350.345439,2326.635489,23415.79126,22729.73431,13179.44216,70065.29868,65369.83972,38173.02726,29369.45593,35217.98797,18698.71058
M319T1288,2864.178875,2323.978437,1985.375283,3112.725703,3781.37995,4124.281486,21550.80865,36156.17288,27368.82924,5737.556763,3575.534439,7599.799362
M377T874,1755.306902,1424.473309,2153.420825,1173.884525,833.5178835,455.0918702,1812.258846,2478.139755,2012.239558,3018.919798,1519.535878,2271.370583
M199T1293,220568.1411,177398.0423,168995.8658,144771.5018,97358.90035,118452.506,135495.9459,171929.7927,110203.9761,111299.2993,115625.711,182013.6664
M1033T1085,5908.371235,1438.664496,2366.264053,6947.210669,10260.1375,9622.923268,8227.993542,9857.612364,7647.956513,11654.92321,10032.16721,12051.05041
M742T1602,29755.88962,25621.3758,11356.31399,75840.20254,75127.36741,44988.00361,66596.64585,56217.38675,18697.02447,93964.61316,70571.11589,56558.26988
M610T59,10715.96191,15416.0171,11417.51692,20566.58903,21463.12618,28895.66296,23209.61067,10925.75835,19960.48572,26243.89113,10308.45725,19970.13027
M754T549,571.6411371,1010.216666,685.1391821,1436.646465,1098.635522,1542.092043,2844.075026,2205.939607,1929.808114,1089.40709,1594.760628,1350.399979
M283T1406,11682.31097,10141.88373,12904.21228,7557.687622,9393.853943,6443.844116,12555.15668,16228.82489,12601.77115,9812.761535,11794.25165,14899.69139
M759T2039,502886.2078,399079.8524,465909.5601,341141.5123,261866.13,357317.6539,382375.9923,351504.8059,346955.063,336720.9925,301344.0647,323282.7921
M400T1054,17435.53438,19683.61842,18110.69336,15109.81882,16606.00353,15245.69102,10325.95893,14052.02667,11382.20116,18131.2313,15634.40775,17876.92992
M723T1900,8252.807409,3679.16996,7486.824605,17666.86145,22838.21967,13438.31717,75184.32941,84459.00894,47171.55837,38909.72083,39688.20845,26967.35114
M535T1010,1574.348877,1635.686444,1617.397141,852.1016316,1134.801879,654.4913173,1415.711153,1167.474182,2138.117798,0,626.9476797,10909.21841
M275T821,2925.083506,4117.842063,4412.51762,5133.243456,6280.286407,5686.641365,8093.155009,5617.39965,6675.970724,5827.872279,7266.560728,8443.064864
M560T1656,469.5044708,221.9534434,204.4836154,514.5070541,774.3688283,774.2634307,18050.88531,19975.25366,12042.36758,1908.008148,2309.023292,2864.596496
M231T1109,3526.296356,3700.409882,2037.927002,26697.01206,21896.20563,38504.81715,2143.43956,35427.32464,1549.702576,30334.21193,31553.32535,3123.363434
M353T1285,73205.16044,77288.68188,68647.0007,66041.83885,58952.59251,55701.2525,62528.57013,61367.92339,43021.34918,60569.8233,65144.8689,50985.96289
M277T889,55900.18628,53496.12,56387.93153,45672.70115,41139.71143,48899.79127,77480.64196,100281.5283,46794.12168,70125.1047,54487.37062,40433.65623
M333T1431,10110.63312,10475.85128,11470.07358,7026.280029,6519.895386,8999.591182,20474.09973,12528.90662,9439.606754,14677.0898,12654.49901,10101.07327
M261T699,32694.51361,53484.35742,51449.72724,10866.42534,13044.97387,16265.32197,15519.4036,17749.61184,11670.9484,15259.93467,13761.87162,13585.23709
M525T1391,6737.246233,1758.381081,12998.3703,17874.23904,26818.12931,18581.3034,22136.01837,15776.37675,16493.34807,30556.36223,24608.21287,13992.00578
M527T930,147522.6132,163506.0572,181128.0156,125142.6994,113477.6173,133161.7394,172110.7111,153440.4926,103352.817,143141.9562,155812.4328,212465.8441
M203T1762,51427.96587,33307.34686,39717.13685,56268.18233,67822.59006,65654.59313,67499.79231,68642.17227,31344.86745,87732.94682,70135.45378,64836.26136
M375T1001,14431.24338,17549.43616,11776.37247,8995.083684,8902.704834,4704.392767,10271.41563,9990.946125,3096.763251,9270.077393,9844.298633,9946.429137
M236T835,52582.34415,43755.71682,47570.48458,40514.09769,37160.98683,34786.02964,61876.44388,59913.00146,36037.54521,28521.61143,44760.01174,43250.94409
M396T1823,33607.20313,15640.10636,16164.63794,37991.5292,61002.5653,52385.89701,34446.20713,38096.04093,14318.1079,63398.99296,57422.37688,31285.7727
M1271T616,3043.112459,2477.654046,4752.527196,6605.192732,7751.453147,5303.174027,6507.506533,6087.913246,4365.758543,7381.344525,4127.919967,9928.495329
M270T1108,1541.019759,1888.296783,2190.545762,1011.332201,927.9349246,1178.610077,929.7323761,2271.514928,2693.929901,1181.06608,1119.966619,1670.567018
M169T1289,1472.694036,3052.402853,1724.007302,12976.90506,8179.193867,8013.210427,28843.13111,36674.14884,28067.45474,5150.617506,5810.303528,42558.09059
M404T697,6888.879223,7493.424134,7169.118762,0,1648.829812,3677.464409,4169.832927,4033.886602,857.8001811,5044.543655,3711.256514,2033.316504
M293T802,50637.77682,41409.26618,39722.77425,34243.81485,19514.73223,23614.24041,55717.47658,73652.89745,34525.60213,53202.59699,46582.5782,14799.53757
M257T51,31756.82143,29134.12666,18556.13488,45085.63567,37064.38304,47185.83163,22191.72324,65271.17744,55533.57615,35591.08492,25615.12709,63623.30027
M922T1290,1511.67849,812.4683315,667.5837301,2310.899622,2373.960891,2386.920245,6827.245728,7572.116767,7525.266985,2127.350708,2714.873187,1170.722992
M717T2087,17832.67391,17886.50521,15544.74929,14573.77031,12676.81202,10861.89589,12058.68376,9682.974228,6075.333698,13429.56241,14929.02083,11811.35154
M399T1528,187554.8643,145157.4441,167550.4265,128202.4243,120215.6184,101823.6627,128768.1891,106240.9798,87336.64501,130047.0613,121803.1697,112609.3987
M370T969_1,165085.4989,163979.853,220192.6497,100806.8407,91441.27758,122690.9153,155602.8978,132013.9598,147181.4342,62317.82594,117466.2408,198012.5607
M141T969,26265.51116,23009.48538,26902.82836,22207.732,19216.21297,17726.43888,26541.18268,8776.215992,25545.68249,27017.03995,26746.83166,30403.06924
M190T58_1,21950.16341,26542.79156,32511.21538,46929.76692,35212.18373,42743.90195,32861.64631,32778.89749,33268.08381,34044.15052,27001.03141,33654.98837
M461T1304,46519.65442,49155.59086,41867.06165,34375.5609,40273.63981,36304.88899,45632.56975,38070.88849,33985.54882,45239.91811,37121.47647,39125.66409
M255T51,26019.40042,24184.12313,19581.42708,32860.05126,33145.9883,31662.08702,17555.37457,43818.50007,35075.26203,30286.54165,64361.02877,49701.78621
M95T772,127570.4987,134388.3332,125129.6129,108391.0069,85621.4739,102827.9574,204892.4909,142346.8403,116868.1263,190147.4736,128123.0645,177622.8923
M300T1288_2,19449.84259,19813.28012,14102.96382,10377.7574,6461.394897,12408.73688,5317.200883,18238.81604,10716.09316,17770.48441,19054.26135,22839.85953
M189T1275,15951.15305,16491.71881,13613.98701,12815.44293,9441.469214,8967.538788,18174.95594,18178.10204,16655.17455,15626.40123,10743.94172,30778.13746
M359T1478,16082.5499,14588.40391,13228.14544,10496.9276,11698.12985,7871.609253,14042.59386,17911.46106,14053.41062,10681.04242,6775.885602,22926.58577
M727T711,24495.37674,27280.68215,20778.95539,34011.38867,33971.79627,34167.6908,24171.90423,32059.90859,26669.85192,22953.00844,32068.70626,21380.72652
M675T1927,489.7244531,233.0716996,0,35375.99137,30606.58977,17682.74606,179866.2913,161085.9108,94515.14316,67329.27406,67910.2223,46613.875
M861T1909,423.4955509,0,232.9839258,1796.964763,980.7628681,1096.607015,43424.76823,86053.26662,41831.98603,9544.825093,9425.007619,6542.193298
M850T1149,3876.559529,4276.47788,3673.753991,6299.996025,6441.910023,5022.609134,5003.882848,2656.165169,4332.210894,6293.371512,5303.110035,3942.338007
M558T1166,5163.450025,3128.227696,4476.88669,8374.367274,12532.39316,8774.845856,9610.80399,8239.323105,7829.025541,14115.66876,11453.13801,6223.125947
M644T1287,2003.20478,1371.64642,1676.031178,3113.949471,4774.388609,3658.92657,17441.58186,21834.33059,16548.53333,5118.53879,4229.585311,2585.867107
M414T1567,63767.95047,53142.09399,57489.98967,31622.22713,26755.82394,4391.712067,41277.19771,35008.27818,26993.59734,35051.55978,33288.5107,35518.94931
M70T883,24279.90776,25779.58097,25367.1615,23980.61436,22670.01521,23185.38933,31365.7102,35787.01366,27557.96696,24932.24825,22910.64039,24903.47305
M1014T1314,3436.137397,3851.561638,2010.790885,5437.155579,6046.790222,8281.672965,9823.69372,4366.110616,6442.683777,6828.250244,4938.089325,5170.752833
M848T1148,22267.58767,14318.11362,18683.64854,25257.68107,32013.90153,26994.60532,22159.62814,21722.43365,27481.60806,33607.94647,26729.85948,25004.47624
M276T1058,17728.41982,20065.84878,18045.29291,15174.26949,10206.36282,10888.93146,18644.4655,12127.12009,16800.59406,14634.41107,12147.04753,7789.256866
M284T1583,99345.62093,99120.93874,95866.94987,75992.87796,51697.01939,60429.69836,73482.09515,61897.56865,45355.57007,48889.43982,65083.01351,79958.54312
M701T1673,3209192.959,3191058.517,2936504.115,2702005.533,2877969.261,2559082.83,3250338.457,2836533.555,2213713.232,3076861.591,2870188.66,3047932.871
M172T745,103865.8728,117136.5345,114723.8275,91155.19256,96652.22746,94725.20672,110947.6668,101662.6336,78344.43596,94721.01473,100325.6777,98568.1404
M224T1010,655139.1498,792494.435,802885.7467,521365.1948,574343.7137,524247.5164,798542.4946,789162.6052,926950.7047,602314.7867,606984.3681,1937553.076
M212T969,257812.8162,212715.1961,262363.5016,182586.7936,139684.0902,194812.0234,206861.7002,186108.0624,218271.0685,119656.4793,168020.9964,264824.6205
M171T1287_2,21487.8703,18806.03603,16425.33655,129384.8417,94653.76533,75067.40129,3788961.184,4266096.239,3968639.279,663479.4922,458861.5082,485758.2039
M344T58_2,6080.606624,7246.317378,5309.024212,9424.389093,8289.749714,7865.322175,6614.286089,11233.21316,10333.75364,8311.972391,8188.681037,9843.510423
M568T1066,11034.08482,11511.90627,8727.835179,16204.48058,20078.83837,14678.97805,17933.1691,21503.21415,30255.64125,21631.70609,17651.01913,9589.150618
M760T1912,5462.783312,3589.628395,4298.357543,6832.414791,8984.481537,6629.19994,10983.93302,15916.09493,10522.7533,10759.84274,14430.31983,9006.148643
