m.z	p.value	t.score
587.3825	0.196150929	-1.348902433
129.958	0.196564521	-1.34758828
481.1775	0.196718753	1.347098789
727.6774	0.196980583	-1.346268515
795.5359	0.197060649	1.3460148
138.1101	0.197162491	-1.345692197
243.0173	0.197302334	-1.345249441
814.668	0.197468805	1.344722704
722.1077	0.197685073	1.344038933
521.327	0.198261097	-1.342220653
317.0055	0.198362052	-1.341902413
291.085	0.198521929	1.3413987
150.0368	0.198703676	1.340826479
788.9382	0.19901448	1.339848894
156.1029	0.199046281	1.33974894
818.847	0.199170805	1.339357665
738.5523	0.199216699	1.339213504
363.0869	0.19946513	-1.338433619
868.5848	0.199619435	1.33794961
101.0593	0.199741174	1.337567961
633.1067	0.199880399	1.337131723
138.1272	0.200002851	1.336748242
770.205	0.200246668	-1.33598524
348.9869	0.200453767	-1.335337727
693.8354	0.200746394	1.334423717
313.0433	0.200966422	1.333737165
722.1569	0.201296138	-1.332709484
139.111	0.201469038	-1.332171114
1057.06	0.201917171	-1.330777449
576.3948	0.202057516	-1.330341493
1050.767	0.20238888	-1.329313132
971.8036	0.203042688	-1.327288026
1098.582	0.203289152	-1.326525979
306.1578	0.203585508	-1.325610644
197.1276	0.203741979	-1.325127792
101.5081	0.204062035	-1.324141053
720.8181	0.204148397	1.323875011
165.0902	0.204350342	-1.323253256
1620.084	0.20441184	1.323064008
478.3495	0.204644023	1.322349933
149.0616	0.205036402	1.321144639
169.1215	0.205533819	-1.319619334
362.0825	0.205732424	-1.31901114
733.8506	0.206105703	1.317869306
200.9947	0.206271998	-1.31736115
770.0289	0.206839179	1.315630434
200.1713	0.206909926	1.315414818
742.0948	0.206943057	-1.315313865
860.0661	0.207420481	1.313860542
778.1013	0.207564887	-1.313421478
177.0072	0.207677166	1.313080266
1502.118	0.208009564	-1.312070977
1637.567	0.208173017	1.311575139
1624.867	0.208465891	1.310687473
191.0396	0.208986062	1.309113336
834.5842	0.209265044	1.308270367
771.536	0.209330914	-1.308071465
314.0144	0.20959355	-1.307278894
729.0321	0.209825871	1.306578468
251.1638	0.210182813	1.305503512
978.2539	0.210779432	-1.303709985
1623.74	0.211282012	1.302202273
409.1663	0.211410666	1.301816774
145.0432	0.211541629	-1.301424547
194.9456	0.21191337	1.300312254
167.1425	0.212201173	1.299452173
181.0279	0.212332299	-1.299060617
123.0415	0.212533033	1.298461574
147.9954	0.21303585	1.296963004
237.9562	0.213376221	-1.295950165
657.9559	0.213822751	1.294623365
1400.037	0.213852464	-1.294535155
725.9069	0.214636169	-1.292212027
751.7614	0.215154071	1.290680493
712.078	0.2152943	-1.29026631
274.2001	0.215704811	1.289055038
942.6069	0.215948085	-1.288338081
248.0576	0.216489167	-1.286745734
752.5026	0.216856203	1.28566737
171.9926	0.217618544	1.283432178
173.981	0.217738739	-1.283080327
295.1557	0.217917848	-1.2825563
669.8693	0.21827927	1.281499904
270.1077	0.218514151	1.280814111
1317.878	0.218543661	-1.280727991
150.0138	0.218977717	1.279462319
100.9308	0.219534471	-1.277841757
750.6786	0.219606437	-1.277632517
390.0556	0.219779151	-1.277130578
164.8987	0.219893725	1.276797777
109.0279	0.220128304	1.276116824
751.2692	0.220296472	-1.275629005
1625.857	0.220531493	1.274947748
226.9236	0.2206718	-1.274541309
168.0761	0.220781197	1.274224553
258.0233	0.22091684	-1.273831974
617.4345	0.221011044	1.273559438
123.0265	0.221190557	-1.273040352
151.0691	0.221736365	1.271464109
203.1427	0.222120033	1.270357932
172.0961	0.222723834	-1.268620106
927.8765	0.222855938	-1.268240387
694.4598	0.223138061	1.26743004
939.7851	0.223560245	-1.266218893
264.0247	0.223862182	-1.265353803
270.1451	0.224190014	-1.264415559
227.9823	0.224665229	1.263057414
110.0083	0.224765823	1.262770207
271.1136	0.224896336	1.262397733
332.2178	0.225030577	-1.262014791
658.3612	0.225353613	1.261094021
682.8021	0.22592882	-1.259457026
165.982	0.226517537	-1.257784955
760.557	0.226771846	1.25706372
194.9744	0.226918825	-1.256647165
120.0122	0.227035006	-1.256318044
137.9029	0.227607197	1.254699046
201.9523	0.227660353	-1.254548804
403.265	0.228037204	1.253484444
813.2029	0.228320258	-1.252685904
287.9785	0.228503047	1.252170636
658.4365	0.228688184	-1.251649077
137.1068	0.228769987	-1.251418732
742.3801	0.228975528	1.250840239
703.8654	0.229355497	1.249771888
191.9813	0.229491887	-1.249388739
502.3583	0.229690119	1.248832178
118.0858	0.22984227	-1.24840525
296.1437	0.229894801	-1.248257901
130.5236	0.230250068	1.247262075
165.1118	0.230371307	1.246922512
566.8878	0.230534076	1.246466849
236.1712	0.231175397	1.244673948
164.1063	0.231438343	-1.243939965
206.1377	0.23170033	1.243209303
125.9636	0.231902378	1.242646246
748.8131	0.232083225	1.242142597
658.5298	0.232391358	1.241285159
121.1006	0.232464445	-1.241081913
381.9834	0.232532727	-1.240892071
116.5237	0.232820747	-1.240091782
140.9908	0.233153633	-1.239167785
201.9899	0.233529862	1.238124714
271.3178	0.233915942	1.237055689
954.9902	0.234050785	1.236682641
177.93	0.23419726	1.236277602
845.8712	0.234448448	-1.235583465
200.0406	0.234908772	1.234312896
790.7178	0.235296141	-1.233245189
177.0901	0.235327074	-1.233159988
766.3987	0.235439716	-1.2328498
225.0596	0.235591076	-1.232433173
159.0478	0.23566047	-1.23224223
314.1457	0.235724483	1.232066133
203.1128	0.235875975	1.231649535
1625.301	0.236043486	1.231189124
230.8886	0.236248035	-1.230627257
732.3515	0.236815719	1.229069882
1626.683	0.23727639	1.22780821
758.2518	0.237427513	1.227394729
327.2134	0.237599214	-1.226925197
186.1844	0.237653992	-1.226775457
859.3848	0.237777451	-1.226438067
169.1579	0.238045704	-1.225705453
811.2225	0.238251963	-1.225142581
301.1612	0.238403754	1.224728593
784.2942	0.238593684	-1.224210869
747.2049	0.238888404	-1.223408136
948.3771	0.239180922	-1.222612159
174.1269	0.239411974	-1.221983968
695.2141	0.239613792	1.221435643
112.0501	0.240062445	-1.22021796
201.2036	0.24014028	1.22000689
763.7558	0.240305378	-1.219559353
720.123	0.24077486	-1.218288013
197.1163	0.241289061	1.216897766
777.4804	0.241385829	1.216636392
193.158	0.241516995	1.216282232
128.0702	0.241759153	-1.215628777
614.2982	0.241860872	-1.215354443
130.122	0.242106086	1.214693471
758.9766	0.242751959	1.212954987
297.0377	0.243080063	-1.212073202
703.6436	0.243390491	-1.211239766
92.05709	0.243474216	-1.21101512
727.8674	0.243648881	1.210546663
1347.06	0.243743897	1.210291936
617.6979	0.243892424	-1.209893905
326.884	0.244080815	-1.209389312
208.0464	0.244428844	-1.208457926
127.9888	0.244543798	-1.208150513
137.0705	0.244615301	1.207959355
149.07	0.244756675	-1.207581526
164.0393	0.244864743	1.207292825
715.8043	0.245606436	-1.205314032
778.4113	0.245879067	-1.204587825
392.2897	0.24600527	-1.204251867
89.0591	0.246386369	1.203238166
181.9531	0.24664644	-1.202547085
799.1531	0.247050532	1.201474407
730.767	0.247380183	1.200600334
722.243	0.247538986	1.200179585
1661.126	0.248136405	1.198598572
151.9366	0.248381865	1.19794983
161.0037	0.248706254	-1.197093238
850.261	0.248971736	1.196392833
151.9492	0.249153433	-1.195913803
855.421	0.249285906	1.195564715
348.2076	0.249348955	1.195398623
334.8315	0.249448587	1.195136223
840.0826	0.24961543	1.194696986
252.016	0.249717745	-1.194427741
751.9452	0.250299122	-1.192899427
1023.954	0.251030115	-1.190981654
223.9876	0.251187294	1.19056985
817.7471	0.251385194	1.190051638
733.6577	0.251535072	-1.189659385
162.1268	0.251941763	-1.188595904
619.1899	0.251987338	1.188476809
726.1393	0.252325636	1.187593296
160.1802	0.252438366	1.187299089
182.9357	0.252899547	-1.186096514
924.3055	0.253184161	1.185355191
417.0601	0.253324832	-1.184989025
318.1971	0.254509052	1.181912643
557.3705	0.254790409	1.181183334
177.9568	0.255040294	1.180536119
122.096	0.255551969	-1.179212361
789.8148	0.255845801	1.178453098
372.2576	0.256111136	-1.177768042
110.0708	0.256204696	-1.177526613
128.0615	0.256524112	1.176702873
263.0628	0.257502255	1.174185189
584.276	0.257641449	-1.173827503
696.9634	0.258010539	1.172879765
957.3777	0.25822175	-1.172337887
307.9139	0.258408177	1.171859874
242.0764	0.25852198	-1.171568202
958.1398	0.258581073	-1.171416789
522.3597	0.258799888	1.170856349
308.0313	0.258959018	1.170449004
149.1065	0.259133997	-1.170001308
759.3769	0.259718174	-1.168508307
772.8536	0.260201341	1.167275383
101.0245	0.260307806	-1.167003944
205.7724	0.260499163	-1.166516279
542.3519	0.260958718	-1.165346232
113.0006	0.261071818	-1.165058516
172.1326	0.26134236	-1.164370659
865.4877	0.261672239	-1.163532668
150.935	0.261877883	1.163010676
725.3779	0.262159148	-1.162297235
141.1382	0.262318352	1.161893665
315.1767	0.262820339	-1.160622373
683.4152	0.262972319	1.160237843
1615.885	0.26315478	-1.159776417
141.9202	0.263567686	1.158733103
875.451	0.263735689	-1.158308954
139.0748	0.264339592	1.156785996
696.1479	0.264618284	1.156084059
694.3082	0.264874523	1.155439169
124.5308	0.26496863	1.155202444
199.168	0.265203765	1.154611237
822.5907	0.265338723	1.15427209
188.9565	0.265602709	1.153609069
176.0925	0.265739624	-1.153265393
713.1484	0.266568376	1.151187954
759.1839	0.266768683	1.150686573
769.4687	0.266840277	1.150507439
182.117	0.267160708	1.149706132
703.5061	0.26754839	-1.148737619
825.2841	0.26782655	1.148043367
214.0251	0.268044543	1.147499662
392.2858	0.268412928	-1.146581617
586.3787	0.268447436	-1.146495668
470.0428	0.26873951	-1.145768541
189.1368	0.269184088	1.144662889
906.2805	0.269222155	-1.14456828
697.8501	0.269287476	1.144405961
719.3388	0.269423467	1.14406813
499.904	0.269683187	1.14342328
361.1575	0.270199387	-1.142143009
119.013	0.270538912	1.141301928
553.2989	0.270841615	1.140552729
227.0851	0.271076059	1.139972907
691.1255	0.271382825	1.139214788
785.5891	0.271800342	1.138183998
783.6774	0.271851446	-1.138057913
991.2549	0.272494142	1.136473731
778.6186	0.272533031	1.136377964
143.919	0.273152323	-1.134854283
802.7951	0.273293929	1.134506244
96.5144	0.27395652	-1.132879527
151.0348	0.274074643	1.132589835
791.4765	0.274278185	-1.132090874
756.0941	0.274556111	1.131410017
127.9663	0.274925887	-1.130504945
701.7304	0.275217788	1.129791127
139.1225	0.275284405	-1.1296283
89.05937	0.275443681	-1.129239115
103.5199	0.275712899	1.128581669
788.1023	0.276026051	1.12781754
285.13	0.276095849	1.12764731
664.4504	0.276288594	-1.127177401
151.9827	0.276529388	-1.126590689
250.9202	0.276623337	-1.12636188
1210.595	0.276908002	1.125668944
415.0404	0.277071974	-1.125270041
161.8988	0.277418925	-1.124426577
736.9759	0.278313588	-1.122255211
191.092	0.278549592	1.121683292
145.0965	0.27906789	1.120428545
146.0414	0.279282641	-1.119909166
600.9989	0.279372352	1.119692284
184.1016	0.279483259	1.119424233
363.9297	0.279564466	1.119228015
701.8838	0.279968061	-1.118253443
418.0313	0.280312965	-1.117421425
797.9397	0.280613505	1.116697049
1042.888	0.280781451	1.116292506
184.9167	0.281680172	-1.114130762
145.0641	0.28199446	-1.113375997
143.039	0.282046165	1.113251886
764.0799	0.28220158	-1.112878939
1118.601	0.282617498	-1.111881612
738.3727	0.282986584	1.110997496
713.7726	0.28317134	1.110555251
200.1425	0.283602376	-1.109524322
89.9393	0.283622717	-1.109475701
806.9876	0.283767223	1.109130358
720.7167	0.284713284	1.106872659
459.8106	0.285229626	-1.105642797
191.1425	0.285257195	1.105577177
128.0187	0.285477726	1.105052441
617.8226	0.285753231	1.104397318
347.3126	0.286195747	-1.103346039
172.9761	0.286617431	1.10234537
687.7533	0.286660618	1.102242948
337.1591	0.286924608	1.101617117
127.9716	0.286953918	1.101547658
100.0283	0.28705575	-1.101306382
97.00045	0.287372954	1.100555214
818.5491	0.287405726	-1.10047764
107.9594	0.287541713	1.100155826
897.6023	0.287971496	-1.099139479
887.9157	0.288384623	1.098163578
837.5585	0.288594354	1.097668539
621.9455	0.288760736	-1.097276007
125.9702	0.288808366	1.097163669
758.0749	0.289245626	1.096132999
746.7128	0.289411086	1.095743292
99.00348	0.289738963	-1.094971533
824.3947	0.2903313	-1.093578912
677.9179	0.290539179	1.093090674
1619.855	0.290649855	-1.092830838
162.9289	0.29108426	-1.091811681
301.2146	0.291206704	-1.091524617
728.5821	0.29133502	1.091223884
135.925	0.291579889	-1.090650255
187.1258	0.291824292	-1.09007807
151.9789	0.292000881	-1.089664868
222.0768	0.292147228	1.089322569
693.2245	0.292223969	1.089143128
135.0449	0.292723828	-1.087975157
153.1026	0.29300126	1.087327543
334.0855	0.293427458	1.086333538
722.045	0.29432747	-1.084237963
843.5952	0.294837354	1.083052842
1255.688	0.29488652	-1.082938646
889.1154	0.295073542	1.082504383
306.8753	0.295293007	-1.081995045
1619.001	0.295437711	1.081659365
363.1679	0.296002062	-1.080351355
905.1274	0.296288887	1.079687273
705.835	0.296749756	1.078621217
131.967	0.297408861	1.077098721
838.0108	0.298068575	1.07557729
889.3911	0.298193609	1.075289216
972.5234	0.298540727	-1.074489929
195.1123	0.298689506	1.074147552
697.7862	0.298753574	1.074000153
302.0265	0.299299766	1.072744499
718.0896	0.299399053	1.072516426
680.4084	0.299428052	1.072449824
232.9725	0.300362518	-1.070306106
429.237	0.300620924	-1.06971417
749.9852	0.300958776	-1.068940803
776.293	0.301145663	1.068513277
178.9487	0.301394941	-1.067943328
708.5353	0.301741246	-1.067152105
905.7716	0.301907805	-1.066771794
109.0834	0.302325243	-1.065819312
820.3187	0.302971598	1.064346395
133.1002	0.30301908	1.064238282
1033.425	0.303147666	-1.063945567
252.0158	0.303273932	-1.063658219
464.2895	0.303504362	-1.063134048
938.3493	0.303548007	1.063034799
430.1155	0.303996435	1.062015673
918.3208	0.304642317	1.060549723
729.8316	0.305339644	1.058969544
153.0671	0.305595981	-1.058389331
789.1437	0.30579928	1.05792942
115.9787	0.306010572	1.057451661
780.8086	0.30643807	1.056485765
173.0849	0.306842633	-1.05557259
615.2428	0.30737511	1.05437202
831.1938	0.307483133	1.054128647
736.8068	0.307762477	-1.053499577
773.2014	0.307848087	-1.053306871
231.9711	0.308136919	1.052656998
630.4417	0.308254147	-1.052393363
577.1063	0.308376657	-1.052117924
692.4785	0.308585825	-1.051647839
867.8037	0.308816043	1.051130712
842.1322	0.309115689	1.05045805
516.8709	0.309386793	1.049849867
752.1934	0.309596577	1.049379513
313.1611	0.30967087	-1.049212995
329.0696	0.309970674	1.048541325
783.402	0.31073398	-1.046833358
1622.751	0.310928096	1.04639949
845.2001	0.311187709	1.045819534
178.1583	0.311422927	1.045294378
90.05437	0.311545533	1.045020758
1954.796	0.311643743	1.044801638
354.1183	0.311708912	-1.044656264
970.5173	0.311941226	-1.044138217
300.8739	0.312252636	-1.043444226
947.5351	0.312471827	-1.042956049
91.97952	0.313272106	1.041175781
320.1223	0.313369244	-1.040959915
130.0322	0.313645797	1.040345609
734.6231	0.313984535	-1.039593701
784.8907	0.31422367	1.039063238
209.1162	0.314326783	-1.038834596
113.0593	0.314724265	1.037953729
318.2782	0.315068499	1.037191513
742.7177	0.315573129	1.036075226
1641.037	0.315788234	1.035599783
165.1268	0.315831465	1.035504259
128.143	0.316009812	1.03511028
96.02687	0.316142536	1.034817186
235.1678	0.316585323	1.033840027
142.9214	0.317039358	-1.032839065
276.986	0.317553869	1.031706021
718.5687	0.317667145	-1.031456744
117.0567	0.318466999	1.02969839
223.1531	0.318789617	-1.028990063
242.0694	0.319237105	-1.028008426
826.9713	0.319443845	-1.02755524
115.0942	0.319510457	-1.027409269
831.7927	0.319889883	1.026578219
137.0304	0.319899927	1.026556229
123.0911	0.320065851	-1.02619304
267.155	0.32015909	-1.02598901
213.1841	0.320450936	1.02535065
816.0656	0.320501038	1.025241102
857.8556	0.320994581	1.024162636
172.9904	0.321366948	1.023349742
140.0221	0.321847373	-1.022301948
164.1357	0.322138645	1.021667238
393.1067	0.322338881	-1.021231142
205.1579	0.322658852	-1.020534673
795.8133	0.322812048	-1.020201395
178.1329	0.322967691	-1.019862906
255.0038	0.323145173	-1.019477064
766.1279	0.323344836	1.019043184
242.283	0.323539531	1.018620283
960.0778	0.323685714	-1.018302876
747.6842	0.323690904	1.018291609
783.0981	0.324024831	-1.017566945
175.9796	0.324144136	-1.017308165
134.0268	0.324414581	-1.01672181
813.8265	0.324471065	1.01659939
454.3261	0.324670404	1.016167478
839.3335	0.325197052	1.015027286
768.5907	0.325261981	-1.014886806
389.881	0.325547635	-1.014269002
126.055	0.325799415	1.013724783
757.6788	0.326276621	1.012694127
847.7921	0.326596732	1.012003363
108.0804	0.326963629	-1.011212232
91.50396	0.327328602	-1.010425875
1598.515	0.327640105	-1.009755217
966.1069	0.3279481	-1.009092557
344.2034	0.328158715	-1.008639668
140.001	0.328352268	1.008223649
112.9663	0.328442991	1.008028711
504.1091	0.328967477	1.006902488
589.7737	0.329007355	1.006816912
895.8934	0.329503732	1.005752313
221.9929	0.329586368	1.00557519
210.9321	0.329691777	1.005349302
764.182	0.330010379	-1.004666861
754.821	0.330103565	1.004467345
707.5138	0.330574682	-1.003459276
786.6604	0.331252408	1.002010901
133.0289	0.331308768	1.001890549
811.932	0.331843202	1.000750024
144.0564	0.332194985	-1
198.9192	0.332194985	-1
716.3419	0.332194985	-1
382.1527	0.332194985	1
164.0487	0.332194985	-1
617.04	0.332194985	1
311.9589	0.332194985	-1
435.1022	0.332194985	-1
166.0853	0.33245364	0.999448888
170.0367	0.332591766	0.999154712
954.5052	0.332912688	0.998471553
1649.891	0.332994033	0.998298465
784.1479	0.333081264	0.998112885
780.6193	0.333318737	0.997607847
446.2524	0.333757079	-0.996676287
1626.062	0.334324774	-0.995471113
149.1133	0.335159028	0.993702672
754.5069	0.335509848	-0.992959936
729.9535	0.335567212	0.992838542
359.2385	0.335646075	0.992671674
103.5418	0.336268482	-0.991355673
181.9771	0.336673297	-0.990500666
208.0962	0.336884136	0.99005564
900.298	0.337020084	0.989768795
292.0711	0.337278062	-0.989224694
795.3157	0.337437101	0.98888941
174.0832	0.337580686	-0.988586804
778.5805	0.337956868	0.987794424
796.1854	0.338660283	0.986314433
333.0698	0.338879011	0.98585467
240.1807	0.339284483	0.985002921
830.7832	0.339490177	0.984571107
711.4507	0.339844832	-0.983827011
137.1318	0.33991409	-0.983681766
223.0624	0.340595063	0.982254758
196.0839	0.34102501	-0.981354818
100.0752	0.341251796	0.980880443
825.9588	0.341397658	-0.980575457
522.2496	0.342367907	-0.978549057
279.0917	0.342742743	0.977767278
717.3935	0.343086263	0.97705134
430.9129	0.344110187	0.974920323
187.9586	0.344201797	-0.974729878
311.014	0.34483005	-0.97342478
705.5382	0.344905644	0.973267858
670.3695	0.345558173	-0.971914296
233.9489	0.346195217	0.970594575
218.9385	0.346739545	-0.969468272
910.5756	0.346936951	-0.969060113
132.9293	0.347096473	-0.968730399
1091.77	0.347417594	-0.968067003
187.9584	0.347917822	0.967034442
107.0191	0.348036474	0.966789675
458.0109	0.348117579	-0.966622396
801.1231	0.348559904	0.965710584
232.082	0.349001449	0.964801183
241.8952	0.349760565	0.963239586
190.9929	0.350006786	-0.962733586
285.2031	0.350276193	0.962180219
143.0719	0.350474875	0.961772314
802.6477	0.35089963	-0.960900802
109.1006	0.35148334	-0.959704345
161.0491	0.351576949	0.959512599
347.1222	0.351707768	0.95924469
250.092	0.351978699	0.958690065
329.0691	0.352267849	-0.958098469
131.1061	0.352392173	-0.957844208
844.8004	0.352577268	0.957465778
742.5892	0.352726623	-0.957160518
499.3263	0.353384912	0.955816139
842.5639	0.354115394	-0.954326355
285.2962	0.354174327	0.954206255
140.9953	0.354268309	-0.954014759
191.1058	0.354743573	-0.953046912
1615.482	0.355521125	-0.951465405
500.9056	0.355746723	0.951006997
833.685	0.35590791	0.950679592
754.026	0.356074911	0.950340486
500.3278	0.35611073	0.950267768
583.4445	0.356798343	-0.948872779
737.5646	0.357118619	-0.948223657
737.7352	0.357452486	-0.947547417
1642.736	0.357936965	0.946566888
129.9785	0.358319697	-0.945792931
184.995	0.358431139	0.94556768
476.2531	0.35917654	0.944062294
752.128	0.359370573	-0.943670784
135.0567	0.359703827	0.9429987
781.1066	0.35987414	0.942655392
115.9787	0.360877289	0.940635552
173.0913	0.361057493	0.940273121
191.8956	0.361380826	0.939623136
861.1471	0.361569788	0.939243457
100.5093	0.361643592	0.939095201
243.1206	0.361706357	-0.938969137
1397.444	0.362104328	-0.938170152
729.3499	0.362175734	0.938026857
166.613	0.362606783	-0.937162261
729.3773	0.362975097	0.936424056
739.1777	0.363330571	0.935712075
115.111	0.364148251	0.934076146
788.2958	0.364471801	-0.933429517
132.0863	0.364635475	0.933102556
162.1118	0.364679534	-0.933014561
162.9288	0.36518908	0.931997401
191.1069	0.365753339	0.930872158
261.8866	0.366064257	0.930252634
836.3152	0.366089434	-0.930202481
484.8258	0.366444099	-0.929496261
771.4053	0.367015006	0.928360432
999.8434	0.367664458	-0.927069804
930.8266	0.367677003	0.927044889
198.0002	0.368102768	-0.926199647
109.0101	0.368794619	-0.924827586
299.0358	0.36916226	-0.924099204
169.9836	0.369570079	0.923291796
754.1801	0.369800991	0.922834903
805.9935	0.37001138	-0.922418786
223.9425	0.370722762	0.921012974
369.2474	0.370999966	-0.920465669
758.1329	0.371539284	0.919401648
706.8742	0.371977481	0.918537902
826.6381	0.372163716	0.918171016
1655.69	0.372354752	0.917794802
184.1687	0.372713236	-0.917089181
295.9876	0.372899149	0.916723421
756.0391	0.373266852	0.916000376
142.9607	0.373379835	-0.915778307
246.1311	0.374096676	0.9143704
148.9765	0.374630518	0.9133231
697.4851	0.374743776	-0.913101039
115.0747	0.374961316	0.912674643
275.1455	0.375201311	0.912204426
519.3127	0.375807862	-0.911016935
137.0243	0.375995539	0.910649768
364.0902	0.376036693	-0.910569272
1607.066	0.376391599	-0.909875331
274.169	0.376558543	0.909549064
193.1306	0.376820477	0.909037347
210.9854	0.376987489	-0.908711197
201.1265	0.377396333	-0.907913193
695.1212	0.378328674	-0.906095585
812.8268	0.378504293	0.905753553
195.1216	0.378848384	0.905083718
789.3395	0.379152131	0.90449276
219.1739	0.380007166	-0.90283095
1607.621	0.380659983	-0.90156386
284.2935	0.38077232	0.901345964
807.7121	0.380795676	0.901300667
171.9755	0.380869782	-0.901156957
176.1264	0.381228021	0.900462508
330.2635	0.381310683	-0.900302331
464.857	0.381374077	0.900179505
727.0679	0.381449907	-0.900032601
792.7477	0.382371212	0.898249356
721.4858	0.38281738	-0.897386807
964.7917	0.383335712	0.896385595
793.4117	0.383940376	-0.895218769
515.1538	0.384402231	0.894328356
770.6141	0.384978854	-0.893217685
284.205	0.38520335	0.892785571
158.0261	0.385301388	-0.892596918
704.3643	0.386720272	0.889870176
726.5146	0.387176189	0.888995437
921.8535	0.387489149	-0.888395379
109.9887	0.387979486	-0.887455878
111.0197	0.388439677	0.886574856
371.0964	0.388596537	-0.886274712
136.0381	0.388921711	-0.885652766
399.3452	0.389025454	0.885454412
168.9925	0.389067262	-0.885374487
339.1751	0.389557841	-0.884437066
915.3564	0.389933417	0.883719929
236.0271	0.39009458	-0.883412342
130.0075	0.390426684	0.88277877
837.7898	0.391018682	0.881650274
755.9736	0.391136481	-0.881425856
755.1754	0.391425649	-0.880875153
707.0793	0.391699609	0.880353661
294.9855	0.391894271	0.879983266
940.0354	0.392099254	0.879593361
614.4082	0.392453562	-0.878919744
750.7733	0.392631255	0.878582061
695.0804	0.392752953	0.878350849
1180.594	0.392889986	-0.878090558
209.0363	0.393010969	0.877860806
746.4592	0.393608173	-0.876727369
876.3734	0.394375702	-0.875272346
129.9505	0.39449722	-0.875042155
349.1815	0.394957586	0.874170507
823.423	0.395273656	0.873572456
99.98674	0.39615002	-0.871915902
142.9906	0.396540866	0.871177883
171.9924	0.396705488	0.870867179
162.0906	0.397370876	-0.869612205
442.0516	0.397436568	-0.869488379
905.9021	0.397886131	-0.868641348
1112.729	0.398138925	-0.868165331
794.2359	0.398645884	-0.867211314
859.7302	0.398926667	0.86668327
793.1487	0.399118826	-0.866322034
821.7214	0.399326736	0.865931318
183.9319	0.399994317	-0.864677668
116.096	0.400094721	-0.864489239
186.9874	0.400739215	0.863280451
637.4133	0.400804523	0.863158032
213.9815	0.400918984	0.862943512
299.2179	0.40121166	0.862395163
160.9665	0.40137454	0.862090112
168.0154	0.401801716	-0.861290455
293.0771	0.401980474	-0.860955994
453.325	0.402303363	0.860352107
150.0259	0.402378138	0.860212303
310.1122	0.402593945	0.859808914
723.4882	0.402804518	-0.859415444
849.236	0.403404598	-0.858294899
228.9546	0.403793793	0.857568729
168.08	0.404005301	-0.857174284
130.0491	0.404480677	0.856288242
693.0256	0.404872769	0.855557945
253.1427	0.405003095	0.855315307
114.0648	0.405592294	-0.854218986
762.2992	0.405932459	0.853586518
318.078	0.406540914	0.852456082
209.5201	0.407026628	0.851554478
837.6659	0.407498765	-0.85067875
704.784	0.407792462	-0.850134331
105.1035	0.408015176	0.849721661
112.9862	0.408553033	-0.848725666
863.6584	0.408828853	0.848215238
742.4491	0.409009934	-0.847880255
364.929	0.409631359	0.846731412
1633.339	0.409695653	0.846612615
193.9202	0.409791704	0.846435163
951.5177	0.410285818	-0.845522725
132.9033	0.410825557	-0.844526853
113.0592	0.411064672	0.844085934
1125.105	0.41142998	-0.843412643
741.4541	0.411531534	0.84322554
260.0945	0.411928066	-0.842495256
713.8744	0.412118551	-0.842144608
1083.353	0.412149317	-0.842087984
176.9359	0.413402574	0.839783695
209.0225	0.413766622	-0.839115192
746.9729	0.41413697	-0.838435511
205.5618	0.414386611	0.837977579
972.8027	0.414908281	0.837021226
797.0923	0.415026587	0.83680445
706.6562	0.415434468	-0.836057383
261.11	0.415930932	-0.835148707
1280.961	0.416499859	-0.834108267
143.5192	0.416699483	0.833743416
771.7412	0.416833466	-0.833498601
152.5307	0.417362585	-0.832532284
186.1086	0.41799671	0.831375239
313.0109	0.418198493	-0.831007297
261.8487	0.41828403	0.830851359
734.6592	0.418507622	-0.830443837
731.5729	0.419013967	-0.829521484
207.1733	0.419367242	0.828878387
624.845	0.419583703	0.828484517
1185.009	0.419712919	0.82824946
810.3079	0.420625364	0.826590951
826.8371	0.421365144	0.825247984
678.461	0.42163392	-0.824760436
730.9635	0.422056922	-0.823993531
126.9716	0.422268463	-0.823610192
108.9504	0.422391867	-0.823386625
855.5965	0.42287722	-0.822507733
311.9152	0.423019666	0.822249912
748.0301	0.423529254	0.82132803
184.1111	0.423649614	-0.821110393
266.0224	0.423733511	-0.820958714
858.3923	0.424274066	0.819981889
135.9049	0.424346339	-0.819851348
1354.903	0.424521878	-0.819534341
739.3732	0.424749228	0.819123895
196.9994	0.425286232	-0.818154972
424.1687	0.425320483	0.818093199
769.2527	0.426037143	-0.816801404
106.0409	0.426599492	0.815788732
625.3764	0.426944314	-0.815168201
926.7927	0.427222309	-0.814668165
206.8933	0.4272999	-0.814528637
271.1863	0.427577418	-0.814029722
539.1591	0.42775935	0.813702762
250.1173	0.428069074	-0.813146343
680.1064	0.428168212	0.812968297
191.9461	0.428709187	0.811997195
106.1069	0.429002393	0.811471188
134.5333	0.429069979	-0.811349972
403.9881	0.429622204	-0.810360013
148.0179	0.42973708	0.81015418
787.7379	0.429970863	-0.809735396
246.9451	0.43025794	0.809221346
161.547	0.430735776	-0.808366199
234.9458	0.431166212	-0.807596397
362.304	0.431512553	-0.806977346
767.6089	0.432153264	-0.80583297
108.0677	0.432211708	0.805728637
718.5311	0.432760273	-0.804749782
678.3537	0.432992509	0.804335619
907.8212	0.433168138	-0.804022501
140.9269	0.433838258	0.802828525
290.0989	0.434522846	0.801609976
183.9612	0.434969553	-0.800815504
748.4597	0.435022752	-0.800720925
