m.z	p.value	t.score
188.1639	0.725421935	-0.357455934
324.8386	0.725794526	-0.356948482
1041.758	0.726373825	-0.356159694
610.1829	0.726460471	0.356041736
781.975	0.726894147	-0.355451411
1492.803	0.727014355	0.355287806
729.7129	0.72756073	0.354544306
171.9507	0.72810349	-0.35380593
700.0958	0.728950791	0.352653658
646.4157	0.7292557	-0.352239125
735.0868	0.729369581	-0.352084316
758.5963	0.729456726	0.351965858
675.5173	0.729771304	0.351538288
136.0501	0.730025517	0.351192815
784.3907	0.730421878	-0.350654253
400.1317	0.730826269	0.350104891
956.84	0.731135383	0.349685036
104.03	0.731551442	-0.349120026
713.2142	0.732036017	0.348462119
250.0606	0.732257814	0.348161038
769.8142	0.732328391	-0.34806524
957.8631	0.733171997	0.346920423
805.6491	0.733326541	0.34671075
794.0393	0.733409947	-0.346597599
145.1216	0.733500359	-0.346474948
151.9562	0.733751088	-0.346134844
145.0753	0.734345745	-0.345328382
295.8892	0.734610292	0.344969687
150.0909	0.735222938	0.344139186
1173.752	0.735281241	-0.344060162
795.7488	0.73544931	-0.343832379
149.0954	0.73590864	-0.343209946
132.5162	0.736045685	-0.343024264
801.4911	0.736290403	0.34269273
758.7308	0.736735906	-0.34208928
780.3311	0.737588398	0.340934915
218.1049	0.737816203	-0.340626525
204.1366	0.738227813	-0.340069395
452.9821	0.738394341	0.339844024
145.0681	0.738828476	-0.339256572
916.8198	0.738903988	-0.339154407
383.9257	0.739257252	-0.338676495
679.8288	0.739699167	0.338078768
747.1553	0.740557973	0.336917524
143.1254	0.741300319	-0.335914139
300.896	0.741847542	-0.335174719
329.193	0.742204557	-0.334692415
844.5728	0.742640997	0.334102927
463.0089	0.742946565	-0.333690277
130.1332	0.743164811	0.333395585
234.1428	0.743375614	-0.333110974
180.0823	0.743503669	-0.332938096
802.4939	0.74367829	0.332702371
97.03522	0.743971874	0.332306099
865.7525	0.744560374	-0.331511921
568.7834	0.745038002	-0.330867527
275.9993	0.745214816	0.330629014
129.018	0.745377562	-0.330409496
115.0536	0.745702048	0.329971867
781.539	0.745926772	-0.329668824
741.6823	0.746682125	-0.328650456
177.0852	0.746945713	-0.328295171
967.537	0.747491996	0.327558987
200.0824	0.747856684	0.327067628
89.46179	0.748497781	-0.326204055
705.9382	0.748615455	0.326045573
207.9261	0.748653423	0.32599444
797.5324	0.748693341	-0.325940682
300.0393	0.748962533	-0.325578185
728.2348	0.749019697	0.325501212
744.1548	0.750084038	0.324068431
789.6045	0.750343439	0.323719341
1644.297	0.751322897	0.322401603
823.6069	0.751741688	0.321838354
754.7523	0.752045699	0.321429543
852.456	0.752279189	0.321115603
968.7555	0.752589999	0.320697754
152.0212	0.752843415	-0.320357107
942.941	0.752970468	0.320186336
179.953	0.753228977	0.319838904
135.0561	0.753257098	-0.319801112
742.8914	0.753577045	-0.319371172
294.2258	0.754101784	0.318666168
324.1997	0.754252302	-0.318463972
292.0711	0.755027531	0.317422805
840.8528	0.755129734	0.317285568
129.9337	0.755184543	-0.317211975
837.9544	0.75545001	0.316855549
743.5794	0.755537377	0.316738256
155.0461	0.755785007	0.31640583
709.722	0.756355121	-0.315640632
195.1116	0.75665687	0.315235709
200.7653	0.756862718	0.314959509
765.9116	0.757311705	-0.314357159
121.028	0.757737497	0.313786039
387.1972	0.759084079	-0.311980563
108.0383	0.759450889	0.311488935
117.07	0.759774935	0.31105469
155.9664	0.760024745	0.310719969
1660.416	0.760201164	0.310483607
747.2356	0.761358964	0.308932866
738.0658	0.762004384	0.30806874
135.5592	0.762451766	0.307469901
174.9936	0.762808367	-0.306992661
184.1036	0.763047468	0.306672712
495.2557	0.763887285	-0.305549188
137.0704	0.764371951	0.304900978
170.0265	0.76479673	-0.304332974
234.0948	0.764884346	-0.304215829
753.327	0.765746808	0.303062929
763.5472	0.76613942	-0.302538243
831.5516	0.766485687	-0.302075567
269.1345	0.767165352	-0.301167606
343.0433	0.767959819	0.300106616
740.7647	0.768088096	-0.299935339
912.0908	0.768239474	-0.299733228
828.4239	0.768444171	-0.299459951
1109.611	0.768578671	-0.299280402
1213.316	0.768692847	-0.299127992
184.1114	0.768743672	-0.299060149
727.4522	0.769445946	0.298122888
141.9579	0.769773389	-0.297685972
835.7267	0.770850074	-0.296249753
173.9152	0.771087281	-0.295933422
184.9846	0.771214413	0.295763896
177.9844	0.771504826	-0.295376675
287.1455	0.772160486	0.294502626
121.9654	0.772738262	0.2937326
338.0639	0.772931289	0.293475385
829.0083	0.77310714	0.293241077
759.0581	0.773253535	0.29304603
743.8443	0.773646869	0.292522034
982.9624	0.773840978	-0.292263475
131.1062	0.773968048	0.292094225
211.1221	0.774119265	-0.291892824
837.366	0.774932498	0.290809922
740.1244	0.775148711	0.290522073
134.0958	0.775408336	-0.290176462
216.922	0.775867093	0.289565857
214.1581	0.776189268	-0.289137112
167.1425	0.776718891	0.28843242
282.9086	0.777113606	0.28790733
1120.334	0.777533154	0.287349294
794.5375	0.777670595	0.287166506
1020.309	0.778483656	0.286085394
257.1351	0.779182194	0.285156843
157.141	0.77922468	0.285100377
371.3142	0.779489796	0.284748038
268.9775	0.77964071	-0.284547491
1614.302	0.780338041	0.283620973
268.0215	0.780422219	-0.283509147
205.1429	0.780918539	-0.282849884
1127.952	0.781316736	-0.282321052
741.6458	0.781549789	0.282011581
1638.954	0.781871551	0.28158436
788.5215	0.782127006	0.281245219
179.0108	0.782245319	-0.281088157
755.3927	0.782865431	-0.280265075
1655.266	0.783042598	-0.280029956
448.348	0.783397835	-0.27955857
125.9707	0.78373387	-0.279112724
723.3163	0.784001124	0.278758178
187.2244	0.784452283	0.278159741
251.8872	0.78482207	0.27766932
907.0157	0.784972497	-0.277469839
196.9088	0.785217701	-0.2771447
195.8963	0.785912614	-0.276223419
163.0746	0.786311408	0.27569483
160.1136	0.786653523	0.275241432
99.03292	0.787041907	0.274726787
290.0155	0.787229915	-0.274477687
707.1566	0.787574362	0.274021359
120.0232	0.787786791	-0.273739962
169.8934	0.788326224	0.273025495
879.3029	0.788560018	0.272715885
149.1298	0.788635988	0.272615285
713.3126	0.789191635	0.271879584
861.2355	0.789671747	0.27124402
785.0913	0.789853457	0.271003506
346.0506	0.790423312	0.270249343
548.8284	0.790541469	-0.270092991
858.1707	0.790885327	0.269638019
762.8102	0.791144641	0.26929495
213.9818	0.791397026	0.268961078
118.1222	0.791680957	0.268585514
1609.509	0.792050295	0.268097041
199.132	0.792096935	-0.268035362
97.03506	0.792389727	-0.267648179
350.2887	0.792744087	0.267179638
134.0696	0.792980924	0.266866522
1634.331	0.793468163	-0.266222444
994.6963	0.793893431	-0.265660379
107.9778	0.794216455	0.265233508
782.6851	0.795381199	-0.263694739
155.9928	0.796114908	0.262725759
212.1178	0.796597671	-0.262088335
273.1662	0.797367914	0.261071566
789.9113	0.797482698	0.260920068
749.0843	0.797968938	0.260278375
826.0886	0.79851393	0.259559281
87.04354	0.79866065	-0.259365714
705.6004	0.799097849	-0.258788982
700.5962	0.799433208	0.258346654
199.1319	0.799692368	0.258004867
1344.222	0.799714411	-0.257975798
704.1446	0.800155081	0.257394708
99.02062	0.800823378	0.256513633
808.429	0.800977836	0.256310027
139.1113	0.801262018	-0.255935449
194.8965	0.80163157	-0.255448403
107.4754	0.80183186	0.25518446
625.8495	0.802004947	0.254956381
161.1067	0.802378021	0.254464823
715.4951	0.802528045	-0.254267171
133.0859	0.803339471	0.253198328
443.0582	0.80365492	0.252782887
653.4081	0.8041347	-0.252151116
225.1836	0.804900098	0.251143464
847.6088	0.805290862	0.250629125
208.1616	0.805451449	0.250417774
757.0442	0.806194406	-0.249440112
394.1968	0.806513906	-0.249019758
762.656	0.806998587	0.248382169
111.5214	0.80751392	-0.247704376
145.043	0.807698484	0.247461657
721.7159	0.8082794	0.246697799
177.9568	0.808389391	-0.246553186
139.9233	0.808553351	-0.246337627
705.0537	0.808642593	-0.246220306
650.3958	0.809140239	-0.245566143
856.7608	0.809174917	0.245520562
225.9105	0.809468647	0.245134507
509.2916	0.809586798	-0.24497923
100.0134	0.809811655	-0.244683734
728.3965	0.809984468	0.244456647
768.6526	0.810194056	0.244181253
751.3926	0.811417251	-0.242574393
258.1689	0.811820524	0.242044776
798.2477	0.812114064	0.241659316
196.9739	0.812407757	-0.241273693
663.1563	0.81256592	-0.241066038
693.0593	0.812653592	0.240950937
112.9779	0.81289174	0.240638299
224.1575	0.81299222	-0.240506397
90.5256	0.813150759	-0.24029829
846.4279	0.813307751	-0.240092225
786.156	0.814241967	-0.238866207
716.3089	0.814441628	-0.238604231
728.5146	0.814532339	0.238485214
354.9307	0.815286143	0.237496332
796.5839	0.815469806	-0.237255429
800.8123	0.815723588	-0.23692258
588.4288	0.815878268	-0.236719722
648.4356	0.81621285	0.236280962
329.155	0.816572661	0.235809173
152.1175	0.816719494	-0.235616659
125.0375	0.818678874	0.233048584
192.9172	0.819059063	-0.232550476
857.6642	0.819251449	-0.232298442
185.1165	0.820020933	-0.231290546
105.9807	0.820488573	-0.230678135
874.5854	0.820597644	-0.230535312
275.8885	0.821134866	0.229831915
120.055	0.821434286	0.229439932
90.0544	0.822436696	0.228127902
1660.188	0.823037237	0.227342069
799.0423	0.823179383	-0.227156086
702.4805	0.823508963	-0.2267249
642.8166	0.823665757	0.226519783
827.3332	0.823763139	-0.226392394
867.2334	0.823812356	-0.226328013
790.3932	0.823879854	0.226239719
164.0626	0.824137859	-0.225902244
778.0447	0.824452942	0.225490147
392.2185	0.825165944	-0.224557759
763.0499	0.825215783	-0.224492592
917.2476	0.825475252	-0.224153343
722.7102	0.826779902	0.22244796
286.9068	0.82689141	-0.222302234
824.116	0.827142988	0.221973472
105.9579	0.82738802	-0.221653289
419.0468	0.827580805	0.221401394
160.9274	0.82767861	0.221273607
314.1457	0.827764059	0.221161966
203.9035	0.827974576	-0.220886934
98.96073	0.827994506	-0.220860898
368.1238	0.828494665	-0.220207535
775.9829	0.828750631	-0.219873204
181.1218	0.829295184	-0.219162018
791.7576	0.829740735	0.218580217
245.164	0.830148127	-0.218048312
95.02359	0.830253933	0.21791018
819.437	0.83071147	0.2173129
719.9324	0.831173866	-0.216709362
106.0227	0.832289691	0.215253284
213.1432	0.832620567	-0.214821606
1278.575	0.83289983	0.214457299
984.2667	0.833170603	-0.214104095
822.0061	0.83406008	0.212944036
138.0272	0.834400291	-0.212500411
778.168	0.834643151	0.212183757
156.1012	0.835265218	0.211372774
981.8869	0.83572562	-0.210772647
112.0613	0.835925437	-0.210512213
121.52	0.836397492	0.209897015
419.9868	0.836759608	-0.209425151
638.8454	0.837087515	-0.208997907
714.2817	0.837729117	-0.208162051
343.2068	0.83795845	-0.207863322
724.1734	0.838398038	-0.207290771
303.875	0.838829966	0.206728264
470.2932	0.838874435	-0.206670357
223.9412	0.839491416	-0.205866985
717.2639	0.839763723	0.205512458
1142.742	0.839897118	0.205338796
919.8549	0.840327072	-0.204779101
164.9306	0.840550536	-0.204488231
785.3118	0.840820642	0.204136675
215.1248	0.841346601	-0.203452192
1609.814	0.841593205	0.203131296
772.6443	0.841987711	-0.202617988
116.0797	0.842623836	-0.201790416
220.1139	0.843079703	0.201197443
784.7616	0.843352966	0.20084203
377.1406	0.843754698	0.200319576
139.9873	0.844468585	0.199391305
679.4639	0.844816248	0.198939302
331.214	0.845004245	-0.198694902
129.054	0.845465509	-0.198095304
327.0107	0.847086948	-0.195988184
783.1503	0.847645567	-0.195262453
733.0832	0.84784272	0.195006348
546.1975	0.848114181	-0.194653736
803.0763	0.848260933	-0.194463124
212.1425	0.848396801	0.194286657
811.5689	0.848669516	0.19393247
729.1196	0.8487399	0.193841063
300.8822	0.849268542	0.193154577
284.093	0.849565916	0.192768455
192.074	0.849904352	0.192329053
776.0486	0.85015907	0.19199837
454.0786	0.850468678	0.191596458
96.08022	0.850665641	0.191340791
175.0893	0.85128914	0.190531548
735.5876	0.851402653	0.190384233
100.9515	0.851514694	0.190238833
191.1633	0.85196458	0.189655041
788.4723	0.852604527	-0.188824733
735.6911	0.852906697	-0.188432728
89.50633	0.853337218	-0.187874264
222.1689	0.853792811	0.187283345
783.2895	0.853894241	-0.187151797
738.8757	0.854173984	0.186789006
831.3058	0.854484693	-0.186386085
190.9659	0.855038198	-0.185668393
722.7585	0.85542968	-0.185160846
733.6934	0.856140161	-0.184239853
1025.484	0.856573466	0.183678242
272.2575	0.856687513	0.183530436
805.5853	0.85754642	-0.182417414
154.1219	0.859137877	-0.180355742
150.0849	0.859189518	0.180288857
219.1947	0.859463168	0.17993444
480.8335	0.860260437	-0.178901997
247.0099	0.861043161	-0.177888588
137.9637	0.861531245	0.177256753
151.0753	0.861870953	-0.176817037
685.3776	0.862108444	-0.176509652
187.1114	0.862485051	0.176022246
375.9954	0.863109236	0.175214521
628.3827	0.863336366	-0.174920634
183.0772	0.863511231	-0.174694384
153.0885	0.863754959	-0.174379052
808.123	0.86400446	-0.174056269
827.4374	0.864063168	-0.173980321
156.0496	0.864783622	0.173048383
829.0932	0.864790114	-0.173039985
198.8611	0.865029211	-0.172730738
251.1286	0.865112353	-0.172623207
730.5328	0.86556902	0.172032616
222.9441	0.866019011	0.171450723
776.504	0.866306608	0.171078856
757.1618	0.866407654	0.170948208
774.5684	0.866450336	-0.170893023
340.8666	0.866704435	-0.170564502
737.6743	0.86707145	-0.170090028
727.3416	0.867731091	0.169237351
446.9815	0.868390997	0.168384462
744.9537	0.868586217	0.168132177
791.9265	0.868773189	-0.167890562
727.2552	0.869434031	0.167036668
141.9579	0.870111037	-0.166162023
137.9979	0.87079945	0.165272778
768.4053	0.870937974	-0.165093859
811.3179	0.871210089	0.164742409
305.156	0.871764685	-0.164026188
744.0723	0.87181299	-0.163963809
255.028	0.872144449	-0.163535801
112.0389	0.872735637	-0.162772486
861.5828	0.873014907	-0.162411942
163.0384	0.873119102	0.162277429
213.5447	0.873195442	0.162178877
195.0866	0.873738572	-0.161477773
1644.164	0.874138497	0.16096158
1661.836	0.874352086	-0.160685914
739.2123	0.874478046	0.160523352
743.3476	0.874570961	-0.16040344
221.0134	0.874615644	0.160345775
750.6172	0.874682356	-0.160259682
167.0331	0.875125821	0.159687413
192.1014	0.876336759	-0.15812504
751.1419	0.876972684	-0.157304722
169.0454	0.877187711	-0.157027372
725.9426	0.878555186	-0.155263846
785.7872	0.879000415	0.15468978
208.0659	0.879590537	-0.153928976
217.0005	0.879947175	-0.153469232
243.0368	0.880499303	0.15275755
748.7578	0.880698155	-0.152501254
699.4957	0.880868618	0.152281556
839.9552	0.881019897	0.152086589
572.3621	0.8811989	-0.151855901
206.9943	0.881466564	0.151510967
120.044	0.881984534	-0.150843523
1659.175	0.882154859	-0.150624062
205.0854	0.882418746	-0.150284061
164.106	0.883070952	0.14944382
626.8445	0.883847415	0.148443643
165.9821	0.883906973	0.148366931
193.158	0.884438795	-0.14768198
253.9068	0.885034691	-0.146914594
730.6569	0.885654297	0.14611677
1365.624	0.886093768	-0.145550954
533.0146	0.88648578	-0.145046283
285.1294	0.886732298	-0.144728939
226.2159	0.887093561	0.144263911
141.1269	0.887244284	0.144069907
98.47004	0.887494728	-0.143747556
174.9906	0.887540617	-0.143688495
782.2095	0.88764205	-0.143557944
155.0427	0.887794674	-0.143361513
711.7925	0.888147273	-0.142907733
162.9975	0.888356052	0.142639057
1702.599	0.888684203	0.142216784
538.3275	0.889278967	-0.141451498
137.9691	0.889800491	0.140780522
313.9529	0.890053063	-0.140455594
131.0628	0.89018758	0.140282547
289.1212	0.89067377	-0.139657138
111.0198	0.890812761	0.139478358
780.9935	0.891304836	0.138845454
824.5743	0.891581564	-0.138489553
846.5379	0.892807284	-0.136913376
921.4949	0.893028221	0.136629308
162.0111	0.893758225	-0.135690792
742.8105	0.894367655	-0.134907386
107.0648	0.895004394	0.134088971
871.1655	0.895323662	0.133678644
172.1454	0.896152837	-0.132613089
154.0732	0.896201598	-0.132550432
839.549	0.896830405	-0.131742481
247.0092	0.897339499	0.131088414
210.1266	0.897806321	0.13048871
865.3533	0.898051877	-0.130173277
741.5328	0.898189659	0.129996291
767.3283	0.898472568	-0.1296329
732.5945	0.898696842	0.129344838
117.954	0.898801357	-0.129210601
178.9235	0.899482098	-0.128336327
193.9463	0.899893398	0.127808147
126.0213	0.900533762	0.126985882
746.5098	0.901111595	0.12624399
249.9366	0.901511556	-0.125730515
791.6247	0.901828768	0.1253233
110.0597	0.902226744	-0.124812435
930.1169	0.902730905	-0.124165316
160.0614	0.902781097	-0.124100895
804.7724	0.903044357	-0.123763011
189.4768	0.903165995	0.123606898
745.4479	0.903603679	-0.123045191
815.7061	0.904246919	0.122219756
166.4741	0.904629272	0.121729146
335.1242	0.904910024	-0.121368923
164.1429	0.905759536	0.120279046
118.0537	0.906461632	-0.11937841
235.1689	0.906537688	-0.119280853
274.0913	0.906576548	0.119231007
777.265	0.906704	-0.119067529
590.4074	0.907342169	0.118249018
888.5981	0.90745768	-0.118100874
1295.977	0.90839574	-0.1168979
697.4313	0.909018724	0.116099082
757.7189	0.909481595	0.115505618
197.9919	0.909737201	0.115177915
762.2736	0.909989673	0.114854243
726.9778	0.910160523	-0.114635219
265.9972	0.910737546	-0.113895535
772.2042	0.91130096	-0.113173362
1641.966	0.911867426	0.112447339
199.899	0.912076335	0.112179601
119.485	0.912251398	0.111955248
127.489	0.912982813	-0.111017963
772.2611	0.913329695	-0.110573482
157.1216	0.913397354	-0.110486788
766.7741	0.913741929	0.11004529
138.1021	0.91399582	-0.109719997
1246.941	0.914748664	-0.108755506
122.9607	0.915019985	-0.108407934
962.8078	0.915493182	0.107801786
724.3782	0.91604077	0.107100398
845.089	0.916258961	0.10682094
701.2062	0.916597981	-0.106386743
1633.054	0.916711825	-0.106240942
178.0853	0.916988885	-0.105886121
764.6458	0.9179901	-0.104604016
744.3815	0.918040878	0.104538998
151.9898	0.918400712	-0.10407826
136.1114	0.918595811	0.103828463
950.8647	0.918826564	0.103533023
1616.63	0.919162785	0.103102568
117.5486	0.91927838	0.102954579
965.0689	0.919596719	-0.102547042
350.8939	0.919978225	0.102058665
1661.535	0.920558271	-0.101316177
106.0407	0.920821334	-0.100979463
145.9287	0.920977571	0.10077949
601.8849	0.921126876	-0.100588393
110.9508	0.922294163	-0.099094504
938.0857	0.922555955	0.098759496
710.6497	0.922839288	0.098396937
150.065	0.922961578	-0.098240455
137.1068	0.923217512	-0.097912973
344.1332	0.923487996	0.097566885
746.0536	0.92363576	0.097377824
689.1081	0.923965504	0.096955937
160.096	0.924121232	0.0967567
895.1132	0.924364892	0.09644497
709.0831	0.925394283	0.095128115
99.51166	0.925808553	-0.094598206
769.0231	0.925930391	0.094442365
939.0931	0.926251973	-0.094031043
707.2152	0.926689474	0.093471482
109.0408	0.927212416	0.092802683
173.0294	0.927500937	0.092433706
121.0185	0.928051527	-0.091729621
844.0025	0.928214462	0.091521272
251.0958	0.929008327	-0.090506195
306.2626	0.92925135	0.090195473
141.006	0.930210189	-0.088969621
812.5826	0.930290261	-0.088867258
154.9513	0.930484593	0.088618829
231.0554	0.93067282	-0.088378209
880.8531	0.931121045	-0.087805245
689.5937	0.931495678	0.087326378
199.028	0.932041636	-0.086628554
839.8125	0.932431036	0.086130864
115.5267	0.933092911	-0.085284978
232.9726	0.933434667	0.084848235
382.1235	0.933771821	0.084417388
752.3222	0.934163016	-0.083917506
142.9905	0.934384305	-0.083634744
179.1422	0.934915327	-0.082956237
398.0266	0.935193045	0.082601403
694.3566	0.935513332	0.082192192
88.96533	0.935933783	-0.08165503
251.1631	0.936520941	0.080904928
805.1486	0.936556157	-0.080859941
237.9391	0.936852234	-0.080481719
1028.786	0.937182744	-0.080059524
922.8537	0.938214395	0.078741788
185.1061	0.938385353	0.078523435
411.1085	0.939568732	0.077012102
268.174	0.940289386	-0.076091822
722.8381	0.940882972	0.07533386
319.1347	0.941081417	0.075080472
1111.178	0.941619117	-0.074393925
229.9737	0.941906333	-0.074027217
756.1255	0.942475846	-0.073300113
871.5911	0.943207837	0.072365632
205.1579	0.943332347	-0.072206685
327.2128	0.943599759	0.071865319
717.9493	0.943766533	-0.071652428
747.0178	0.944278703	-0.070998653
182.153	0.944399792	0.070844088
174.0574	0.944785424	0.070351864
716.4383	0.945124368	0.069919246
703.9376	0.945375607	-0.069598581
731.3337	0.946450998	-0.06822611
782.2958	0.946749927	0.067844625
157.9873	0.9469433	-0.067597853
1624.314	0.947195317	-0.06727625
116.0419	0.947779183	0.066531197
505.2381	0.947950627	0.06631243
142.9844	0.948261189	0.065916154
196.1534	0.948529862	0.065573337
927.624	0.948904468	0.065095366
290.074	0.948953412	0.065032918
132.9293	0.949272899	0.064625291
197.0956	0.949762642	0.064000458
305.8723	0.950346037	-0.063256175
790.2391	0.950522197	-0.063031441
717.7785	0.95084579	0.06261863
816.3958	0.95147654	0.061814009
521.8585	0.951759598	-0.061452938
748.3108	0.952596464	0.060385473
504.2828	0.95264143	0.060328119
713.6337	0.953038607	0.059821527
236.1718	0.953146282	-0.059684192
761.2166	0.953315325	0.059468588
801.7227	0.953667685	-0.059019183
738.9345	0.954677238	0.057731656
738.8293	0.9548717	-0.057483661
164.9853	0.955058399	-0.05724557
870.4373	0.95581456	-0.056281299
841.3172	0.955886436	-0.056189644
782.5847	0.95675563	-0.055081307
786.6171	0.956863669	0.054943548
144.0652	0.957391386	0.054270679
233.1529	0.957487536	0.054148085
668.4851	0.958026171	0.053461326
630.4071	0.958293061	-0.053121053
764.3482	0.958770169	0.052512776
851.1242	0.959146729	-0.052032704
129.1018	0.959480802	0.05160681
330.1588	0.959962414	0.05099284
282.0697	0.960027774	-0.05090952
330.3357	0.960445862	0.050376553
833.5349	0.96047738	0.050336375
715.7211	0.960949303	-0.0497348
296.1611	0.961169343	-0.049454314
179.106	0.961414571	0.049141726
1292.165	0.961572488	-0.048940435
1624.015	0.961865093	-0.048567467
149.1318	0.962069356	0.048307107
188.129	0.962334717	0.047968877
161.1319	0.963241585	0.046813021
227.0321	0.963813066	0.04608467
690.9269	0.964144232	0.045662611
486.3627	0.964497243	-0.045212723
1630.661	0.965955268	0.043354665
172.9925	0.966051642	-0.043231856
790.081	0.966281157	0.042939387
745.1392	0.966878381	0.042178365
185.0226	0.967021471	0.041996035
845.9783	0.967294817	-0.041647732
96.92132	0.967631056	-0.041219296
863.4005	0.967940937	-0.040824453
704.0818	0.968235233	-0.040449474
600.3938	0.968609503	0.039972605
125.9855	0.96868803	-0.039872553
647.4385	0.968988815	-0.039489321
1504.312	0.969516914	0.038816483
89.04158	0.969658836	0.038635667
111.9838	0.969836367	0.038409485
679.5271	0.970063328	-0.038120331
302.0662	0.970487612	-0.037579789
149.0596	0.970789836	-0.037194761
99.01317	0.971299155	-0.03654591
710.8037	0.971613775	0.036145106
125.0957	0.971951971	0.035714274
163.0857	0.972228211	0.035362374
137.9637	0.972480498	-0.035040991
328.0315	0.973136694	0.034205097
766.7057	0.973468682	0.033782204
304.8903	0.973819167	0.033335755
143.9581	0.97439717	0.032599512
225.1376	0.975008573	-0.031820742
106.0645	0.975822849	0.030783598
757.5224	0.976231957	0.030262531
172.9555	0.976382593	0.030070672
963.0989	0.976802561	-0.029535786
929.4865	0.977453813	0.028706343
952.5465	0.977846844	-0.028205784
759.111	0.978534466	0.027330056
954.3418	0.978636382	-0.027200263
1071.586	0.979344406	-0.026298578
710.5635	0.979691005	-0.025857185
205.9611	0.980030691	-0.025424601
159.0264	0.980622268	0.02467125
266.1396	0.981464273	0.023599014
785.9119	0.981823252	0.023141887
361.2179	0.982076749	-0.022819085
764.6023	0.982323441	0.02250495
1500.673	0.982814005	0.02188028
419.3133	0.982890602	0.021782745
829.9744	0.983321882	-0.021233575
204.9661	0.983686573	-0.0207692
307.871	0.98453321	-0.019691165
104.9547	0.985208549	0.018831263
278.1217	0.985381751	-0.018610729
430.8855	0.985532411	-0.018418898
407.0521	0.985587321	-0.018348984
806.55	0.985794793	0.018084817
134.0344	0.9859016	-0.017948824
484.8263	0.986533133	-0.017144726
917.4744	0.98678818	0.016819992
182.1894	0.987092889	-0.016432029
1037.036	0.987517805	0.015891019
804.592	0.987849552	-0.015468638
715.6759	0.987977931	-0.015305187
116.1065	0.988344112	-0.014838968
173.0451	0.988431787	0.014727341
134.5145	0.988802937	0.0142548
589.1464	0.98882502	0.014226685
809.7156	0.989682586	0.013134863
137.1068	0.990116893	-0.012581924
143.0391	0.990260763	0.012398757
130.9567	0.990530503	0.01205534
187.0929	0.990712688	0.011823395
722.1752	0.991412001	0.010933081
159.9285	0.991831582	0.010398906
784.4927	0.992324602	0.009771239
317.9488	0.992630783	-0.00938144
136.9437	0.9926985	-0.009295229
833.6167	0.992803158	-0.00916199
778.5222	0.992901235	0.009037128
834.3346	0.9930566	0.008839335
875.1586	0.993138119	-0.008735554
749.6339	0.993194532	0.008663735
163.0172	0.993675195	0.00805181
1623.251	0.994268785	-0.007296123
161.9296	0.994655414	0.006803917
799.53	0.995258977	0.006035542
331.0204	0.995692863	-0.005483178
723.6643	0.996300291	-0.004709889
296.0954	0.996806393	0.004065596
133.0993	0.996867347	0.003987998
749.6752	0.997247811	-0.003503649
616.8154	0.997450452	0.003245678
277.1787	0.998007648	-0.002536342
832.1622	0.998407804	0.002026928
834.1191	0.998418386	0.002013456
138.9059	0.998583987	-0.00180264
1641.631	0.998969462	0.001311914
758.4009	0.999240275	0.000967159
263.0127	0.999575246	-0.000540729
731.7187	0.999720353	0.000356001
