"gene","edge","net"
"K01810","edg16380","ko01100"
"K06859","edg16380","ko01100"
"K13810","edg16380","ko01100"
"K15916","edg16380","ko01100"
"K01810","edg16381","ko01100"
"K06859","edg16381","ko01100"
"K13810","edg16381","ko01100"
"K15916","edg16381","ko01100"
"K01810","edg16382","ko01100"
"K06859","edg16382","ko01100"
"K13810","edg16382","ko01100"
"K15916","edg16382","ko01100"
"K01810","edg16383","ko01100"
"K06859","edg16383","ko01100"
"K13810","edg16383","ko01100"
"K15916","edg16383","ko01100"
"K01810","edg16384","ko01100"
"K06859","edg16384","ko01100"
"K13810","edg16384","ko01100"
"K15916","edg16384","ko01100"
"K01810","edg16385","ko01100"
"K06859","edg16385","ko01100"
"K13810","edg16385","ko01100"
"K15916","edg16385","ko01100"
"K01810","edg16386","ko01100"
"K06859","edg16386","ko01100"
"K13810","edg16386","ko01100"
"K15916","edg16386","ko01100"
"K01810","edg16387","ko01100"
"K06859","edg16387","ko01100"
"K13810","edg16387","ko01100"
"K15916","edg16387","ko01100"
"K01810","edg16388","ko01100"
"K06859","edg16388","ko01100"
"K13810","edg16388","ko01100"
"K15916","edg16388","ko01100"
"K01810","edg16389","ko01100"
"K06859","edg16389","ko01100"
"K13810","edg16389","ko01100"
"K15916","edg16389","ko01100"
"K02851","edg16390","ko01100"
"K02851","edg16391","ko01100"
"K02851","edg16392","ko01100"
"K02851","edg16393","ko01100"
"K02851","edg16394","ko01100"
"K02851","edg16395","ko01100"
"K02851","edg16396","ko01100"
"K02851","edg16397","ko01100"
"K02851","edg16398","ko01100"
"K02851","edg16399","ko01100"
"K02851","edg16400","ko01100"
"K02851","edg16401","ko01100"
"K02851","edg16402","ko01100"
"K02851","edg16403","ko01100"
"K02851","edg16404","ko01100"
"K02851","edg16405","ko01100"
"K02851","edg16406","ko01100"
"K02851","edg16407","ko01100"
"K02851","edg16408","ko01100"
"K02851","edg16409","ko01100"
"K02851","edg16410","ko01100"
"K02851","edg16411","ko01100"
"K02851","edg16412","ko01100"
"K02851","edg16413","ko01100"
"K02851","edg16414","ko01100"
"K02851","edg16415","ko01100"
"K02851","edg16416","ko01100"
"K02851","edg16417","ko01100"
"K02851","edg16418","ko01100"
"K02851","edg16419","ko01100"
"K02851","edg16420","ko01100"
"K02851","edg16421","ko01100"
"K02851","edg16422","ko01100"
"K02851","edg16423","ko01100"
"K02851","edg16424","ko01100"
"K02851","edg16425","ko01100"
"K02851","edg16426","ko01100"
"K02851","edg16427","ko01100"
"K16870","edg16428","ko01100"
"K16649","edg16429","ko01100"
"K16649","edg16430","ko01100"
"K16650","edg16431","ko01100"
"K13686","edg16432","ko01100"
"K09844","edg16433","ko01100"
"K10247","edg16434","ko01100"
"K10205","edg16434","ko01100"
"K10248","edg16434","ko01100"
"K10249","edg16434","ko01100"
"K10244","edg16434","ko01100"
"K10203","edg16434","ko01100"
"K10250","edg16434","ko01100"
"K15397","edg16434","ko01100"
"K10245","edg16434","ko01100"
"K10246","edg16434","ko01100"
"K10251","edg16435","ko01100"
"K10703","edg16436","ko01100"
"K10258","edg16437","ko01100"
"K10011","edg16438","ko01100"
"K07806","edg16439","ko01100"
"K10011","edg16440","ko01100"
"K10012","edg16441","ko01100"
"K13014","edg16442","ko01100"
"K12339","edg16443","ko01100"
"K22846","edg16443","ko01100"
"K13668","edg16444","ko01100"
"K14335","edg16445","ko01100"
"K13669","edg16446","ko01100"
"K13668","edg16447","ko01100"
"K22311","edg16448","ko01100"
"K22311","edg16449","ko01100"
"K00632","edg16450","ko01100"
"K07513","edg16450","ko01100"
"K08256","edg16451","ko01100"
"K08256","edg16452","ko01100"
"K08256","edg16453","ko01100"
"K08256","edg16454","ko01100"
"K08256","edg16455","ko01100"
"K08256","edg16456","ko01100"
"K08256","edg16457","ko01100"
"K08256","edg16458","ko01100"
"K08256","edg16459","ko01100"
"K08256","edg16460","ko01100"
"K08256","edg16461","ko01100"
"K08256","edg16462","ko01100"
"K08256","edg16463","ko01100"
"K04020","edg16464","ko01100"
"K13788","edg16464","ko01100"
"K00625","edg16464","ko01100"
"K15024","edg16464","ko01100"
"K04020","edg16465","ko01100"
"K13788","edg16465","ko01100"
"K00625","edg16465","ko01100"
"K15024","edg16465","ko01100"
"K04020","edg16466","ko01100"
"K13788","edg16466","ko01100"
"K00625","edg16466","ko01100"
"K15024","edg16466","ko01100"
"K04020","edg16467","ko01100"
"K13788","edg16467","ko01100"
"K00625","edg16467","ko01100"
"K15024","edg16467","ko01100"
"K04020","edg16468","ko01100"
"K13788","edg16468","ko01100"
"K00625","edg16468","ko01100"
"K15024","edg16468","ko01100"
"K04020","edg16469","ko01100"
"K13788","edg16469","ko01100"
"K00625","edg16469","ko01100"
"K15024","edg16469","ko01100"
"K04020","edg16470","ko01100"
"K13788","edg16470","ko01100"
"K00625","edg16470","ko01100"
"K15024","edg16470","ko01100"
"K04020","edg16471","ko01100"
"K13788","edg16471","ko01100"
"K00625","edg16471","ko01100"
"K15024","edg16471","ko01100"
"K04020","edg16472","ko01100"
"K13788","edg16472","ko01100"
"K00625","edg16472","ko01100"
"K15024","edg16472","ko01100"
"K04020","edg16473","ko01100"
"K13788","edg16473","ko01100"
"K00625","edg16473","ko01100"
"K15024","edg16473","ko01100"
"K04020","edg16474","ko01100"
"K13788","edg16474","ko01100"
"K00625","edg16474","ko01100"
"K15024","edg16474","ko01100"
"K04020","edg16475","ko01100"
"K13788","edg16475","ko01100"
"K00625","edg16475","ko01100"
"K15024","edg16475","ko01100"
"K04020","edg16476","ko01100"
"K13788","edg16476","ko01100"
"K00625","edg16476","ko01100"
"K15024","edg16476","ko01100"
"K00158","edg16477","ko01100"
"K00158","edg16478","ko01100"
"K00158","edg16479","ko01100"
"K00158","edg16480","ko01100"
"K00158","edg16481","ko01100"
"K00158","edg16482","ko01100"
"K00158","edg16483","ko01100"
"K00158","edg16484","ko01100"
"K00158","edg16485","ko01100"
"K00158","edg16486","ko01100"
"K00158","edg16487","ko01100"
"K00158","edg16488","ko01100"
"K00158","edg16489","ko01100"
"K00163","edg16490","ko01100"
"K00161","edg16490","ko01100"
"K00162","edg16490","ko01100"
"K00627","edg16490","ko01100"
"K00382","edg16490","ko01100"
"K13997","edg16490","ko01100"
"K00169","edg16490","ko01100"
"K00170","edg16490","ko01100"
"K00171","edg16490","ko01100"
"K00172","edg16490","ko01100"
"K00189","edg16490","ko01100"
"K00656","edg16490","ko01100"
"K03737","edg16490","ko01100"
"K00174","edg16490","ko01100"
"K00175","edg16490","ko01100"
"K03371","edg16491","ko01100"
"K20736","edg16492","ko01100"
"K20736","edg16493","ko01100"
"K20736","edg16494","ko01100"
"K20736","edg16495","ko01100"
"K20736","edg16496","ko01100"
"K20736","edg16497","ko01100"
"K20736","edg16498","ko01100"
"K20736","edg16499","ko01100"
"K20736","edg16500","ko01100"
"K20736","edg16501","ko01100"
"K20736","edg16502","ko01100"
"K20736","edg16503","ko01100"
"K20736","edg16504","ko01100"
"K00719","edg16505","ko01100"
"K00722","edg16506","ko01100"
"K09905","edg16507","ko01100"
"K00681","edg16508","ko01100"
"K18592","edg16508","ko01100"
"K00681","edg16509","ko01100"
"K18592","edg16509","ko01100"
"K00681","edg16510","ko01100"
"K18592","edg16510","ko01100"
"K00681","edg16511","ko01100"
"K18592","edg16511","ko01100"
"K00681","edg16512","ko01100"
"K18592","edg16512","ko01100"
"K00681","edg16513","ko01100"
"K18592","edg16513","ko01100"
"K00681","edg16514","ko01100"
"K18592","edg16514","ko01100"
"K00681","edg16515","ko01100"
"K18592","edg16515","ko01100"
"K00681","edg16516","ko01100"
"K18592","edg16516","ko01100"
"K00681","edg16517","ko01100"
"K18592","edg16517","ko01100"
"K00681","edg16518","ko01100"
"K18592","edg16518","ko01100"
"K00681","edg16519","ko01100"
"K18592","edg16519","ko01100"
"K00681","edg16520","ko01100"
"K18592","edg16520","ko01100"
"K00682","edg16521","ko01100"
"K22596","edg16521","ko01100"
"K00682","edg16522","ko01100"
"K22596","edg16522","ko01100"
"K00682","edg16523","ko01100"
"K22596","edg16523","ko01100"
"K00682","edg16524","ko01100"
"K22596","edg16524","ko01100"
"K00682","edg16525","ko01100"
"K22596","edg16525","ko01100"
"K00682","edg16526","ko01100"
"K22596","edg16526","ko01100"
"K00682","edg16527","ko01100"
"K22596","edg16527","ko01100"
"K00682","edg16528","ko01100"
"K22596","edg16528","ko01100"
"K00682","edg16529","ko01100"
"K22596","edg16529","ko01100"
"K00682","edg16530","ko01100"
"K22596","edg16530","ko01100"
"K00682","edg16531","ko01100"
"K22596","edg16531","ko01100"
"K00682","edg16532","ko01100"
"K22596","edg16532","ko01100"
"K00682","edg16533","ko01100"
"K22596","edg16533","ko01100"
"K00682","edg16534","ko01100"
"K22596","edg16534","ko01100"
"K00682","edg16535","ko01100"
"K22596","edg16535","ko01100"
"K00682","edg16536","ko01100"
"K22596","edg16536","ko01100"
"K00682","edg16537","ko01100"
"K22596","edg16537","ko01100"
"K00682","edg16538","ko01100"
"K22596","edg16538","ko01100"
"K00682","edg16539","ko01100"
"K22596","edg16539","ko01100"
"K00682","edg16540","ko01100"
"K22596","edg16540","ko01100"
"K00682","edg16541","ko01100"
"K22596","edg16541","ko01100"
"K00682","edg16542","ko01100"
"K22596","edg16542","ko01100"
"K00682","edg16543","ko01100"
"K22596","edg16543","ko01100"
"K00682","edg16544","ko01100"
"K22596","edg16544","ko01100"
"K00682","edg16545","ko01100"
"K22596","edg16545","ko01100"
"K00682","edg16546","ko01100"
"K22596","edg16546","ko01100"
"K00682","edg16547","ko01100"
"K22596","edg16547","ko01100"
"K00682","edg16548","ko01100"
"K22596","edg16548","ko01100"
"K00682","edg16549","ko01100"
"K22596","edg16549","ko01100"
"K00682","edg16550","ko01100"
"K22596","edg16550","ko01100"
"K00682","edg16551","ko01100"
"K22596","edg16551","ko01100"
"K00682","edg16552","ko01100"
"K22596","edg16552","ko01100"
"K00682","edg16553","ko01100"
"K22596","edg16553","ko01100"
"K00682","edg16554","ko01100"
"K22596","edg16554","ko01100"
"K00682","edg16555","ko01100"
"K22596","edg16555","ko01100"
"K00682","edg16556","ko01100"
"K22596","edg16556","ko01100"
"K00682","edg16557","ko01100"
"K22596","edg16557","ko01100"
"K00682","edg16558","ko01100"
"K22596","edg16558","ko01100"
"K00682","edg16559","ko01100"
"K22596","edg16559","ko01100"
"K00682","edg16560","ko01100"
"K22596","edg16560","ko01100"
"K00682","edg16561","ko01100"
"K22596","edg16561","ko01100"
"K00682","edg16562","ko01100"
"K22596","edg16562","ko01100"
"K00682","edg16563","ko01100"
"K22596","edg16563","ko01100"
"K00682","edg16564","ko01100"
"K22596","edg16564","ko01100"
"K00682","edg16565","ko01100"
"K22596","edg16565","ko01100"
"K00682","edg16566","ko01100"
"K22596","edg16566","ko01100"
"K00682","edg16567","ko01100"
"K22596","edg16567","ko01100"
"K00682","edg16568","ko01100"
"K22596","edg16568","ko01100"
"K00682","edg16569","ko01100"
"K22596","edg16569","ko01100"
"K00682","edg16570","ko01100"
"K22596","edg16570","ko01100"
"K00682","edg16571","ko01100"
"K22596","edg16571","ko01100"
"K07232","edg16572","ko01100"
"K07232","edg16573","ko01100"
"K07232","edg16574","ko01100"
"K07232","edg16575","ko01100"
"K07232","edg16576","ko01100"
"K07232","edg16577","ko01100"
"K07232","edg16578","ko01100"
"K07232","edg16579","ko01100"
"K07232","edg16580","ko01100"
"K07232","edg16581","ko01100"
"K07232","edg16582","ko01100"
"K07232","edg16583","ko01100"
"K07232","edg16584","ko01100"
"K07232","edg16585","ko01100"
"K07232","edg16586","ko01100"
"K07232","edg16587","ko01100"
"K07232","edg16588","ko01100"
"K07232","edg16589","ko01100"
"K07232","edg16590","ko01100"
"K07232","edg16591","ko01100"
"K07232","edg16592","ko01100"
"K07232","edg16593","ko01100"
"K07232","edg16594","ko01100"
"K07232","edg16595","ko01100"
"K07232","edg16596","ko01100"
"K07232","edg16597","ko01100"
"K07232","edg16598","ko01100"
"K07232","edg16599","ko01100"
"K07232","edg16600","ko01100"
"K07232","edg16601","ko01100"
"K07232","edg16602","ko01100"
"K07232","edg16603","ko01100"
"K07232","edg16604","ko01100"
"K07232","edg16605","ko01100"
"K07232","edg16606","ko01100"
"K07232","edg16607","ko01100"
"K07232","edg16608","ko01100"
"K07232","edg16609","ko01100"
"K07232","edg16610","ko01100"
"K07232","edg16611","ko01100"
"K07232","edg16612","ko01100"
"K07232","edg16613","ko01100"
"K07232","edg16614","ko01100"
"K07232","edg16615","ko01100"
"K07232","edg16616","ko01100"
"K07232","edg16617","ko01100"
"K07232","edg16618","ko01100"
"K07232","edg16619","ko01100"
"K07232","edg16620","ko01100"
"K07232","edg16621","ko01100"
"K21619","edg16622","ko01100"
"K03391","edg16623","ko01100"
"K05363","edg16624","ko01100"
"K05363","edg16625","ko01100"
"K05363","edg16626","ko01100"
"K05363","edg16627","ko01100"
"K05363","edg16628","ko01100"
"K05363","edg16629","ko01100"
"K05363","edg16630","ko01100"
"K05363","edg16631","ko01100"
"K05363","edg16632","ko01100"
"K05363","edg16633","ko01100"
"K05363","edg16634","ko01100"
"K05363","edg16635","ko01100"
"K05363","edg16636","ko01100"
"K12554","edg16637","ko01100"
"K05366","edg16638","ko01100"
"K03693","edg16638","ko01100"
"K12555","edg16638","ko01100"
"K00687","edg16638","ko01100"
"K12556","edg16638","ko01100"
"K07258","edg16638","ko01100"
"K07260","edg16638","ko01100"
"K05366","edg16639","ko01100"
"K03693","edg16639","ko01100"
"K12555","edg16639","ko01100"
"K00687","edg16639","ko01100"
"K12556","edg16639","ko01100"
"K07258","edg16639","ko01100"
"K07260","edg16639","ko01100"
"K05366","edg16640","ko01100"
"K03693","edg16640","ko01100"
"K12555","edg16640","ko01100"
"K00687","edg16640","ko01100"
"K12556","edg16640","ko01100"
"K07258","edg16640","ko01100"
"K07260","edg16640","ko01100"
"K05366","edg16641","ko01100"
"K03693","edg16641","ko01100"
"K12555","edg16641","ko01100"
"K00687","edg16641","ko01100"
"K12556","edg16641","ko01100"
"K07258","edg16641","ko01100"
"K07260","edg16641","ko01100"
"K05366","edg16642","ko01100"
"K03693","edg16642","ko01100"
"K12555","edg16642","ko01100"
"K00687","edg16642","ko01100"
"K12556","edg16642","ko01100"
"K07258","edg16642","ko01100"
"K07260","edg16642","ko01100"
"K05366","edg16643","ko01100"
"K03693","edg16643","ko01100"
"K12555","edg16643","ko01100"
"K00687","edg16643","ko01100"
"K12556","edg16643","ko01100"
"K07258","edg16643","ko01100"
"K07260","edg16643","ko01100"
"K05366","edg16644","ko01100"
"K03693","edg16644","ko01100"
"K12555","edg16644","ko01100"
"K00687","edg16644","ko01100"
"K12556","edg16644","ko01100"
"K07258","edg16644","ko01100"
"K07260","edg16644","ko01100"
"K05366","edg16645","ko01100"
"K03693","edg16645","ko01100"
"K12555","edg16645","ko01100"
"K00687","edg16645","ko01100"
"K12556","edg16645","ko01100"
"K07258","edg16645","ko01100"
"K07260","edg16645","ko01100"
"K05366","edg16646","ko01100"
"K03693","edg16646","ko01100"
"K12555","edg16646","ko01100"
"K00687","edg16646","ko01100"
"K12556","edg16646","ko01100"
"K07258","edg16646","ko01100"
"K07260","edg16646","ko01100"
"K05366","edg16647","ko01100"
"K03693","edg16647","ko01100"
"K12555","edg16647","ko01100"
"K00687","edg16647","ko01100"
"K12556","edg16647","ko01100"
"K07258","edg16647","ko01100"
"K07260","edg16647","ko01100"
"K05366","edg16648","ko01100"
"K03693","edg16648","ko01100"
"K12555","edg16648","ko01100"
"K00687","edg16648","ko01100"
"K12556","edg16648","ko01100"
"K07258","edg16648","ko01100"
"K07260","edg16648","ko01100"
"K05366","edg16649","ko01100"
"K03693","edg16649","ko01100"
"K12555","edg16649","ko01100"
"K00687","edg16649","ko01100"
"K12556","edg16649","ko01100"
"K07258","edg16649","ko01100"
"K07260","edg16649","ko01100"
"K05366","edg16650","ko01100"
"K03693","edg16650","ko01100"
"K12555","edg16650","ko01100"
"K00687","edg16650","ko01100"
"K12556","edg16650","ko01100"
"K07258","edg16650","ko01100"
"K07260","edg16650","ko01100"
"K05934","edg16651","ko01100"
"K13541","edg16651","ko01100"
"K21479","edg16651","ko01100"
"K03181","edg16652","ko01100"
"K18240","edg16652","ko01100"
"K03181","edg16653","ko01100"
"K18240","edg16653","ko01100"
"K03181","edg16654","ko01100"
"K18240","edg16654","ko01100"
"K03181","edg16655","ko01100"
"K18240","edg16655","ko01100"
"K03181","edg16656","ko01100"
"K18240","edg16656","ko01100"
"K03181","edg16657","ko01100"
"K18240","edg16657","ko01100"
"K03181","edg16658","ko01100"
"K18240","edg16658","ko01100"
"K03181","edg16659","ko01100"
"K18240","edg16659","ko01100"
"K03181","edg16660","ko01100"
"K18240","edg16660","ko01100"
"K03181","edg16661","ko01100"
"K18240","edg16661","ko01100"
"K03181","edg16662","ko01100"
"K18240","edg16662","ko01100"
"K03181","edg16663","ko01100"
"K18240","edg16663","ko01100"
"K03181","edg16664","ko01100"
"K18240","edg16664","ko01100"
"K13057","edg16665","ko01100"
"K13057","edg16666","ko01100"
"K13057","edg16667","ko01100"
"K13057","edg16668","ko01100"
"K13057","edg16669","ko01100"
"K13057","edg16670","ko01100"
"K13057","edg16671","ko01100"
"K13057","edg16672","ko01100"
"K13057","edg16673","ko01100"
"K13057","edg16674","ko01100"
"K13057","edg16675","ko01100"
"K13057","edg16676","ko01100"
"K13057","edg16677","ko01100"
"K13057","edg16678","ko01100"
"K13057","edg16679","ko01100"
"K13057","edg16680","ko01100"
"K13057","edg16681","ko01100"
"K13057","edg16682","ko01100"
"K13057","edg16683","ko01100"
"K13057","edg16684","ko01100"
"K13057","edg16685","ko01100"
"K13057","edg16686","ko01100"
"K13057","edg16687","ko01100"
"K13057","edg16688","ko01100"
"K13057","edg16689","ko01100"
"K13057","edg16690","ko01100"
"K00975","edg16691","ko01100"
"K18447","edg16691","ko01100"
"K00975","edg16692","ko01100"
"K18447","edg16692","ko01100"
"K00975","edg16693","ko01100"
"K18447","edg16693","ko01100"
"K00975","edg16694","ko01100"
"K18447","edg16694","ko01100"
"K00975","edg16695","ko01100"
"K18447","edg16695","ko01100"
"K00975","edg16696","ko01100"
"K18447","edg16696","ko01100"
"K00975","edg16697","ko01100"
"K18447","edg16697","ko01100"
"K00975","edg16698","ko01100"
"K18447","edg16698","ko01100"
"K00975","edg16699","ko01100"
"K18447","edg16699","ko01100"
"K00975","edg16700","ko01100"
"K18447","edg16700","ko01100"
"K00975","edg16701","ko01100"
"K18447","edg16701","ko01100"
"K00975","edg16702","ko01100"
"K18447","edg16702","ko01100"
"K00975","edg16703","ko01100"
"K18447","edg16703","ko01100"
"K12047","edg16704","ko01100"
"K01187","edg16704","ko01100"
"K12316","edg16704","ko01100"
"K12317","edg16704","ko01100"
"K01193","edg16704","ko01100"
"K01203","edg16704","ko01100"
"K12047","edg16705","ko01100"
"K01187","edg16705","ko01100"
"K12316","edg16705","ko01100"
"K12317","edg16705","ko01100"
"K01193","edg16705","ko01100"
"K01203","edg16705","ko01100"
"K12047","edg16706","ko01100"
"K01187","edg16706","ko01100"
"K12316","edg16706","ko01100"
"K12317","edg16706","ko01100"
"K01193","edg16706","ko01100"
"K01203","edg16706","ko01100"
"K12047","edg16707","ko01100"
"K01187","edg16707","ko01100"
"K12316","edg16707","ko01100"
"K12317","edg16707","ko01100"
"K01193","edg16707","ko01100"
"K01203","edg16707","ko01100"
"K12047","edg16708","ko01100"
"K01187","edg16708","ko01100"
"K12316","edg16708","ko01100"
"K12317","edg16708","ko01100"
"K01193","edg16708","ko01100"
"K01203","edg16708","ko01100"
"K12047","edg16709","ko01100"
"K01187","edg16709","ko01100"
"K12316","edg16709","ko01100"
"K12317","edg16709","ko01100"
"K01193","edg16709","ko01100"
"K01203","edg16709","ko01100"
"K12047","edg16710","ko01100"
"K01187","edg16710","ko01100"
"K12316","edg16710","ko01100"
"K12317","edg16710","ko01100"
"K01193","edg16710","ko01100"
"K01203","edg16710","ko01100"
"K12047","edg16711","ko01100"
"K01187","edg16711","ko01100"
"K12316","edg16711","ko01100"
"K12317","edg16711","ko01100"
"K01193","edg16711","ko01100"
"K01203","edg16711","ko01100"
"K12047","edg16712","ko01100"
"K01187","edg16712","ko01100"
"K12316","edg16712","ko01100"
"K12317","edg16712","ko01100"
"K01193","edg16712","ko01100"
"K01203","edg16712","ko01100"
"K12047","edg16713","ko01100"
"K01187","edg16713","ko01100"
"K12316","edg16713","ko01100"
"K12317","edg16713","ko01100"
"K01193","edg16713","ko01100"
"K01203","edg16713","ko01100"
"K12047","edg16714","ko01100"
"K01187","edg16714","ko01100"
"K12316","edg16714","ko01100"
"K12317","edg16714","ko01100"
"K01193","edg16714","ko01100"
"K01203","edg16714","ko01100"
"K12047","edg16715","ko01100"
"K01187","edg16715","ko01100"
"K12316","edg16715","ko01100"
"K12317","edg16715","ko01100"
"K01193","edg16715","ko01100"
"K01203","edg16715","ko01100"
"K12047","edg16716","ko01100"
"K01187","edg16716","ko01100"
"K12316","edg16716","ko01100"
"K12317","edg16716","ko01100"
"K01193","edg16716","ko01100"
"K01203","edg16716","ko01100"
"K12047","edg16717","ko01100"
"K01187","edg16717","ko01100"
"K12316","edg16717","ko01100"
"K12317","edg16717","ko01100"
"K01193","edg16717","ko01100"
"K01203","edg16717","ko01100"
"K12047","edg16718","ko01100"
"K01187","edg16718","ko01100"
"K12316","edg16718","ko01100"
"K12317","edg16718","ko01100"
"K01193","edg16718","ko01100"
"K01203","edg16718","ko01100"
"K12047","edg16719","ko01100"
"K01187","edg16719","ko01100"
"K12316","edg16719","ko01100"
"K12317","edg16719","ko01100"
"K01193","edg16719","ko01100"
"K01203","edg16719","ko01100"
"K12047","edg16720","ko01100"
"K01187","edg16720","ko01100"
"K12316","edg16720","ko01100"
"K12317","edg16720","ko01100"
"K01193","edg16720","ko01100"
"K01203","edg16720","ko01100"
"K12047","edg16721","ko01100"
"K01187","edg16721","ko01100"
"K12316","edg16721","ko01100"
"K12317","edg16721","ko01100"
"K01193","edg16721","ko01100"
"K01203","edg16721","ko01100"
"K12047","edg16722","ko01100"
"K01187","edg16722","ko01100"
"K12316","edg16722","ko01100"
"K12317","edg16722","ko01100"
"K01193","edg16722","ko01100"
"K01203","edg16722","ko01100"
"K12047","edg16723","ko01100"
"K01187","edg16723","ko01100"
"K12316","edg16723","ko01100"
"K12317","edg16723","ko01100"
"K01193","edg16723","ko01100"
"K01203","edg16723","ko01100"
"K12047","edg16724","ko01100"
"K01187","edg16724","ko01100"
"K12316","edg16724","ko01100"
"K12317","edg16724","ko01100"
"K01193","edg16724","ko01100"
"K01203","edg16724","ko01100"
"K12047","edg16725","ko01100"
"K01187","edg16725","ko01100"
"K12316","edg16725","ko01100"
"K12317","edg16725","ko01100"
"K01193","edg16725","ko01100"
"K01203","edg16725","ko01100"
"K12047","edg16726","ko01100"
"K01187","edg16726","ko01100"
"K12316","edg16726","ko01100"
"K12317","edg16726","ko01100"
"K01193","edg16726","ko01100"
"K01203","edg16726","ko01100"
"K12047","edg16727","ko01100"
"K01187","edg16727","ko01100"
"K12316","edg16727","ko01100"
"K12317","edg16727","ko01100"
"K01193","edg16727","ko01100"
"K01203","edg16727","ko01100"
"K12047","edg16728","ko01100"
"K01187","edg16728","ko01100"
"K12316","edg16728","ko01100"
"K12317","edg16728","ko01100"
"K01193","edg16728","ko01100"
"K01203","edg16728","ko01100"
"K12047","edg16729","ko01100"
"K01187","edg16729","ko01100"
"K12316","edg16729","ko01100"
"K12317","edg16729","ko01100"
"K01193","edg16729","ko01100"
"K01203","edg16729","ko01100"
"K12047","edg16730","ko01100"
"K01187","edg16730","ko01100"
"K12316","edg16730","ko01100"
"K12317","edg16730","ko01100"
"K01193","edg16730","ko01100"
"K01203","edg16730","ko01100"
"K12047","edg16731","ko01100"
"K01187","edg16731","ko01100"
"K12316","edg16731","ko01100"
"K12317","edg16731","ko01100"
"K01193","edg16731","ko01100"
"K01203","edg16731","ko01100"
"K12047","edg16732","ko01100"
"K01187","edg16732","ko01100"
"K12316","edg16732","ko01100"
"K12317","edg16732","ko01100"
"K01193","edg16732","ko01100"
"K01203","edg16732","ko01100"
"K12047","edg16733","ko01100"
"K01187","edg16733","ko01100"
"K12316","edg16733","ko01100"
"K12317","edg16733","ko01100"
"K01193","edg16733","ko01100"
"K01203","edg16733","ko01100"
"K12047","edg16734","ko01100"
"K01187","edg16734","ko01100"
"K12316","edg16734","ko01100"
"K12317","edg16734","ko01100"
"K01193","edg16734","ko01100"
"K01203","edg16734","ko01100"
"K12047","edg16735","ko01100"
"K01187","edg16735","ko01100"
"K12316","edg16735","ko01100"
"K12317","edg16735","ko01100"
"K01193","edg16735","ko01100"
"K01203","edg16735","ko01100"
"K12047","edg16736","ko01100"
"K01187","edg16736","ko01100"
"K12316","edg16736","ko01100"
"K12317","edg16736","ko01100"
"K01193","edg16736","ko01100"
"K01203","edg16736","ko01100"
"K12047","edg16737","ko01100"
"K01187","edg16737","ko01100"
"K12316","edg16737","ko01100"
"K12317","edg16737","ko01100"
"K01193","edg16737","ko01100"
"K01203","edg16737","ko01100"
"K12047","edg16738","ko01100"
"K01187","edg16738","ko01100"
"K12316","edg16738","ko01100"
"K12317","edg16738","ko01100"
"K01193","edg16738","ko01100"
"K01203","edg16738","ko01100"
"K12047","edg16739","ko01100"
"K01187","edg16739","ko01100"
"K12316","edg16739","ko01100"
"K12317","edg16739","ko01100"
"K01193","edg16739","ko01100"
"K01203","edg16739","ko01100"
"K12047","edg16740","ko01100"
"K01187","edg16740","ko01100"
"K12316","edg16740","ko01100"
"K12317","edg16740","ko01100"
"K01193","edg16740","ko01100"
"K01203","edg16740","ko01100"
"K12047","edg16741","ko01100"
"K01187","edg16741","ko01100"
"K12316","edg16741","ko01100"
"K12317","edg16741","ko01100"
"K01193","edg16741","ko01100"
"K01203","edg16741","ko01100"
"K00510","edg16742","ko01100"
"K21418","edg16742","ko01100"
"K21480","edg16742","ko01100"
"K00214","edg16743","ko01100"
"K05901","edg16743","ko01100"
"K23825","edg16743","ko01100"
"K01195","edg16744","ko01100"
"K02257","edg16745","ko01100"
"K02259","edg16746","ko01100"
"K00798","edg16747","ko01100"
"K19221","edg16747","ko01100"
"K04032","edg16747","ko01100"
"K00231","edg16748","ko01100"
"K01772","edg16749","ko01100"
"K00435","edg16750","ko01100"
"K25033","edg16750","ko01100"
"K22227","edg16750","ko01100"
"K00968","edg16751","ko01100"
"K00994","edg16752","ko01100"
"K13644","edg16752","ko01100"
"K00994","edg16753","ko01100"
"K13644","edg16753","ko01100"
"K00994","edg16754","ko01100"
"K13644","edg16754","ko01100"
"K00994","edg16755","ko01100"
"K13644","edg16755","ko01100"
"K00994","edg16756","ko01100"
"K13644","edg16756","ko01100"
"K00994","edg16757","ko01100"
"K13644","edg16757","ko01100"
"K00994","edg16758","ko01100"
"K13644","edg16758","ko01100"
"K00994","edg16759","ko01100"
"K13644","edg16759","ko01100"
"K00994","edg16760","ko01100"
"K13644","edg16760","ko01100"
"K00994","edg16761","ko01100"
"K13644","edg16761","ko01100"
"K00994","edg16762","ko01100"
"K13644","edg16762","ko01100"
"K00994","edg16763","ko01100"
"K13644","edg16763","ko01100"
"K00994","edg16764","ko01100"
"K13644","edg16764","ko01100"
"K03479","edg16765","ko01100"
"K21052","edg16766","ko01100"
"K00781","edg16767","ko01100"
"K09661","edg16768","ko01100"
"K18207","edg16769","ko01100"
"K09654","edg16770","ko01100"
"K17547","edg16771","ko01100"
"K19873","edg16772","ko01100"
"K21032","edg16773","ko01100"
"K09668","edg16774","ko01100"
"K09668","edg16775","ko01100"
"K09666","edg16776","ko01100"
"K07966","edg16777","ko01100"
"K07967","edg16777","ko01100"
